,no_clust,algorithm,predictions
35,3.0,aff_esk_sim,"[0 0 1 4 2 7 1 7 0 2 3 4 0 4 0 5 4 6 4 7 5 7 2 7 3 1 7 3 4 0 4 7 6 4 5 1 6
 1 4 7 5 7 6 4]"
36,3.0,spect_lin_sim,"[0 0 0 2 1 1 0 2 0 1 1 1 1 0 1 1 2 1 2 2 1 2 1 2 1 0 2 1 0 1 1 2 0 2 1 0 0
 0 2 2 1 2 0 2]"
37,3.0,aff_lin_sim,"[0 0 1 6 2 0 1 7 0 2 3 4 6 1 0 4 6 3 6 7 4 7 2 7 3 2 7 3 2 0 7 7 5 7 4 1 5
 1 6 7 4 7 5 6]"
38,3.0,comp_hr_esk_dis,"[2 2 2 0 0 1 2 1 1 1 2 1 0 1 0 0 0 1 0 0 0 0 1 0 1 1 0 1 2 0 0 0 2 0 1 1 2
 2 0 0 1 1 1 0]"
39,3.0,avg_hr_esk_dis,"[0 0 0 0 2 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 1 0 2 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]"
40,3.0,comp_hr_lin_din,"[2 2 2 0 0 0 2 1 0 0 2 0 0 2 0 0 1 0 1 0 1 1 0 0 0 0 1 0 2 0 1 1 2 1 1 2 2
 2 1 1 1 0 2 0]"
41,3.0,avg_hr_lin_dis,"[1 1 1 0 2 0 1 0 1 0 1 2 2 1 2 2 0 2 0 0 2 0 0 0 2 0 0 2 1 2 0 0 1 0 2 1 1
 1 0 0 2 0 1 0]"
42,3.0,spect_edr,"[1 1 1 0 0 0 2 1 1 0 0 0 0 2 0 0 0 0 1 0 0 1 0 2 2 1 0 2 0 0 0 2 1 2 0 1 2
 2 1 2 0 0 1 2]"
43,3.0,aff_edr,"[ 0 21  3  0  1  2 14 11 21  3  4  5  6 14  7  8  9 10 21 11 12 11 13 14 14
 15 15 16 17 18 19 14 21 16 20 21 14 16 21 14 22 23 21 14]"
44,4.0,spectral warp,"[3 1 0 0 1 3 3 3 1 0 0 0 0 1 0 0 0 0 3 1 0 1 0 3 2 1 3 2 0 0 0 2 3 2 0 3 2
 2 3 2 0 0 3 1]"
45,4.0,aff prop,"[0 1 4 0 0 0 2 3 1 0 4 4 4 1 4 4 0 0 3 0 4 1 4 2 2 1 0 5 4 0 0 2 3 6 4 3 2
 5 3 2 4 4 3 6]"
46,4.0,pca,"[1 0 1 1 0 1 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 0 0 1 0 1 0 1 0 1 0 1 0 0
 0 1 0 1 1 1 0]"
47,4.0,spectral overlap,"[0 0 3 0 0 3 3 1 0 0 0 0 0 1 0 0 0 3 0 0 0 3 0 1 0 3 0 2 1 1 3 0 3 2 0 3 3
 2 3 0 3 3 0 0]"
48,4.0,km_choice,"[3 3 1 3 3 3 1 2 3 1 3 0 3 1 1 1 3 3 1 2 0 2 3 2 1 3 2 2 3 1 1 2 3 2 3 1 3
 3 2 2 1 2 3 2]"
49,4.0,km_ent,"[0 2 0 0 3 0 0 3 2 0 0 0 0 3 0 0 0 0 0 0 0 3 0 0 2 3 0 2 0 3 0 2 0 2 0 3 2
 2 0 3 0 0 0 1]"
50,4.0,km_con,"[2 2 2 0 2 3 2 1 2 0 2 2 0 3 0 2 2 0 0 1 2 1 2 1 1 2 0 3 2 2 0 3 2 3 2 3 2
 2 0 1 0 1 2 3]"
51,4.0,spect_cos_cat,"[3 3 1 3 2 3 1 2 3 1 3 1 1 1 2 1 3 0 0 2 0 2 0 2 2 0 2 1 3 3 2 2 3 3 0 1 2
 3 0 2 1 3 0 3]"
52,4.0,aff_cos_cat,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]"
53,4.0,spect_cos_ent,"[0 0 0 0 1 3 3 3 1 0 0 0 0 1 0 0 0 0 0 1 0 1 0 3 0 1 0 3 0 3 0 3 0 3 0 3 0
 0 0 1 0 0 1 2]"
54,4.0,aff_cos_ent,"[ 4  4  1  6  3  4  4  7  0  6  1  1  1  2  1  6  1  6  1  4  1  3  4  6  1
  3  6  5  4  7  6  7  1  6  6  7  1  8  1  9  1  4  4 10]"
55,4.0,spect_rbf,"[1 2 1 1 2 3 3 3 2 1 1 1 1 2 1 1 1 1 1 2 1 2 1 3 0 2 1 0 1 3 1 3 1 0 1 3 0
 0 1 2 1 1 1 2]"
56,4.0,spect_esk_sim,"[2 0 2 2 2 1 0 3 0 1 1 1 1 2 1 1 2 1 2 3 1 3 1 3 1 0 3 1 2 1 1 3 0 2 1 2 0
 0 2 3 1 2 0 2]"
57,4.0,aff_esk_sim,"[0 0 1 4 2 7 1 7 0 2 3 4 0 4 0 5 4 6 4 7 5 7 2 7 3 1 7 3 4 0 4 7 6 4 5 1 6
 1 4 7 5 7 6 4]"
58,4.0,spect_lin_sim,"[3 2 3 1 0 2 3 1 2 2 0 0 0 3 0 0 1 2 1 2 0 2 0 2 0 2 1 0 3 2 1 1 2 1 0 3 2
 3 1 1 0 1 2 1]"
59,4.0,aff_lin_sim,"[0 0 1 6 2 0 1 7 0 2 3 4 6 1 0 4 6 3 6 7 4 7 2 7 3 2 7 3 2 0 7 7 5 7 4 1 5
 1 6 7 4 7 5 6]"
60,4.0,comp_hr_esk_dis,"[2 2 2 3 1 0 2 0 0 0 2 0 1 0 1 1 3 0 3 1 3 3 0 3 0 0 3 0 2 3 3 3 2 3 0 0 2
 2 3 3 0 0 0 1]"
61,4.0,avg_hr_esk_dis,"[0 0 0 0 2 0 0 0 0 0 0 2 1 0 1 2 0 0 0 0 0 0 0 0 3 0 0 3 0 2 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]"
62,4.0,comp_hr_lin_din,"[2 2 2 3 3 1 2 0 1 1 2 3 3 2 3 3 0 1 0 3 0 0 1 1 1 1 0 1 2 3 0 0 2 0 0 2 2
 2 0 0 0 3 2 3]"
63,4.0,avg_hr_lin_dis,"[1 1 1 2 0 2 1 2 1 3 1 0 0 1 0 0 2 0 2 2 0 2 3 3 0 3 2 0 1 0 2 2 1 2 0 1 1
 1 2 2 0 2 1 2]"
64,4.0,spect_edr,"[1 3 1 0 0 1 2 1 3 0 0 0 0 3 0 0 0 0 1 0 0 1 0 2 2 1 1 3 0 0 0 2 1 3 0 3 2
 3 3 2 0 1 3 2]"
65,4.0,aff_edr,"[ 0 21  3  0  1  2 14 11 21  3  4  5  6 14  7  8  9 10 21 11 12 11 13 14 14
 15 15 16 17 18 19 14 21 16 20 21 14 16 21 14 22 23 21 14]"
66,5.0,spectral warp,"[2 3 1 1 3 2 0 2 3 1 1 1 1 3 1 1 1 1 2 3 1 3 1 0 0 3 2 0 1 1 1 0 2 4 1 2 0
 0 2 0 1 1 2 4]"
67,5.0,aff prop,"[0 1 4 0 0 0 2 3 1 0 4 4 4 1 4 4 0 0 3 0 4 1 4 2 2 1 0 5 4 0 0 2 3 6 4 3 2
 5 3 2 4 4 3 6]"
68,5.0,pca,"[1 0 1 1 0 1 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 0 0 1 0 1 0 1 0 1 0 1 0 0
 0 1 0 1 1 1 0]"
69,5.0,spectral overlap,"[0 0 3 1 1 3 4 2 0 1 3 0 1 2 0 0 3 3 0 0 3 3 0 2 1 3 1 4 2 2 3 0 4 1 0 3 4
 1 4 1 3 3 0 0]"
70,5.0,km_choice,"[3 3 2 0 3 2 3 1 2 2 2 0 2 2 2 2 0 0 0 4 3 3 3 4 2 3 4 1 2 2 4 1 3 1 3 2 3
 2 1 1 0 4 3 1]"
71,5.0,km_ent,"[0 2 0 0 3 3 3 3 1 0 0 0 0 1 0 0 0 0 0 3 0 3 0 0 2 3 0 2 0 3 0 3 0 1 0 3 2
 2 0 1 0 0 0 4]"
72,5.0,km_con,"[4 2 0 4 2 4 0 2 2 4 4 0 4 2 4 4 0 2 0 3 0 3 0 3 2 2 2 1 0 0 3 1 2 1 2 2 2
 2 1 1 2 3 2 1]"
73,5.0,spect_cos_cat,"[0 0 3 1 2 0 4 1 0 4 0 4 4 4 4 4 1 1 1 0 1 1 3 1 1 1 2 4 3 0 2 2 1 0 1 4 1
 1 1 2 4 0 1 0]"
74,5.0,aff_cos_cat,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]"
75,5.0,spect_cos_ent,"[3 1 1 1 0 3 3 2 0 1 1 1 1 0 1 1 1 1 1 0 1 0 3 3 1 0 1 2 3 2 1 2 1 2 1 2 1
 1 1 0 1 3 0 4]"
76,5.0,aff_cos_ent,"[ 4  4  1  6  3  4  4  7  0  6  1  1  1  2  1  6  1  6  1  4  1  3  4  6  1
  3  6  5  4  7  6  7  1  6  6  7  1  8  1  9  1  4  4 10]"
77,5.0,spect_rbf,"[1 4 1 1 3 0 2 0 4 1 1 1 1 4 1 1 1 1 1 3 1 3 1 2 4 0 1 2 3 0 1 2 1 4 1 0 4
 2 1 0 1 1 3 4]"
78,5.0,spect_esk_sim,"[1 4 1 3 3 0 4 0 4 0 1 3 3 1 3 3 1 0 3 0 3 0 3 0 2 4 0 2 1 3 3 0 4 0 3 1 4
 4 3 0 0 0 4 0]"
79,5.0,aff_esk_sim,"[0 0 1 4 2 7 1 7 0 2 3 4 0 4 0 5 4 6 4 7 5 7 2 7 3 1 7 3 4 0 4 7 6 4 5 1 6
 1 4 7 5 7 6 4]"
80,5.0,spect_lin_sim,"[3 1 3 2 2 1 3 0 1 1 4 2 2 3 2 2 3 1 2 1 2 0 2 0 4 1 0 4 3 2 2 0 1 0 2 3 1
 3 2 0 2 0 1 0]"
81,5.0,aff_lin_sim,"[0 0 1 6 2 0 1 7 0 2 3 4 6 1 0 4 6 3 6 7 4 7 2 7 3 2 7 3 2 0 7 7 5 7 4 1 5
 1 6 7 4 7 5 6]"
82,5.0,comp_hr_esk_dis,"[2 2 2 3 1 0 2 0 0 0 2 0 1 0 1 1 3 4 3 1 3 3 0 3 4 0 3 4 2 3 3 3 2 3 0 0 2
 2 3 3 0 0 4 1]"
83,5.0,avg_hr_esk_dis,"[0 0 0 0 2 0 0 0 0 4 0 2 1 0 1 2 0 0 0 0 0 0 4 0 3 0 0 3 0 2 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]"
84,5.0,comp_hr_lin_din,"[2 2 2 1 1 0 2 4 0 0 2 1 1 2 1 1 4 0 3 1 3 4 0 0 0 0 3 0 2 1 4 4 2 4 3 2 2
 2 4 4 3 1 2 1]"
85,5.0,avg_hr_lin_dis,"[1 1 1 2 0 2 1 2 1 3 1 0 4 1 4 0 2 0 2 2 0 2 3 3 0 3 2 0 1 0 2 2 1 2 0 1 1
 1 2 2 0 2 1 2]"
86,5.0,spect_edr,"[2 3 2 0 0 2 1 2 3 0 0 0 0 3 0 0 0 0 2 0 0 2 0 1 1 2 2 4 0 0 0 1 2 4 0 3 1
 4 3 1 0 2 3 1]"
87,5.0,aff_edr,"[ 0 21  3  0  1  2 14 11 21  3  4  5  6 14  7  8  9 10 21 11 12 11 13 14 14
 15 15 16 17 18 19 14 21 16 20 21 14 16 21 14 22 23 21 14]"
88,6.0,spectral warp,"[4 0 2 2 0 4 5 1 1 2 2 2 2 0 2 2 2 2 4 0 2 0 2 5 5 1 4 3 2 1 2 5 4 3 2 1 5
 3 4 1 2 2 4 1]"
89,6.0,aff prop,"[0 1 4 0 0 0 2 3 1 0 4 4 4 1 4 4 0 0 3 0 4 1 4 2 2 1 0 5 4 0 0 2 3 6 4 3 2
 5 3 2 4 4 3 6]"
90,6.0,pca,"[1 0 1 1 0 1 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 0 0 1 0 1 0 1 0 1 0 1 0 0
 0 1 0 1 1 1 0]"
91,6.0,spectral overlap,"[3 3 0 3 1 1 4 2 3 1 1 3 0 1 0 0 1 1 3 3 1 1 3 1 3 1 1 5 2 2 1 0 4 5 3 1 4
 0 4 3 1 0 3 3]"
92,6.0,km_choice,"[5 5 5 1 5 3 5 0 5 2 3 2 2 3 3 5 5 1 1 0 5 1 5 0 3 5 0 0 5 4 0 0 5 0 5 3 5
 5 0 0 3 3 5 0]"
93,6.0,km_ent,"[1 3 1 1 0 0 0 0 4 1 1 1 1 4 1 1 1 1 1 0 1 0 1 1 3 0 1 3 1 0 1 0 1 2 1 0 3
 3 1 4 1 1 1 5]"
94,6.0,km_con,"[1 1 4 1 1 2 1 2 1 1 4 4 1 3 1 1 2 1 1 2 4 2 4 2 2 1 2 3 4 4 0 3 1 5 1 1 1
 1 3 3 0 4 1 5]"
95,6.0,spect_cos_cat,"[2 2 3 4 5 1 0 4 1 1 2 0 1 0 1 1 4 4 3 1 3 4 3 1 1 4 5 1 2 2 5 5 1 2 3 0 4
 2 4 5 1 2 4 2]"
96,6.0,aff_cos_cat,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]"
97,6.0,spect_cos_ent,"[4 4 3 3 5 4 4 0 1 3 3 3 3 5 3 3 3 3 3 4 3 4 4 3 3 3 5 3 4 0 3 0 3 3 3 0 1
 3 3 0 3 4 4 2]"
98,6.0,aff_cos_ent,"[ 4  4  1  6  3  4  4  7  0  6  1  1  1  2  1  6  1  6  1  4  1  3  4  6  1
  3  6  5  4  7  6  7  1  6  6  7  1  8  1  9  1  4  4 10]"
99,6.0,spect_rbf,"[4 2 0 0 2 4 4 3 5 4 0 0 0 5 0 0 0 0 0 2 0 2 4 4 1 2 4 1 4 3 0 3 1 5 0 3 2
 1 1 3 0 4 2 5]"
100,6.0,spect_esk_sim,"[5 5 5 2 2 1 5 3 0 0 5 2 1 5 1 2 3 0 2 3 1 3 2 3 4 0 3 4 5 1 2 3 0 3 2 5 0
 5 3 3 4 3 0 3]"
101,6.0,aff_esk_sim,"[0 0 1 4 2 7 1 7 0 2 3 4 0 4 0 5 4 6 4 7 5 7 2 7 3 1 7 3 4 0 4 7 6 4 5 1 6
 1 4 7 5 7 6 4]"
102,6.0,spect_lin_sim,"[2 5 2 0 0 5 2 3 5 1 2 0 5 2 5 0 2 1 0 3 0 5 1 3 4 1 5 4 2 5 0 3 1 5 0 2 1
 2 0 3 0 3 2 5]"
103,6.0,aff_lin_sim,"[0 0 1 6 2 0 1 7 0 2 3 4 6 1 0 4 6 3 6 7 4 7 2 7 3 2 7 3 2 0 7 7 5 7 4 1 5
 1 6 7 4 7 5 6]"
104,6.0,comp_hr_esk_dis,"[2 2 2 1 0 3 2 3 3 3 2 3 0 3 0 0 1 4 1 0 1 1 5 1 4 5 1 4 2 1 1 1 2 1 3 3 2
 2 1 1 3 3 4 0]"
105,6.0,avg_hr_esk_dis,"[0 0 0 5 2 0 0 5 0 4 0 2 1 0 1 2 5 5 5 5 0 5 4 5 3 0 5 3 0 2 5 5 0 5 0 0 0
 0 5 5 0 5 0 5]"
106,6.0,comp_hr_lin_din,"[2 2 2 0 0 5 2 4 5 5 2 0 0 2 0 0 4 3 1 0 1 4 3 5 3 3 1 3 2 0 4 4 2 4 1 2 2
 2 4 4 1 0 2 0]"
107,6.0,avg_hr_lin_dis,"[1 1 1 0 2 0 1 0 1 3 1 2 4 1 4 2 0 5 0 0 2 0 3 3 5 3 0 5 1 2 0 0 1 0 2 1 1
 1 0 0 2 0 1 0]"
108,6.0,spect_edr,"[1 4 5 1 1 5 3 1 4 0 0 0 0 4 0 0 1 1 1 1 0 1 0 3 3 5 5 2 1 0 1 3 5 2 0 4 3
 2 4 3 0 5 4 3]"
109,6.0,aff_edr,"[ 0 21  3  0  1  2 14 11 21  3  4  5  6 14  7  8  9 10 21 11 12 11 13 14 14
 15 15 16 17 18 19 14 21 16 20 21 14 16 21 14 22 23 21 14]"
110,7.0,spectral warp,"[6 2 1 1 2 6 3 6 5 1 1 1 1 5 1 1 1 6 0 2 1 2 1 3 2 5 6 4 1 1 6 3 0 4 1 6 2
 4 0 3 1 1 2 5]"
111,7.0,aff prop,"[0 1 4 0 0 0 2 3 1 0 4 4 4 1 4 4 0 0 3 0 4 1 4 2 2 1 0 5 4 0 0 2 3 6 4 3 2
 5 3 2 4 4 3 6]"
112,7.0,pca,"[1 0 1 1 0 1 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 0 0 1 0 1 0 1 0 1 0 1 0 0
 0 1 0 1 1 1 0]"
113,7.0,spectral overlap,"[1 2 5 0 0 3 1 4 1 0 2 1 0 4 1 5 0 3 2 2 3 3 2 4 0 0 0 6 4 4 3 5 6 0 2 3 6
 5 6 5 3 3 1 1]"
114,7.0,km_choice,"[4 4 4 0 4 6 4 6 4 5 1 4 5 4 1 4 6 0 5 1 5 1 5 6 6 5 6 6 4 4 1 3 4 2 4 4 4
 1 3 3 4 1 4 2]"
115,7.0,km_ent,"[1 5 1 1 4 4 4 0 2 1 1 1 1 2 1 1 1 1 1 4 1 4 1 1 5 4 1 5 1 0 1 0 1 3 1 0 5
 5 1 2 1 1 4 6]"
116,7.0,km_con,"[2 0 2 3 1 1 2 1 0 5 2 2 3 4 3 5 1 3 3 1 5 1 2 1 0 0 1 0 2 2 1 4 0 6 5 4 0
 0 3 1 5 2 1 6]"
117,7.0,spect_cos_cat,"[3 0 2 5 1 3 4 5 0 4 3 3 4 4 0 3 5 0 6 0 6 5 2 2 2 6 2 4 3 3 2 1 3 5 6 4 0
 0 5 1 4 2 5 3]"
118,7.0,aff_cos_cat,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]"
119,7.0,spect_cos_ent,"[5 5 2 2 1 5 5 3 2 1 2 2 2 0 2 1 0 1 2 5 2 1 5 1 2 0 1 2 5 3 1 3 2 0 1 3 2
 2 2 6 2 5 5 4]"
120,7.0,aff_cos_ent,"[ 4  4  1  6  3  4  4  7  0  6  1  1  1  2  1  6  1  6  1  4  1  3  4  6  1
  3  6  5  4  7  6  7  1  6  6  7  1  8  1  9  1  4  4 10]"
121,7.0,spect_rbf,"[4 2 1 1 0 4 4 5 2 1 1 1 1 3 1 1 1 1 1 2 1 2 4 6 6 2 0 6 4 5 1 5 6 3 1 5 6
 6 6 5 1 4 2 3]"
122,7.0,spect_esk_sim,"[5 5 1 0 0 2 1 3 4 4 1 0 2 5 2 0 5 4 0 4 2 5 0 4 6 4 2 6 1 2 0 3 4 5 0 1 4
 5 0 3 2 3 1 2]"
123,7.0,aff_esk_sim,"[0 0 1 4 2 7 1 7 0 2 3 4 0 4 0 5 4 6 4 7 5 7 2 7 3 1 7 3 4 0 4 7 6 4 5 1 6
 1 4 7 5 7 6 4]"
124,7.0,spect_lin_sim,"[6 0 6 2 2 3 6 4 0 3 6 2 3 6 3 2 4 1 2 3 2 0 1 1 5 1 3 5 6 3 2 4 1 4 2 6 1
 0 2 4 3 4 6 3]"
125,7.0,aff_lin_sim,"[0 0 1 6 2 0 1 7 0 2 3 4 6 1 0 4 6 3 6 7 4 7 2 7 3 2 7 3 2 0 7 7 5 7 4 1 5
 1 6 7 4 7 5 6]"
126,7.0,comp_hr_esk_dis,"[2 2 2 0 6 1 2 1 1 1 2 1 3 1 3 6 0 4 0 3 0 0 5 0 4 5 0 4 2 0 0 0 2 0 1 1 2
 2 0 0 1 1 4 3]"
127,7.0,avg_hr_esk_dis,"[6 6 6 5 2 6 6 5 6 4 6 2 1 6 1 2 5 5 5 5 0 5 4 5 3 6 5 3 6 2 5 5 6 5 0 6 6
 6 5 5 0 5 6 5]"
128,7.0,comp_hr_lin_din,"[0 0 0 6 6 5 0 4 5 5 0 6 2 0 2 6 4 3 1 2 1 4 3 5 3 3 1 3 0 6 4 4 0 4 1 0 0
 0 4 4 1 6 0 2]"
129,7.0,avg_hr_lin_dis,"[1 1 1 6 0 2 1 2 1 3 1 0 4 1 4 0 2 5 2 2 0 2 3 3 5 3 2 5 1 0 2 2 1 2 0 1 1
 1 2 2 0 6 1 2]"
