,no_clust,algorithm,MI-M,ADMI-M,NMI-M,ARI-M,CO-M,HO-M,VM-M,MI-S,ADMI-S,NMI-S,ARI-S,CO-S,HO-S,VM-S
0,2.0,spectral warp,0.0952960097043,0.128494632545,0.166834629743,-0.0635721493441,0.181405182246,0.153434391106,0.16625151802,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.0,aff prop,0.131639092492,0.010775089267,0.133773730255,-0.031240409992,0.0844323344275,0.211949734988,0.120759065767,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2.0,pca,0.0220041978243,0.00820520785388,0.0348063204811,-0.0362456577309,0.0341950064785,0.0354285631207,0.0348008570204,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2.0,spectral overlap,0.00913718316685,-0.011056803668,0.0139259104969,-0.0124416796267,0.0131821688425,0.0147116142636,0.0139049610038,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2.0,km_choice,0.0126246951695,-0.00623981995837,0.0202156610327,-0.0243853503588,0.0201375896092,0.0203267946082,0.0201991618245,0.0138582972738,0.0219283595998,0.0225867088042,0.0205395755,0.0229299913103,0.022312995167,0.0225759866156
5,2.0,km_ent,0.0797351400933,0.102065420895,0.145643194743,-0.0773825685582,0.165227614889,0.128380114844,0.144491701183,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2.0,km_con,0.0146124016682,-0.00292680315838,0.0233299741931,-0.0218625989922,0.0231546349388,0.0235271650882,0.023319058857,0.0177346904527,0.0278785353387,0.0284240142525,0.0204965361048,0.0283411351533,0.0285543060985,0.0284164669651
7,2.0,spect_cos_cat,0.00130420988336,-0.0229512488696,0.00199906363264,-0.030381719034,0.00190308309607,0.00209988487398,0.00199664620714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2.0,aff_cos_cat,0.0221546777064,-0.0378314460419,0.0229837848349,-0.0261125413755,0.0148091338975,0.0356708480721,0.0209292612527,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2.0,spect_cos_ent,0.00311696217943,-0.0237285455242,0.00527421607922,-0.0427122263748,0.00554289058626,0.00501856473935,0.00526771252497,0.0,0.0,0.0,0.0,0.0,0.0,0.0
