,mu,sigma,trials,cluster size,decision,alpha,tau,epsilon,clustering,labels,mut inf scr,adj mis,norm mis,adj rand s,complet,homogen,vmeas
88,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,spectral warp,[1 0 1 2 2 2 0 1 0 0 1 1 0 0 1],"([0.16218604324326569], 8.0)","([-0.01475194042869935], 8.0)","([0.15065427325548555], 6.0)","([-0.019417475728155352], 12.0)","([0.1537424803934509], 6.0)","([0.14762809857141698], 8.0)","([0.1506232634127459], 6.0)"
89,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,aff prop,[1 2 1 0 0 0 2 1 2 2 2 1 2 2 1],"([0.15102291158853021], 5.0)","([-0.027811911614994373], 7.0)","([0.14103305204757507], 5.0)","([-0.03205128205128202], 7.0)","([0.14469163448166514], 5.0)","([0.13746697824727699], 5.0)","([0.14098681289563758], 5.0)"
90,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,pca,[1 0 1 0 0 0 1 1 0 0 0 1 0 0 1],"([1.6653345369377348e-16], 1.0)","([-0.079382442954469903], 3.0)","([1.9367250331867037e-16], 1.0)","([-0.09917355371900825], 2.0)","([2.4744512146991213e-16], 1.0)","([1.5158528209771663e-16], 1.0)","([1.8800090522607635e-16], 1.0)"
91,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,spectral overlap,[2 1 1 1 1 0 0 0 1 0 1 0 0 0 0],"([0.38190850097688755], 21.0)","([0.23649467899680662], 21.0)","([0.38790579794900837], 21.0)","([0.23598820058997047], 21.0)","([0.43285024628566982], 21.0)","([0.34762809857141697], 21.0)","([0.38558637551951463], 21.0)"
92,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,km_choice,[1 2 1 2 2 2 2 1 2 2 2 2 2 2 0],"([0.17193237195457201], 9.0)","([0.003614813662369589], 14.0)","([0.19200489988163291], 9.0)","([-0.02083333333333339], 9.0)","([0.235565356740882], 9.0)","([0.1564995892800474], 9.0)","([0.18806007500904143], 11.0)"
93,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,km_ent,[0 1 0 2 2 2 0 0 1 1 1 0 1 1 0],"([0.12730283365896253], 4.0)","([-0.052552893559816613], 5.0)","([0.11825133349784279], 4.0)","([-0.06472491909385115], 4.0)","([0.12067532456222278], 4.0)","([0.11587603285713899], 4.0)","([0.11822699329708852], 4.0)"
94,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,km_con,[0 2 0 2 2 2 0 0 2 2 1 0 2 1 0],"([0.1905208857756302], 13.0)","([0.018291322180485077], 15.0)","([0.18260792075660212], 8.0)","([-0.02492211838006229], 8.0)","([0.19228308595176222], 8.0)","([0.17341958372466967], 13.0)","([0.18236483071098827], 8.0)"
95,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,spect_cos_cat,[0 2 0 2 2 2 2 0 2 2 2 2 2 1 1],"([0.24537613811233139], 17.0)","([0.070130235931727236], 17.0)","([0.25231670699118508], 16.0)","([0.0], 15.0)","([0.28503890541711951], 15.0)","([0.22335098618804858], 17.0)","([0.25045234642988862], 16.0)"
96,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,aff_cos_cat,[1 1 0 1 1 1 1 1 1 1 1 1 1 2 3],"([0.23656722701466915], 15.0)","([0.0023416745581625832], 11.0)","([0.26596742253826017], 17.0)","([0.004901960784313708], 16.0)","([0.32850861450151353], 20.0)","([0.21533276976308793], 15.0)","([0.26014449028111519], 17.0)"
97,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,spect_cos_ent,[0 1 1 1 0 2 2 1 2 0 0 1 1 1 1],"([0.30171888158047855], 18.0)","([0.13349650261504414], 19.0)","([0.28648549148337077], 19.0)","([0.1059190031152648], 19.0)","([0.29884584984871804], 16.0)","([0.27463636142852915], 18.0)","([0.28623010519428382], 19.0)"
98,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,aff_cos_ent,[0 3 3 1 0 2 3 3 3 0 0 3 3 3 3],"([0.18483924814931882], 12.0)","([-0.06939068433126562], 4.0)","([0.17460794989720993], 7.0)","([-0.041666666666666664], 5.0)","([0.18120838331085443], 7.0)","([0.16824793428572207], 12.0)","([0.17448782369705398], 7.0)"
99,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,spect_rbf,[2 0 1 0 0 0 1 1 0 2 2 1 0 0 1],"([0.023720077929567596], 2.0)","([-0.16589213299099725], 1.0)","([0.022151042845258657], 2.0)","([-0.12179487179487176], 1.0)","([0.022725669963326707], 2.0)","([0.021590945390137926], 2.0)","([0.022143780395635498], 2.0)"
100,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,spect_esk_sim,[2 1 2 1 1 1 1 2 1 0 0 0 0 1 1],"([0.2441824670901224], 16.0)","([0.070934177541872007], 18.0)","([0.2318540150006371], 15.0)","([0.018691588785046738], 17.0)","([0.24185730940488032], 13.0)","([0.22226445999994621], 16.0)","([0.23164732971198834], 15.0)"
101,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,aff_esk_sim,[0 2 1 2 2 2 2 0 2 2 3 2 2 2 2],"([0.20681558153887514], 14.0)","([-0.047008863388449632], 6.0)","([0.21312113650554626], 14.0)","([-0.037037037037037035], 6.0)","([0.2412760664801849], 12.0)","([0.18825165499432536], 14.0)","([0.21149097743676645], 14.0)"
102,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,spect_lin_sim,[2 1 2 1 1 1 0 2 1 0 0 0 0 0 0],"([0.46777975799960836], 22.0)","([0.31576145273592721], 22.0)","([0.43683707500293784], 22.0)","([0.2820512820512821], 22.0)","([0.44816920194737853], 22.0)","([0.42579148515325271], 22.0)","([0.43669385342764239], 22.0)"
103,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,aff_lin_sim,[0 1 0 1 1 1 1 0 1 1 2 1 1 1 1],"([0.17193237195457201], 9.0)","([0.0036147976982529254], 12.0)","([0.19200489988163294], 10.0)","([-0.02083333333333339], 9.0)","([0.23556535674088203], 10.0)","([0.1564995892800474], 9.0)","([0.1880600750090414], 9.0)"
104,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,comp_hr_esk_dis,[0 0 1 0 0 0 0 0 0 0 2 0 0 0 0],"([0.15149247561008639], 6.0)","([-0.0051075049056242263], 9.0)","([0.20751803385846093], 12.0)","([-0.009009009009008976], 13.0)","([0.31229503373956208], 17.0)","([0.13789439383911006], 6.0)","([0.19131384141159469], 12.0)"
105,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,avg_hr_esk_dis,[0 0 1 0 0 0 0 0 0 0 2 0 0 0 0],"([0.15149247561008639], 6.0)","([-0.0051075049056242263], 9.0)","([0.20751803385846093], 12.0)","([-0.009009009009008976], 13.0)","([0.31229503373956208], 17.0)","([0.13789439383911006], 6.0)","([0.19131384141159469], 12.0)"
106,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,comp_hr_lin_din,[0 1 0 1 1 1 1 0 1 2 2 0 1 1 1],"([0.069766419168606542], 3.0)","([-0.11771040271197691], 2.0)","([0.069109822705336652], 3.0)","([-0.09439528023598823], 3.0)","([0.075210344381079791], 3.0)","([0.063504131428556196], 3.0)","([0.068863290099839491], 3.0)"
107,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,avg_hr_lin_dis,[1 0 1 0 0 0 0 1 0 0 2 0 0 0 0],"([0.17193237195457201], 9.0)","([0.0036147976982529254], 12.0)","([0.19200489988163294], 10.0)","([-0.02083333333333339], 9.0)","([0.23556535674088203], 10.0)","([0.1564995892800474], 9.0)","([0.1880600750090414], 9.0)"
108,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,spect_edr,[0 1 1 1 1 1 2 0 1 2 0 0 2 2 0],"([0.34241052678978773], 19.0)","([0.18079041694123285], 20.0)","([0.31359726582098207], 20.0)","([0.1452145214521452], 20.0)","([0.31553088808534613], 19.0)","([0.31167549309402443], 19.0)","([0.31359134116421294], 20.0)"
109,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,aff_edr,[0 1 1 2 2 2 3 0 1 3 0 0 3 3 0],"([0.34241052678978773], 19.0)","([0.060967566762094208], 16.0)","([0.27987557298303734], 18.0)","([0.036231884057971016], 18.0)","([0.25132016500557275], 14.0)","([0.31167549309402443], 19.0)","([0.27826266588623094], 18.0)"
110,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,spectral warp,[2 2 2 2 2 0 2 0 0 0 1 1 1 1 1],"([0.9183878051215878], 19.0)","([0.804758955767227], 21.0)","([0.84110703998967262], 20.0)","([0.7920792079207921], 20.0)","([0.84629325644146336], 19.0)","([0.83595260547739281], 19.0)","([0.84109114932013818], 20.0)"
111,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,aff prop,[0 0 0 0 0 0 0 0 1 0 1 1 1 1 1],"([0.50621085916319375], 10.0)","([0.41796782287594891], 15.0)","([0.58870528489433605], 15.0)","([0.4407713498622589], 15.0)","([0.7521576281325173], 16.0)","([0.46077298095481245], 10.0)","([0.57146535814328403], 15.0)"
112,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,pca,[0 0 0 0 0 0 0 0 0 0 1 1 1 1 1],"([0.63651416829481289], 16.0)","([0.54481267532179378], 16.0)","([0.76117025972228802], 16.0)","([0.5333333333333334], 16.0)","([1.0000000000000004], 22.0)","([0.57938016428569517], 16.0)","([0.73368043665121108], 16.0)"
113,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,spectral overlap,[1 0 1 2 1 1 1 1 1 1 1 1 1 1 1],"([0.16833724489113353], 1.0)","([0.012768590377525518], 1.0)","([0.23059240364431957], 1.0)","([0.022522522522522553], 1.0)","([0.34701978009923878], 3.0)","([0.15322716360219793], 1.0)","([0.21258643271272062], 1.0)"
114,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,km_choice,[1 0 1 0 1 0 0 0 0 0 1 1 1 2 1],"([0.50072936513476951], 7.0)","([0.36360256059793722], 10.0)","([0.50586040950039313], 9.0)","([0.3333333333333333], 13.0)","([0.56143925404589134], 13.0)","([0.45578351006961992], 7.0)","([0.50312431637805377], 9.0)"
115,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,km_ent,[1 1 1 1 1 0 1 0 0 0 2 2 2 2 2],"([0.9183878051215878], 19.0)","([0.804758955767227], 21.0)","([0.84110703998967262], 20.0)","([0.7920792079207921], 20.0)","([0.84629325644146336], 19.0)","([0.83595260547739281], 19.0)","([0.84109114932013818], 20.0)"
116,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,km_con,[2 0 2 0 2 0 0 0 0 0 1 1 1 1 1],"([0.81941981399498964], 18.0)","([0.6971712079036958], 19.0)","([0.76521685392235883], 18.0)","([0.6410256410256411], 17.0)","([0.7850675832328583], 18.0)","([0.7458680577735064], 18.0)","([0.76496596962353713], 17.0)"
117,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,spect_cos_cat,[1 1 1 1 1 1 1 1 1 1 0 2 0 2 1],"([0.41311436357203785], 5.0)","([0.25308361413564412], 5.0)","([0.45069949473520954], 6.0)","([0.20997375328083992], 5.0)","([0.54019218850113282], 8.0)","([0.3760328988062499], 5.0)","([0.44340640169881185], 6.0)"
118,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,aff_cos_cat,[0 0 0 0 0 0 0 0 0 0 1 2 3 4 5],"([0.63651416829481278], 15.0)","([0.31366192606160181], 7.0)","([0.56070967669933358], 14.0)","([0.2898550724637681], 9.0)","([0.54264084434420035], 9.0)","([0.57938016428569505], 15.0)","([0.56040901039487767], 14.0)"
119,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,spect_cos_ent,[1 1 1 1 2 0 1 0 0 0 0 0 0 0 0],"([0.51963453486365307], 11.0)","([0.38174282765431117], 11.0)","([0.53671181573469884], 13.0)","([0.3563218390804598], 14.0)","([0.60901607898959187], 14.0)","([0.472991737142888], 11.0)","([0.53245377501777247], 13.0)"
120,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,aff_cos_ent,[1 0 0 2 1 2 2 2 2 2 2 2 2 2 2],"([0.41311436357203785], 5.0)","([0.25308361413564412], 5.0)","([0.45069949473520948], 5.0)","([0.20997375328083992], 5.0)","([0.54019218850113271], 7.0)","([0.3760328988062499], 5.0)","([0.44340640169881179], 5.0)"
121,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,spect_rbf,[0 0 0 0 0 2 0 2 2 2 1 1 1 1 1],"([0.9183878051215878], 19.0)","([0.80475895261550012], 20.0)","([0.84110703998967262], 20.0)","([0.7920792079207921], 20.0)","([0.84629325644146336], 19.0)","([0.83595260547739281], 19.0)","([0.84109114932013818], 20.0)"
122,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,spect_esk_sim,[2 0 2 0 2 0 0 0 0 0 1 0 0 1 1],"([0.501596094560397], 8.0)","([0.3490579418745392], 9.0)","([0.49091724407174808], 7.0)","([0.25], 7.0)","([0.52784557013114475], 5.0)","([0.45657244119169782], 8.0)","([0.48962887260290849], 7.0)"
123,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,aff_esk_sim,[0 1 0 1 0 1 1 1 1 1 0 1 1 1 1],"([0.18877714123561917], 2.0)","([0.10065485294851984], 2.0)","([0.23650751415812302], 2.0)","([0.09160305343511456], 2.0)","([0.32552543982250248], 2.0)","([0.17183235904313526], 2.0)","([0.22493184737760971], 2.0)"
124,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,spect_lin_sim,[1 0 1 0 1 0 0 0 0 0 1 2 2 1 1],"([0.54216094177101137], 12.0)","([0.39843819081071935], 13.0)","([0.51964319759061928], 10.0)","([0.32398753894080995], 10.0)","([0.54717559464327392], 10.0)","([0.49349615634492328], 12.0)","([0.51895144178899888], 10.0)"
125,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,aff_lin_sim,[1 0 1 0 1 0 0 0 0 0 1 2 2 1 1],"([0.54216094177101137], 12.0)","([0.39843819081071935], 13.0)","([0.51964319759061928], 10.0)","([0.32398753894080995], 10.0)","([0.54717559464327392], 10.0)","([0.49349615634492328], 12.0)","([0.51895144178899888], 10.0)"
126,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,comp_hr_esk_dis,[2 1 2 1 2 1 1 1 1 1 0 1 1 0 0],"([0.501596094560397], 8.0)","([0.34905793129860663], 8.0)","([0.49091724407174808], 7.0)","([0.25], 7.0)","([0.52784557013114475], 5.0)","([0.45657244119169782], 8.0)","([0.48962887260290849], 7.0)"
127,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,avg_hr_esk_dis,[1 2 1 2 1 2 2 2 2 2 0 2 2 2 0],"([0.41217694595839399], 4.0)","([0.251912311272525], 4.0)","([0.42383554693609038], 4.0)","([0.1568627450980392], 4.0)","([0.47880151027712159], 4.0)","([0.37517962452258036], 4.0)","([0.42070383882367135], 4.0)"
128,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,comp_hr_lin_din,[0 2 0 2 0 2 2 2 2 2 0 1 1 0 0],"([0.54216094177101137], 12.0)","([0.39843818112005758], 12.0)","([0.51964319759061928], 10.0)","([0.32398753894080995], 10.0)","([0.54717559464327392], 10.0)","([0.49349615634492328], 12.0)","([0.51895144178899888], 10.0)"
129,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,avg_hr_lin_dis,[1 0 1 0 1 0 0 0 0 0 1 0 0 2 1],"([0.27725887222397821], 3.0)","([0.12292374377008236], 3.0)","([0.28637071394596969], 3.0)","([0.1149425287356322], 3.0)","([0.32494974813640776], 1.0)","([0.25237190142858307], 3.0)","([0.28409877186388965], 3.0)"
130,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,spect_edr,[1 1 1 1 1 0 0 0 0 0 2 0 0 2 2],"([0.81941981399498953], 17.0)","([0.69717120790369569], 18.0)","([0.76521685392235872], 17.0)","([0.6410256410256411], 17.0)","([0.78506758323285819], 17.0)","([0.74586805777350629], 17.0)","([0.76496596962353713], 17.0)"
131,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,aff_edr,[0 0 0 0 0 1 3 1 1 1 3 2 2 3 3],"([0.94865625010309418], 22.0)","([0.6334046424065426], 17.0)","([0.78192947878534447], 19.0)","([0.6738351254480286], 19.0)","([0.70806112853451597], 15.0)","([0.8635041314285562], 22.0)","([0.77809522184002367], 19.0)"
