,mu,sigma,trials,cluster size,decision,alpha,tau,epsilon,clustering,labels,mut inf scr,adj mis,norm mis,adj rand s,complet,homogen,vmeas
33,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.3, 0.5]",,spect_rbf,[0 2 2 1 0 2 1 1 0 0 2 1 1 0 0],0.03027,-0.15736,0.02772,-0.13201,0.02789,0.02755,0.02772
34,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.3, 0.5]",,spect_esk_sim,[0 2 2 0 1 0 1 1 1 1 0 1 1 1 1],0.24238,0.06981,0.24009,0.0708,0.26129,0.22062,0.23924
35,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.3, 0.5]",,aff_esk_sim,[0 1 1 0 1 0 1 1 1 1 2 1 1 1 1],0.17193,0.00361,0.192,-0.02083,0.23557,0.1565,0.18806
36,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.3, 0.5]",,spect_lin_sim,[2 1 1 2 0 2 0 0 0 0 2 0 0 0 0],0.24238,0.06981,0.24009,0.0708,0.26129,0.22062,0.23924
37,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.3, 0.5]",,aff_lin_sim,[0 1 1 0 1 0 1 1 1 1 2 1 1 1 1],0.17193,0.00361,0.192,-0.02083,0.23557,0.1565,0.18806
38,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.3, 0.5]",,comp_hr_esk_dis,[1 0 0 1 0 1 0 0 0 0 2 0 0 0 0],0.17193,0.00361,0.192,-0.02083,0.23557,0.1565,0.18806
39,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.3, 0.5]",,avg_hr_esk_dis,[1 0 0 1 0 1 0 0 0 0 2 0 0 0 0],0.17193,0.00361,0.192,-0.02083,0.23557,0.1565,0.18806
40,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.3, 0.5]",,comp_hr_lin_din,[1 0 0 1 0 1 0 0 0 0 2 0 0 0 0],0.17193,0.00361,0.192,-0.02083,0.23557,0.1565,0.18806
41,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.3, 0.5]",,avg_hr_lin_dis,[1 0 0 1 0 1 0 0 0 0 2 0 0 0 0],0.17193,0.00361,0.192,-0.02083,0.23557,0.1565,0.18806
42,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.3, 0.5]",,spect_edr,[0 1 2 0 0 2 0 0 0 0 2 0 0 1 1],0.11507,-0.07238,0.11262,-0.04167,0.12109,0.10474,0.11233
43,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.3, 0.5]",,aff_edr,[1 0 0 1 1 0 1 1 1 1 0 1 1 0 0],0.05754,-0.02285,0.06691,-0.02204,0.08549,0.05237,0.06495
44,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.5, 0.9]",,spectral warp,[2 2 1 1 2 0 1 1 2 0 1 0 0 1 0],0.28487,0.11846,0.2609,0.05281,0.26251,0.2593,0.2609
45,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.5, 0.9]",,aff prop,[0 0 0 0 0 1 0 0 0 1 0 1 1 0 1],0.18784,0.10285,0.22463,0.08533,0.29511,0.17098,0.21651
46,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.5, 0.9]",,pca,[0 0 0 0 0 1 0 0 0 1 0 1 1 0 1],0.18784,0.10285,0.22463,0.08533,0.29511,0.17098,0.21651
47,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.5, 0.9]",,spectral overlap,[0 0 0 0 1 2 0 2 0 2 2 2 2 2 2],0.49117,0.35289,0.49889,0.31858,0.55669,0.44708,0.4959
48,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.5, 0.9]",,km_choice,[0 0 1 1 1 2 0 0 0 2 0 2 2 0 2],0.37075,0.21051,0.34622,0.10256,0.3552,0.33747,0.34611
49,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.5, 0.9]",,km_ent,[0 0 2 2 0 1 2 2 0 1 2 1 1 2 1],0.28487,0.11846,0.2609,0.05281,0.26251,0.2593,0.2609
50,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.5, 0.9]",,km_con,[2 2 1 1 1 0 2 2 2 0 2 0 0 2 0],0.37075,0.21051,0.34622,0.10256,0.3552,0.33747,0.34611
51,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.5, 0.9]",,spect_cos_cat,[1 1 1 0 1 2 1 1 1 2 1 0 2 1 2],0.18484,0.0073,0.1831,-0.0118,0.19926,0.16825,0.18245
52,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.5, 0.9]",,aff_cos_cat,[0 0 0 2 0 0 0 0 0 1 0 2 3 0 4],0.30291,-0.02898,0.27801,-0.00575,0.28033,0.27572,0.27801
53,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.5, 0.9]",,spect_cos_ent,[2 2 0 1 2 1 0 0 2 1 0 1 1 0 1],0.19245,0.01834,0.17626,0.0066,0.17735,0.17518,0.17626
54,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.5, 0.9]",,aff_cos_ent,[0 1 4 5 2 5 4 4 3 5 4 5 5 4 5],0.34241,-0.05604,0.27084,-0.05614,0.23536,0.31168,0.26819
55,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.5, 0.9]",,spect_rbf,[0 0 1 1 0 2 1 1 0 2 1 2 2 1 2],0.28487,0.11846,0.2609,0.05281,0.26251,0.2593,0.2609
56,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.5, 0.9]",,spect_esk_sim,[0 0 2 2 2 1 0 0 0 1 0 0 1 0 1],0.3366,0.17143,0.31961,0.06231,0.3334,0.30639,0.31932
57,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.5, 0.9]",,aff_esk_sim,[0 0 1 1 1 0 0 0 0 2 0 0 3 0 0],0.39533,0.17414,0.38631,0.0904,0.41471,0.35985,0.38534
58,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.5, 0.9]",,spect_lin_sim,[0 0 2 2 2 1 0 0 0 1 0 0 1 0 1],0.3366,0.17143,0.31961,0.06231,0.3334,0.30639,0.31932
59,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.5, 0.9]",,aff_lin_sim,[0 0 1 1 1 0 0 0 0 0 0 0 0 0 0],0.27607,0.18428,0.37233,0.14388,0.55169,0.25129,0.34529
60,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.5, 0.9]",,comp_hr_esk_dis,[2 2 1 1 1 2 2 2 2 0 2 2 0 2 2],0.30291,0.13283,0.31148,0.07843,0.35188,0.27572,0.30918
61,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.5, 0.9]",,avg_hr_esk_dis,[0 0 1 1 1 0 0 0 0 2 0 0 0 0 0],0.33873,0.18296,0.37828,0.125,0.4641,0.30833,0.37051
62,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.5, 0.9]",,comp_hr_lin_din,[2 2 1 1 1 0 2 2 2 0 2 2 0 2 0],0.3366,0.17143,0.31961,0.06231,0.3334,0.30639,0.31932
63,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.5, 0.9]",,avg_hr_lin_dis,[0 0 1 1 1 0 0 0 0 2 0 0 0 0 0],0.33873,0.18296,0.37828,0.125,0.4641,0.30833,0.37051
64,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.5, 0.9]",,spect_edr,[1 1 0 2 1 2 1 0 1 2 0 2 2 0 2],0.19245,0.01834,0.17626,0.0066,0.17735,0.17518,0.17626
65,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.5, 0.9]",,aff_edr,[0 0 0 1 0 1 0 0 0 2 1 2 2 0 2],0.2093,0.033,0.19873,0.06231,0.20731,0.19051,0.19855
66,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.3, 0.7, 1.1]",,spectral warp,[2 0 1 0 2 0 0 1 0 0 1 0 1 1 1],0.30559,0.14269,0.2929,0.14953,0.30842,0.27816,0.29251
67,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.3, 0.7, 1.1]",,aff prop,[1 2 0 2 1 2 2 3 2 2 3 2 0 3 3],0.41024,0.14296,0.35072,0.12795,0.3294,0.37342,0.35003
68,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.3, 0.7, 1.1]",,pca,[0 0 0 0 0 0 0 1 0 0 1 0 1 1 1],0.30291,0.2162,0.36224,0.23467,0.47589,0.27572,0.34915
69,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.3, 0.7, 1.1]",,spectral overlap,[2 2 0 1 2 0 0 0 0 0 0 0 0 0 0],0.41311,0.26294,0.46134,0.23437,0.56601,0.37603,0.45187
70,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.3, 0.7, 1.1]",,km_choice,[0 1 1 1 0 0 0 0 0 0 0 0 2 2 2],0.5016,0.34906,0.49092,0.25,0.52785,0.45657,0.48963
71,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.3, 0.7, 1.1]",,km_ent,[1 0 0 1 1 1 1 2 1 0 2 0 2 2 2],0.37729,0.21858,0.34555,0.19142,0.34768,0.34343,0.34554
72,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.3, 0.7, 1.1]",,km_con,[1 0 0 0 1 1 1 2 1 1 2 1 2 2 2],0.48582,0.33533,0.45368,0.28205,0.46545,0.44221,0.45353
73,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.3, 0.7, 1.1]",,spect_cos_cat,[0 1 1 0 0 0 0 1 0 0 0 0 2 1 2],0.18484,0.0073,0.1831,-0.0118,0.19926,0.16825,0.18245
74,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.3, 0.7, 1.1]",,aff_cos_cat,[0 0 1 0 0 0 0 0 0 0 0 0 2 3 4],0.33873,0.03292,0.33164,0.048,0.35671,0.30833,0.33076
75,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.3, 0.7, 1.1]",,spect_cos_ent,[0 0 0 0 0 1 2 0 2 2 0 1 1 0 1],0.46852,0.31487,0.44486,0.28037,0.46406,0.42646,0.44447
76,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.3, 0.7, 1.1]",,aff_cos_ent,[0 4 4 4 1 3 2 4 2 2 4 3 4 4 4],0.48656,0.1558,0.40921,0.13072,0.37809,0.44288,0.40793
77,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.3, 0.7, 1.1]",,spect_rbf,[2 2 1 2 2 1 2 0 2 2 0 1 1 0 0],0.35271,0.19063,0.32675,0.16181,0.33255,0.32105,0.3267
78,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.3, 0.7, 1.1]",,spect_esk_sim,[0 1 1 1 0 0 0 0 0 0 2 0 0 0 0],0.33873,0.18296,0.37828,0.125,0.4641,0.30833,0.37051
79,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.3, 0.7, 1.1]",,aff_esk_sim,[0 1 2 1 0 0 0 0 0 0 3 0 0 0 0],0.33873,0.10787,0.34906,0.07407,0.39517,0.30833,0.34639
80,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.3, 0.7, 1.1]",,spect_lin_sim,[1 2 2 2 1 1 1 0 1 1 1 1 0 0 0],0.39414,0.23399,0.37424,0.14953,0.39039,0.35876,0.37391
81,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.3, 0.7, 1.1]",,aff_lin_sim,[0 1 1 1 0 0 0 0 0 0 2 0 0 3 0],0.41218,0.19392,0.40277,0.12994,0.43238,0.37518,0.40175
82,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.3, 0.7, 1.1]",,comp_hr_esk_dis,[0 1 2 1 0 0 0 0 0 0 0 0 0 0 0],0.27607,0.11562,0.33244,0.09732,0.4398,0.25129,0.31983
83,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.3, 0.7, 1.1]",,avg_hr_esk_dis,[0 1 2 1 0 0 0 0 0 0 0 0 0 0 0],0.27607,0.11562,0.33244,0.09732,0.4398,0.25129,0.31983
84,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.3, 0.7, 1.1]",,comp_hr_lin_din,[0 1 1 1 0 0 0 0 0 0 2 0 0 0 0],0.33873,0.18296,0.37828,0.125,0.4641,0.30833,0.37051
85,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.3, 0.7, 1.1]",,avg_hr_lin_dis,[0 1 1 1 0 0 0 0 0 0 2 0 0 0 0],0.33873,0.18296,0.37828,0.125,0.4641,0.30833,0.37051
86,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.3, 0.7, 1.1]",,spect_edr,[2 1 1 0 2 0 2 1 0 0 1 1 1 1 1],0.34122,0.17644,0.32399,0.19315,0.33797,0.31059,0.3237
87,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.3, 0.7, 1.1]",,aff_edr,[1 0 4 3 1 3 1 2 3 3 4 2 4 4 4],0.56213,0.18292,0.4394,0.22222,0.37733,0.51168,0.43435
88,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,spectral warp,[0 0 0 2 2 2 1 1 2 2 1 1 1 2 1],0.43944,0.2857,0.4082,0.20712,0.41657,0.4,0.40812
89,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,aff prop,[0 0 0 0 1 0 1 1 0 0 1 1 1 1 1],0.29979,0.21621,0.34409,0.23529,0.43389,0.27288,0.33504
90,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,pca,[0 0 0 0 0 0 1 1 0 0 1 1 1 0 1],0.28187,0.19756,0.32781,0.20937,0.41882,0.25657,0.31821
91,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,spectral overlap,[2 0 0 0 0 1 1 1 1 0 1 1 1 1 1],0.51963,0.38174,0.53671,0.35632,0.60902,0.47299,0.53245
92,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,km_choice,[0 0 0 0 1 0 2 2 0 0 0 0 2 0 0],0.17193,0.00361,0.192,-0.02083,0.23557,0.1565,0.18806
93,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,km_ent,[2 2 2 0 0 0 1 1 0 0 1 1 1 1 1],0.59508,0.45384,0.55572,0.37179,0.57014,0.54167,0.55554
94,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,km_con,[0 0 0 0 2 0 1 1 0 0 1 1 1 1 1],0.50073,0.3636,0.50586,0.33333,0.56144,0.45578,0.50312
95,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,spect_cos_cat,[0 0 0 0 1 0 2 2 0 0 0 0 2 0 0],0.17193,0.00361,0.192,-0.02083,0.23557,0.1565,0.18806
