,mu,sigma,trials,cluster size,decision,alpha,tau,epsilon,clustering,labels,mut inf scr,adj mis,norm mis,adj rand s,complet,homogen,vmeas
96,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,aff_cos_cat,[0 0 0 0 1 0 2 0 0 0 3 0 4 0 0],0.29924,-0.01735,0.29297,-0.02667,0.31512,0.27238,0.29219
97,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,spect_cos_ent,[1 2 1 0 0 0 0 0 0 0 0 0 0 0 0],0.27607,0.11562,0.33244,0.09732,0.4398,0.25129,0.31983
98,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,aff_cos_ent,[0 1 2 3 3 3 3 3 3 3 3 3 3 3 3],0.27607,0.04805,0.31037,0.07353,0.38336,0.25129,0.30358
99,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,spect_rbf,[2 2 2 1 1 1 0 0 1 1 0 0 0 1 0],0.43944,0.2857,0.4082,0.20712,0.41657,0.4,0.40812
100,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,spect_esk_sim,[1 1 1 1 2 1 0 0 1 1 2 2 0 1 2],0.30172,0.1335,0.28649,0.10592,0.29885,0.27464,0.28623
101,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,aff_esk_sim,[0 0 0 0 1 0 2 0 0 0 3 0 4 0 0],0.29924,-0.01735,0.29297,-0.02667,0.31512,0.27238,0.29219
102,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,spect_lin_sim,[0 0 0 0 1 0 2 2 0 0 1 1 2 1 1],0.48582,0.33533,0.45368,0.28205,0.46545,0.44221,0.45353
103,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,aff_lin_sim,[0 0 0 1 2 0 2 0 0 0 3 1 3 0 0],0.27726,0.00624,0.2508,-0.00612,0.24923,0.25237,0.25079
104,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,comp_hr_esk_dis,[0 0 0 0 1 0 2 0 0 0 0 0 0 0 0],0.15149,-0.00511,0.20752,-0.00901,0.3123,0.13789,0.19131
105,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,avg_hr_esk_dis,[0 0 0 0 1 0 2 0 0 0 0 0 0 0 0],0.15149,-0.00511,0.20752,-0.00901,0.3123,0.13789,0.19131
106,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,comp_hr_lin_din,[0 0 0 0 1 0 1 2 0 0 0 0 2 0 0],0.1144,-0.0724,0.1248,-0.04724,0.14959,0.10413,0.12278
107,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,avg_hr_lin_dis,[0 0 0 0 1 0 1 2 0 0 0 0 2 0 0],0.1144,-0.0724,0.1248,-0.04724,0.14959,0.10413,0.12278
108,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,spect_edr,[0 0 0 1 2 1 2 1 1 1 2 1 2 1 1],0.30172,0.1335,0.28649,0.10592,0.29885,0.27464,0.28623
109,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,aff_edr,[0 1 1 0 0 1 0 1 1 1 0 1 0 0 1],0.07545,-0.0039,0.0866,0.0,0.1092,0.06868,0.08432
110,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,spectral warp,[1 1 1 1 1 2 2 1 2 1 0 0 0 0 0],0.81942,0.69717,0.76522,0.64103,0.78507,0.74587,0.76497
111,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,aff prop,[0 0 0 0 0 0 1 0 0 0 1 1 1 1 1],0.50621,0.41797,0.58871,0.44077,0.75216,0.46077,0.57147
112,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,pca,[1 1 1 1 1 0 0 1 0 1 0 0 0 0 0],0.46659,0.37987,0.53554,0.39216,0.67531,0.4247,0.52146
113,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,spectral overlap,[2 0 0 2 1 0 0 0 0 0 0 0 0 0 0],0.27607,0.11562,0.33244,0.09732,0.4398,0.25129,0.31983
114,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,km_choice,[0 0 0 0 1 0 0 0 0 0 2 1 1 1 1],0.51963,0.38174,0.53671,0.35632,0.60902,0.47299,0.53245
115,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,km_ent,[1 1 1 1 1 0 0 1 0 1 2 2 2 2 2],0.81942,0.69717,0.76522,0.64103,0.78507,0.74587,0.76497
116,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,km_con,[1 1 1 1 1 0 0 1 0 1 2 2 2 2 2],0.81942,0.69717,0.76522,0.64103,0.78507,0.74587,0.76497
117,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,spect_cos_cat,[0 0 0 0 0 0 0 0 0 0 2 0 2 0 1],0.27607,0.11562,0.33244,0.09732,0.4398,0.25129,0.31983
118,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,aff_cos_cat,[0 0 0 0 0 0 0 0 0 0 1 2 3 4 5],0.63651,0.31366,0.56071,0.28986,0.54264,0.57938,0.56041
119,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,spect_cos_ent,[1 1 1 1 2 0 0 0 0 0 0 0 0 0 0],0.63651,0.50482,0.67755,0.44077,0.79236,0.57938,0.66934
120,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,aff_cos_ent,[1 0 0 1 1 2 2 2 2 2 2 2 2 2 2],0.63651,0.4964,0.65452,0.39216,0.7394,0.57938,0.64968
121,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,spect_rbf,[0 0 0 0 0 2 2 0 2 0 1 1 1 1 1],0.81942,0.69717,0.76522,0.64103,0.78507,0.74587,0.76497
122,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,spect_esk_sim,[1 1 1 1 2 1 1 1 1 1 0 2 0 2 2],0.53648,0.38931,0.53143,0.31858,0.57834,0.48832,0.52953
123,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,aff_esk_sim,[0 0 0 0 1 0 0 0 0 0 2 0 0 3 4],0.33873,0.03292,0.33164,0.048,0.35671,0.30833,0.33076
124,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,spect_lin_sim,[1 1 1 1 0 1 0 1 1 1 2 0 2 0 0],0.41218,0.2566,0.39925,0.20795,0.42487,0.37518,0.39848
125,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,aff_lin_sim,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.0,0.0,0.0,0.0,1.0,0.0,0.0
126,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,comp_hr_esk_dis,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 2],0.15149,-0.00511,0.20752,-0.00901,0.3123,0.13789,0.19131
127,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,avg_hr_esk_dis,[0 0 0 0 1 0 0 0 0 0 0 0 0 2 0],0.15149,-0.00511,0.20752,-0.00901,0.3123,0.13789,0.19131
128,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,comp_hr_lin_din,[1 1 1 1 2 1 1 1 1 1 0 2 0 2 0],0.55913,0.41179,0.54723,0.33333,0.58839,0.50894,0.54579
129,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,avg_hr_lin_dis,[1 1 1 1 0 1 1 1 1 1 0 0 0 0 2],0.51963,0.38174,0.53671,0.35632,0.60902,0.47299,0.53245
130,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,spect_edr,[1 1 1 1 1 0 0 0 0 0 2 2 2 2 2],1.09861,1.0,1.0,1.0,1.0,1.0,1.0
131,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,aff_edr,[0 0 0 0 0 0 1 0 0 0 1 1 1 1 1],0.50621,0.41797,0.58871,0.44077,0.75216,0.46077,0.57147
