,mu,sigma,trials,cluster,decision,alpha,tau,clustering,mut inf scr,adj mis,norm mis,adj rand s,complet,homogen,vmeas
0,"[0, 0.5, 1]","[1, 1, 1]",100.0,20.0,epsgreedy,"[1, 1, 1]",,spectral warp,0.114206241523,0.0740961701518,0.108248008387,0.0451878301906,0.112718303223,0.10395500096,0.108159437213
1,"[0, 0.5, 1]","[1, 1, 1]",100.0,20.0,epsgreedy,"[1, 1, 1]",,aff prop,0.235326053384,0.0676303465537,0.163775411307,0.0541535629363,0.125219463513,0.214203004837,0.158047199874
2,"[0, 0.5, 1]","[1, 1, 1]",100.0,20.0,epsgreedy,"[1, 1, 1]",,pca,0.030217792587,0.0110717084634,0.0429500437395,0.0098175787728,0.0670670088601,0.0275054201548,0.039011502114
3,"[0, 0.5, 1]","[1, 1, 1]",100.0,20.0,epsgreedy,"[1, 1, 1]",,kmeans,0.0647724726239,0.0273978643221,0.0610235376422,0.0224719101124,0.0631609622992,0.0589584453878,0.0609873928623
4,"[0, 0.5, 1]","[1, 1, 1]",100.0,20.0,epsgreedy,"[1, 1, 1]",,spectral overlap,0.0272411953889,-0.00824394536231,0.0310043985113,-0.00936549691237,0.0387672426124,0.0247960046232,0.0302461805792
5,"[0, 0.5, 1]","[1, 1, 1]",100.0,20.0,epsgreedy,"[1, 1, 1]",,spectral warp,0.210597770548,0.164804014741,0.198456344628,0.172439173133,0.205456865862,0.191694351793,0.198337152057
6,"[0, 0.5, 1]","[1, 1, 1]",100.0,20.0,epsgreedy,"[1, 1, 1]",,aff prop,0.439526650866,0.149087394814,0.292962483974,0.105153620021,0.214527641061,0.400074398767,0.279292978072
7,"[0, 0.5, 1]","[1, 1, 1]",100.0,20.0,epsgreedy,"[1, 1, 1]",,pca,0.156063738874,0.128366977101,0.178840983881,0.172408477842,0.225152382136,0.142055336977,0.17420166217
8,"[0, 0.5, 1]","[1, 1, 1]",100.0,20.0,epsgreedy,"[1, 1, 1]",,kmeans,0.0728301491961,0.0354614390978,0.0672010896742,0.0395023395217,0.0681217636916,0.0662928586794,0.0671948687388
9,"[0, 0.5, 1]","[1, 1, 1]",100.0,20.0,epsgreedy,"[1, 1, 1]",,spectral overlap,0.0575453448708,0.017561579861,0.0630799342082,0.00666628790031,0.0759655556454,0.0523800302112,0.062005686805
10,"[0, 0.5, 1]","[1, 1, 1]",100.0,20.0,epsgreedy,"[1, 1, 1]",,spectral warp,0.10018460022,0.0607232338297,0.0959529872256,0.0331866178993,0.100962589924,0.0911919530241,0.0958288637497
11,"[0, 0.5, 1]","[1, 1, 1]",100.0,20.0,epsgreedy,"[1, 1, 1]",,aff prop,0.159976161319,0.0251886432254,0.109963909171,0.0204108063305,0.0830404170986,0.145616577357,0.105765942992
12,"[0, 0.5, 1]","[1, 1, 1]",100.0,20.0,epsgreedy,"[1, 1, 1]",,pca,0.00985376902089,-0.00710506564275,0.01234519392,-0.00692659240217,0.0169917420798,0.00896928709294,0.0117409685039
13,"[0, 0.5, 1]","[1, 1, 1]",100.0,20.0,epsgreedy,"[1, 1, 1]",,kmeans,0.00665239495745,-0.0270658714914,0.00630533406532,-0.0238050491762,0.00656572409679,0.00605527084129,0.00630017488642
14,"[0, 0.5, 1]","[1, 1, 1]",100.0,20.0,epsgreedy,"[1, 1, 1]",,spectral overlap,0.078138294942,0.0341892227496,0.113682342438,0.0107008073377,0.18170486265,0.071124541158,0.102232373193
15,"[0, 0.5, 1]","[1, 1, 1]",100.0,20.0,epsgreedy,"[0.1, 0.5, 1]",,spectral warp,0.30280036042,0.25145353211,0.283523544842,0.15780628417,0.291652917441,0.275620765891,0.283410293273
16,"[0, 0.5, 1]","[1, 1, 1]",100.0,20.0,epsgreedy,"[0.1, 0.5, 1]",,aff prop,0.562634057183,0.223406681236,0.375642613152,0.157187122525,0.275529523707,0.512131589084,0.358294628297
17,"[0, 0.5, 1]","[1, 1, 1]",100.0,20.0,epsgreedy,"[0.1, 0.5, 1]",,pca,0.306841033754,0.267446975083,0.404932840291,0.21528748124,0.587079634004,0.279298745262,0.378519614686
18,"[0, 0.5, 1]","[1, 1, 1]",100.0,20.0,epsgreedy,"[0.1, 0.5, 1]",,kmeans,0.159194770558,0.116695961383,0.146417683587,0.075171040097,0.147945826638,0.144905324836,0.146409791863
19,"[0, 0.5, 1]","[1, 1, 1]",100.0,20.0,epsgreedy,"[0.1, 0.5, 1]",,spectral overlap,0.21951214868,0.171830890817,0.294782528425,0.107800568947,0.434899963194,0.199808568449,0.273816199822
20,"[0, 0.5, 1]","[1, 1, 1]",100.0,20.0,epsgreedy,"[0.5, 1.5, 2]",,spectral warp,0.374556624165,0.318626592998,0.360251613185,0.262393321348,0.380661398592,0.340936131908,0.359705290878
21,"[0, 0.5, 1]","[1, 1, 1]",100.0,20.0,epsgreedy,"[0.5, 1.5, 2]",,aff prop,0.543555360628,0.234038276601,0.380241948782,0.162182361734,0.292227258361,0.494765411087,0.367434018706
22,"[0, 0.5, 1]","[1, 1, 1]",100.0,20.0,epsgreedy,"[0.5, 1.5, 2]",,pca,0.306841033754,0.267446976346,0.404932840291,0.21528748124,0.587079634004,0.279298745262,0.378519614686
23,"[0, 0.5, 1]","[1, 1, 1]",100.0,20.0,epsgreedy,"[0.5, 1.5, 2]",,kmeans,0.400398789307,0.343560230047,0.364597047639,0.333969005502,0.364735463485,0.364458684321,0.364597021374
24,"[0, 0.5, 1]","[1, 1, 1]",100.0,20.0,epsgreedy,"[0.5, 1.5, 2]",,spectral overlap,0.103402746173,0.0607214253748,0.116627455279,0.0560348005603,0.144515350045,0.0941212357072,0.113997300808
25,"[0, 0.5, 1]","[1, 1, 1]",100.0,20.0,epsgreedy,"[1, 2, 3]",,spectral warp,0.656625707306,0.584184327417,0.621061475614,0.54922018059,0.645350651184,0.597686476002,0.620604723794
26,"[0, 0.5, 1]","[1, 1, 1]",100.0,20.0,epsgreedy,"[1, 2, 3]",,aff prop,0.93553927253,0.465751533352,0.656881861551,0.569214722098,0.506707075961,0.851564543907,0.635357131406
27,"[0, 0.5, 1]","[1, 1, 1]",100.0,20.0,epsgreedy,"[1, 2, 3]",,pca,0.375067286172,0.3308002765,0.45287610157,0.355173490568,0.600750406434,0.341400956499,0.435379645867
28,"[0, 0.5, 1]","[1, 1, 1]",100.0,20.0,epsgreedy,"[1, 2, 3]",,kmeans,0.264549659785,0.215759929953,0.242810265279,0.181142894377,0.244833776825,0.240803477727,0.242801903569
29,"[0, 0.5, 1]","[1, 1, 1]",100.0,20.0,epsgreedy,"[1, 2, 3]",,spectral overlap,0.177822411565,0.131978029894,0.194266172133,0.084142394822,0.23315907436,0.16186093438,0.191075615412
