,no_clust,algorithm,predictions
18,2.0,comp_hr_lin_din,"[1 1 0 1 0 1 0 1 0 1 0 0 0 1 1 0 0 1 1 0 1 0 0 0 0 1 1 0 1 1 0 0 0 1 0 0 0
 0 0 1 0 0 0 1 0 0 0 0 0 1 0 1 0 1 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 0 1 1 0 0
 1 0 0 1 1 0 1 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0]"
19,2.0,avg_hr_lin_dis,"[1 1 1 0 0 0 1 0 1 0 1 0 1 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 1 0
 1 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 1 1 0 0 0 1 1 0 0 1 0 0 1 0 0 0 0 0 0 1
 0 1 0 1 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 0]"
20,2.0,spect_edr,"[1 1 1 0 0 0 1 1 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0
 0 0 1 0 0 0 1 1 1 0 1 1 1 1 1 1 0 0 1 0 1 0 1 1 0 0 1 1 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 1 0 0 1 0 0 0]"
21,2.0,aff_edr,"[ 2  0  1  2  2  2  7  3  8  6 12 10 20  8  3  4  1  3  2  2  4  8  4  6  2
 14  5 19 17 19  8 17 10  7  6  3 17 13  2  7 12  2 18  8  8  9 10 11  9  0
  8  0  8 12 13  8 14 15 20  0  1 14 16  7  0 14  7 13 16  1 16 17 12  2  2
 18  5 19  5  4  6 17  9 18  3 13  7  7 20 11 16  6  7 19 13  6]"
22,3.0,spectral warp,"[1 2 0 0 2 1 1 1 2 0 0 0 0 2 0 0 0 0 1 0 0 2 0 2 0 0 0 0 0 0 1 0 0 1 0 0 0
 0 0 1 0 0 0 2 1 1 0 1 1 1 1 1 1 0 0 1 1 2 0 1 1 0 0 2 2 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 0 0 1 1 2 0 2 0 0 1 0 0 0]"
23,3.0,aff prop,"[11  1 11  2  1 11  4  5  0 11  3 12 12  0 12 12  3 11  8 11 12  1  2  5  2
 11 12  2  3  3  8 12 12  4  3  3  3 11 12  4  5 12 11  5  5  8 12  5  8  8
  8  8  6  2  3  8 11  7 12  6  8  2 12  9 10  3  4  3  3 11 12 12  2 11 12
 12 12  3 12  3  2  3  5  2 12  5  4 13  2  0  2  2  8  2 11  3]"
24,3.0,pca,"[1 0 1 1 0 1 0 0 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 0 0 1 1 1 0 1 0 1 0 1 0 1 0 1 1]"
25,3.0,spectral overlap,"[1 1 2 1 1 0 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 2 1 1 1
 2 1 1 1 1 0 1 1 1 1 1 1 0 1 2 2 1 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 2 1 1 2]"
26,3.0,km_choice,"[2 2 2 0 2 1 2 0 2 1 1 2 2 2 1 2 2 0 1 0 2 0 1 0 1 1 2 2 2 2 2 1 2 0 2 1 2
 2 2 0 2 2 2 0 0 1 2 2 2 0 2 0 0 1 1 1 1 0 1 2 2 2 2 2 0 1 2 2 2 1 2 1 2 2
 2 2 2 1 2 1 2 2 2 2 2 0 2 0 2 2 0 2 0 2 1 1]"
27,3.0,km_ent,"[2 0 2 2 0 0 0 0 1 2 2 2 2 1 2 2 2 2 2 0 2 0 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2
 2 2 0 2 2 2 1 0 2 2 0 2 0 2 2 0 0 2 2 2 0 2 2 2 2 2 1 0 2 2 2 2 2 2 2 0 2
 2 2 2 2 2 2 0 1 0 2 2 0 0 0 2 1 2 1 2 1 2 2]"
28,3.0,km_con,"[2 0 2 2 0 1 2 1 0 0 0 2 0 1 2 2 2 1 2 1 2 1 0 0 2 0 2 2 2 2 2 2 2 1 2 0 2
 0 2 1 0 2 2 1 0 1 2 2 2 1 2 1 1 0 0 0 2 1 2 2 2 2 2 0 1 2 2 2 0 0 1 2 0 0
 2 2 2 1 0 0 2 0 2 0 2 1 0 1 2 0 1 0 1 0 0 2]"
29,3.0,spect_cos_cat,"[0 2 2 1 0 0 2 1 1 0 1 0 0 0 0 2 2 1 0 1 0 1 1 0 1 1 1 2 2 0 2 0 1 1 1 0 2
 0 1 1 1 1 1 1 1 2 2 2 0 0 0 1 1 1 0 0 1 0 1 1 2 2 2 0 0 1 2 2 1 0 2 1 0 2
 2 2 2 1 0 1 2 2 2 2 2 2 0 0 2 0 2 2 1 1 0 1]"
30,3.0,aff_cos_cat,"[0 1 2 0 0 0 2 0 0 0 0 2 0 2 2 0 0 0 2 0 3 1 0 0 3 2 0 2 2 3 0 0 0 0 1 2 0
 2 0 0 0 0 0 1 3 0 0 3 3 2 1 3 0 0 0 1 0 2 0 0 0 0 0 0 0 3 1 1 0 0 1 3 2 0
 3 3 1 3 1 0 0 0 0 0 2 3 0 0 0 0 0 1 3 1 0 0]"
31,3.0,spect_cos_ent,"[0 1 1 1 0 0 0 0 2 1 1 1 1 0 1 1 1 1 1 1 1 1 0 2 0 0 1 1 1 0 1 0 1 1 1 0 0
 1 1 0 1 1 1 2 1 1 1 0 1 0 0 1 0 2 1 0 1 1 1 1 1 0 1 2 0 1 1 1 1 0 1 1 0 0
 1 1 1 1 1 1 0 2 1 1 1 0 1 0 0 2 1 2 1 2 0 0]"
32,3.0,aff_cos_ent,"[ 8 14  7  4  0  5  5 11  1  3  7  7  7  2  7  3  7  3  7 14  7 14 16 15  4
  5  7 14  8  3  7 16  7  6  7 16  4  7  7  8  4  7  7  9  9  7  7 16  7  9
  8  7  5  9  7  4  3  8  7  7  7  4  3 10  5  7  7  7  3 16  7  7  5  4  7
  7  7  7  3  7 11 15  4  3  3 11  8 12 16 13 14 15  3 13  3 16]"
33,3.0,spect_rbf,"[1 0 1 1 2 1 0 2 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 2 1 1 1 1 1 1 1 1 1 0 1 1 1
 1 1 0 1 1 1 2 2 1 1 1 1 2 1 1 1 2 1 1 1 0 1 0 1 1 1 0 0 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 2 2 1 1 1 2 0 0 1 2 1 2 1 2 1 1]"
34,3.0,spect_esk_sim,"[2 2 2 0 0 1 2 1 2 0 2 0 0 2 0 0 1 0 1 0 0 0 0 0 0 1 0 0 2 2 2 0 0 1 0 2 0
 2 0 1 0 0 0 0 1 1 0 2 2 1 0 1 1 1 2 2 0 1 0 2 2 2 0 2 1 1 2 0 0 2 1 0 0 2
 0 0 0 2 0 2 0 0 0 0 0 0 2 1 2 2 1 0 0 0 1 0]"
35,3.0,aff_esk_sim,"[13  9 10  0  1  7 10  5  9  6 13  5  2  7  2  3  6  8  7  5 13  4  1  4  1
  7  0 10  9 12 10 12  9  5 14  9 12  9  3  5 10  3 10  6  7  6  4 10 10  7
 12  0  5  5 13 13  6  7  3 10  9 11  8  9  7  7 10 10  8  0  6  0  2 11  8
 11  8 10 14 13 12 14  4 13 14 12 13  5 12  9  5 14  5  9  4  1]"
36,3.0,spect_lin_sim,"[1 1 1 2 2 0 1 0 1 2 1 2 2 1 2 2 0 2 0 2 2 2 2 2 2 0 2 2 1 1 1 2 2 0 2 1 2
 1 2 0 2 2 2 2 0 0 2 1 1 0 2 0 0 0 1 1 2 0 2 1 1 1 2 1 0 0 1 2 2 1 0 2 2 1
 2 2 2 1 2 1 2 2 2 2 2 2 1 0 1 1 0 2 2 2 0 2]"
37,3.0,aff_lin_sim,"[ 0  0 10  7  1  9 10  6  0  6  2 13  3  9  3  4  5  7  9  6 14  7  1  5  1
  9 11 11  0 13 10 13  8  6 11 14 13  3  4  6  1  4  8  7  9  5 11 10 10  9
  2  7  6  6  2 14  8  9  4 10  0 12 15 14  9  9 10 11  5  5  0  1  3 12  4
 12 12 10 15 14 13 15 13  2 15 13 14  6  5  2  6 15  6 15 15  1]"
38,3.0,comp_hr_esk_dis,"[1 1 1 1 0 0 1 0 1 1 1 0 1 1 1 0 2 0 1 2 1 2 0 2 1 0 1 0 1 1 1 2 0 2 1 1 0
 1 0 2 0 0 1 0 2 2 2 1 1 0 1 0 2 1 1 1 1 2 1 1 1 1 1 1 2 0 1 2 0 1 1 1 1 1
 1 1 1 1 1 1 0 0 1 1 1 0 1 2 1 1 2 0 2 0 2 0]"
39,3.0,avg_hr_esk_dis,"[2 2 2 0 1 2 2 1 2 1 2 1 2 2 2 0 1 1 2 1 0 1 1 1 2 2 0 2 1 1 2 1 2 1 0 2 2
 2 0 1 0 0 2 1 1 1 0 2 2 2 2 1 1 2 2 2 2 1 0 2 2 0 2 2 1 2 2 0 1 0 1 0 2 2
 0 2 2 2 0 2 1 0 0 2 0 1 2 1 1 2 1 0 1 0 1 1]"
40,3.0,comp_hr_lin_din,"[0 0 1 0 1 0 1 0 1 0 1 1 1 0 0 2 2 0 0 2 0 2 1 2 1 0 0 1 0 0 1 2 1 0 2 2 1
 1 2 0 1 1 2 0 2 2 1 1 1 0 2 0 2 0 1 0 2 0 2 1 1 1 0 1 0 1 1 1 1 2 0 0 1 1
 0 1 1 0 0 1 0 1 2 2 2 0 1 0 2 1 2 1 0 1 2 1]"
41,3.0,avg_hr_lin_dis,"[1 1 1 0 0 2 1 2 1 0 1 0 1 0 1 0 2 2 1 2 0 2 0 2 0 1 0 0 2 2 1 1 0 2 2 1 0
 1 0 2 0 0 0 2 1 2 0 0 1 2 1 2 2 2 1 1 0 2 0 1 1 0 0 1 2 0 1 0 0 0 2 0 0 1
 0 1 0 1 0 0 2 0 0 1 0 2 1 2 2 1 0 0 0 0 1 0]"
42,3.0,spect_edr,"[2 0 2 1 1 2 0 2 0 1 1 1 1 0 1 1 1 1 2 1 1 2 1 2 1 1 1 1 1 1 2 1 1 0 1 1 1
 1 1 0 1 1 1 0 0 2 1 2 2 0 2 0 0 1 1 2 1 0 1 0 2 1 1 0 0 1 0 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 2 1 1 2 0 0 1 0 1 1 0 1 1 1]"
43,3.0,aff_edr,"[ 2  0  1  2  2  2  7  3  8  6 12 10 20  8  3  4  1  3  2  2  4  8  4  6  2
 14  5 19 17 19  8 17 10  7  6  3 17 13  2  7 12  2 18  8  8  9 10 11  9  0
  8  0  8 12 13  8 14 15 20  0  1 14 16  7  0 14  7 13 16  1 16 17 12  2  2
 18  5 19  5  4  6 17  9 18  3 13  7  7 20 11 16  6  7 19 13  6]"
44,4.0,spectral warp,"[0 3 1 1 0 0 2 0 3 1 1 1 1 3 1 1 1 0 2 0 1 0 1 0 1 1 1 1 1 1 0 1 1 2 1 1 0
 0 1 2 0 1 0 0 0 0 1 0 2 0 2 2 0 1 1 0 0 3 1 0 2 1 1 3 3 0 2 1 1 0 1 1 1 0
 1 1 1 1 1 0 1 0 0 1 1 0 2 3 1 3 1 1 2 1 0 1]"
45,4.0,aff prop,"[11  1 11  2  1 11  4  5  0 11  3 12 12  0 12 12  3 11  8 11 12  1  2  5  2
 11 12  2  3  3  8 12 12  4  3  3  3 11 12  4  5 12 11  5  5  8 12  5  8  8
  8  8  6  2  3  8 11  7 12  6  8  2 12  9 10  3  4  3  3 11 12 12  2 11 12
 12 12  3 12  3  2  3  5  2 12  5  4 13  2  0  2  2  8  2 11  3]"
46,4.0,pca,"[1 0 1 1 0 1 0 0 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 0 0 1 1 1 0 1 0 1 0 1 0 1 0 1 1]"
47,4.0,spectral overlap,"[2 3 1 2 2 0 1 1 3 2 2 2 2 2 2 2 2 3 2 2 2 3 2 2 3 2 3 3 2 1 2 2 2 1 3 2 3
 1 2 3 3 3 0 3 2 2 3 2 2 0 2 1 2 2 2 2 3 3 2 2 1 2 2 3 3 2 1 2 3 3 2 3 2 3
 2 2 2 2 2 3 2 2 3 2 2 2 3 3 3 1 2 2 1 2 2 0]"
48,4.0,km_choice,"[1 3 1 3 1 2 1 2 3 3 1 3 1 1 3 1 3 3 3 2 1 2 3 1 0 3 3 3 3 1 1 3 1 2 3 3 1
 1 1 2 1 0 3 2 1 3 3 0 1 2 1 2 2 3 3 3 0 2 3 1 1 1 3 1 2 3 1 3 1 1 1 3 1 1
 3 3 3 0 3 0 1 0 1 1 3 2 1 2 1 1 3 3 2 3 3 3]"
49,4.0,km_ent,"[0 3 0 0 1 1 1 1 3 0 0 0 0 3 0 0 0 0 0 1 0 1 1 2 0 1 0 0 0 0 0 0 0 0 0 0 1
 0 0 0 1 0 0 2 1 0 0 1 0 1 0 0 1 1 0 1 0 3 0 0 0 0 0 2 3 0 0 0 0 1 0 0 1 0
 0 0 0 0 0 0 1 2 1 0 0 1 1 3 0 2 0 2 0 2 0 1]"
50,4.0,km_con,"[2 2 2 1 2 3 2 3 2 1 2 1 1 2 1 1 3 1 0 3 1 3 1 3 1 1 1 1 0 0 0 0 2 3 2 0 2
 2 1 3 2 2 0 3 3 3 0 2 2 3 2 3 3 3 0 2 0 3 0 2 0 2 1 2 3 1 2 0 0 1 2 1 2 2
 1 2 2 0 2 1 2 2 2 2 0 3 2 3 2 2 3 2 3 2 3 0]"
51,4.0,spect_cos_cat,"[2 3 0 2 2 1 0 3 3 2 2 2 1 1 3 0 0 3 0 2 0 2 2 2 2 2 3 0 0 1 0 1 0 2 3 1 0
 1 2 2 2 3 3 3 2 0 3 3 2 1 3 0 3 2 1 1 3 1 3 0 3 0 0 2 2 3 0 3 2 2 0 2 2 3
 0 3 0 3 1 2 0 0 0 0 3 0 2 1 0 2 0 0 2 3 1 3]"
52,4.0,aff_cos_cat,"[0 1 2 0 0 0 2 0 0 0 0 2 0 2 2 0 0 0 2 0 3 1 0 0 3 2 0 2 2 3 0 0 0 0 1 2 0
 2 0 0 0 0 0 1 3 0 0 3 3 2 1 3 0 0 0 1 0 2 0 0 0 0 0 0 0 3 1 1 0 0 1 3 2 0
 3 3 1 3 1 0 0 0 0 0 2 3 0 0 0 0 0 1 3 1 0 0]"
53,4.0,spect_cos_ent,"[3 1 1 1 2 3 3 3 2 1 1 1 1 2 1 1 1 1 1 1 1 2 3 0 3 3 1 2 3 3 1 3 1 1 1 3 3
 1 1 3 1 1 1 0 0 1 1 3 1 0 3 1 3 0 1 3 1 1 1 1 1 3 1 0 3 1 1 1 1 3 1 1 3 3
 1 1 1 1 1 1 3 0 1 3 3 3 3 3 3 0 2 0 3 0 3 3]"
54,4.0,aff_cos_ent,"[ 8 14  7  4  0  5  5 11  1  3  7  7  7  2  7  3  7  3  7 14  7 14 16 15  4
  5  7 14  8  3  7 16  7  6  7 16  4  7  7  8  4  7  7  9  9  7  7 16  7  9
  8  7  5  9  7  4  3  8  7  7  7  4  3 10  5  7  7  7  3 16  7  7  5  4  7
  7  7  7  3  7 11 15  4  3  3 11  8 12 16 13 14 15  3 13  3 16]"
55,4.0,spect_rbf,"[0 2 1 1 0 0 2 0 2 1 1 1 1 2 1 1 1 1 1 1 1 2 0 3 0 0 1 1 0 0 1 0 1 2 1 0 0
 1 1 2 1 1 1 3 3 1 1 0 1 0 0 1 0 3 1 0 1 2 1 1 1 0 1 3 2 1 1 1 1 0 1 1 0 0
 1 1 1 1 1 1 0 3 0 0 0 0 2 2 0 3 1 3 1 3 0 0]"
56,4.0,spect_esk_sim,"[2 2 2 3 3 0 2 0 2 1 2 3 1 0 1 3 0 3 0 1 3 1 3 1 3 0 3 3 2 3 2 3 1 0 1 2 1
 2 3 0 3 3 1 1 0 0 3 2 2 0 3 0 1 0 2 2 1 0 3 2 2 3 3 2 0 0 2 1 3 0 1 3 1 2
 3 1 3 2 3 2 3 3 1 3 3 3 2 0 2 2 1 3 1 1 1 3]"
57,4.0,aff_esk_sim,"[13  9 10  0  1  7 10  5  9  6 13  5  2  7  2  3  6  8  7  5 13  4  1  4  1
  7  0 10  9 12 10 12  9  5 14  9 12  9  3  5 10  3 10  6  7  6  4 10 10  7
 12  0  5  5 13 13  6  7  3 10  9 11  8  9  7  7 10 10  8  0  6  0  2 11  8
 11  8 10 14 13 12 14  4 13 14 12 13  5 12  9  5 14  5  9  4  1]"
58,4.0,spect_lin_sim,"[1 3 1 0 0 2 1 2 3 3 1 0 3 1 3 0 2 0 2 3 0 3 0 3 0 1 0 0 1 0 1 0 3 2 3 1 3
 1 0 2 0 0 3 3 1 2 0 1 1 2 0 2 3 2 1 1 3 2 0 1 1 0 0 3 2 2 1 3 0 1 3 0 3 1
 0 3 0 1 0 1 0 0 3 3 0 0 1 2 1 1 3 0 3 3 2 0]"
59,4.0,aff_lin_sim,"[ 0  0 10  7  1  9 10  6  0  6  2 13  3  9  3  4  5  7  9  6 14  7  1  5  1
  9 11 11  0 13 10 13  8  6 11 14 13  3  4  6  1  4  8  7  9  5 11 10 10  9
  2  7  6  6  2 14  8  9  4 10  0 12 15 14  9  9 10 11  5  5  0  1  3 12  4
 12 12 10 15 14 13 15 13  2 15 13 14  6  5  2  6 15  6 15 15  1]"
60,4.0,comp_hr_esk_dis,"[0 0 0 0 1 1 0 3 0 0 0 3 0 0 0 1 2 1 0 2 0 2 1 2 0 1 0 1 0 0 0 2 1 2 0 0 1
 0 1 2 1 1 0 3 2 2 2 0 0 1 0 1 2 0 0 0 0 2 0 0 0 0 0 0 2 1 0 2 3 0 0 0 0 0
 0 0 0 0 0 0 3 1 0 0 0 3 0 2 0 0 2 1 2 3 2 3]"
61,4.0,avg_hr_esk_dis,"[2 2 2 1 0 2 2 0 2 0 2 0 2 2 2 3 0 0 2 0 1 0 0 0 2 2 1 2 0 0 2 0 2 0 1 2 2
 2 3 0 3 3 2 0 0 0 1 2 2 2 2 0 0 2 2 2 2 0 3 2 2 3 2 2 0 2 2 1 0 3 0 1 2 2
 1 2 2 2 1 2 0 1 1 2 1 0 2 0 0 2 0 1 0 1 0 0]"
62,4.0,comp_hr_lin_din,"[0 0 1 3 1 0 1 3 1 3 1 1 1 0 0 2 2 3 0 2 3 2 1 2 1 0 3 1 0 0 1 2 1 0 2 2 1
 1 2 0 1 1 2 3 2 2 1 1 1 0 2 3 2 0 1 0 2 0 2 1 1 1 3 1 0 1 1 1 1 2 0 3 1 1
 3 1 1 0 3 1 0 1 2 2 2 0 1 0 2 1 2 1 3 1 2 1]"
63,4.0,avg_hr_lin_dis,"[0 0 0 1 1 2 0 2 0 1 0 1 0 3 0 3 2 2 0 2 1 2 1 2 1 0 1 1 2 2 0 0 1 2 2 0 1
 0 3 2 3 3 1 2 0 2 1 3 0 2 0 2 2 2 0 0 1 2 3 0 0 3 1 0 2 1 0 1 1 3 2 1 3 0
 1 0 1 0 1 1 2 1 1 0 1 2 0 2 2 0 1 1 1 1 0 1]"
64,4.0,spect_edr,"[0 2 0 1 1 0 3 0 2 1 1 1 1 2 1 1 1 1 0 1 1 0 1 0 1 1 1 1 1 1 2 1 1 3 1 1 1
 1 1 3 1 1 1 2 2 0 1 0 0 2 2 2 2 1 0 0 1 1 1 2 0 1 1 3 3 1 3 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 0 1 1 0 3 3 1 2 1 1 2 1 1 1]"
