,no_clust,algorithm,MI-M,ADMI-M,NMI-M,ARI-M,CO-M,HO-M,VM-M,MI-S,ADMI-S,NMI-S,ARI-S,CO-S,HO-S,VM-S
0,2.0,spectral warp,0.0170863948323,-0.0142653716761,0.0287703939192,-0.067169425449,0.027805211571,0.0297690799493,0.0287536518264,0.0,1.56958448955e-09,0.0,0.0,0.0,0.0,0.0
1,2.0,aff prop,0.0315014805203,-0.0566455881032,0.0339487771836,-0.0516205133966,0.0209991797779,0.0548840233023,0.0303761418991,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2.0,pca,0.0125446463801,-0.0276100687129,0.0304636444176,0.0738587424634,0.0424610096602,0.0218561366917,0.0288580474676,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2.0,spectral overlap,0.000164111905411,-0.040018983027,0.000269495114044,-0.0379978539418,0.000254007610584,0.000285926930798,0.000269023783171,0.0,1.59204532163e-09,0.0,0.0,0.0,0.0,0.0
4,2.0,km_choice,0.00800528093972,-0.0351531668444,0.0164952837042,-0.0290754954346,0.0195781592152,0.0139473452797,0.0162328600111,0.0155146690154,0.0281458960628,0.0328224038879,0.0445536726482,0.0399133492606,0.0270307122619,0.032204725139
5,2.0,km_ent,0.00195382194721,-0.0471159495562,0.00414445908584,0.0142628539623,0.00504586648676,0.00340408157039,0.00406547850899,0.0,1.82239008774e-09,0.0,0.0,0.0,0.0,0.0
6,2.0,km_con,0.00233653335612,-0.0456224266635,0.00490444752328,-0.0334942218734,0.00591618452108,0.00407086743372,0.0048170529805,0.0095382971639,0.0172925882648,0.0202341084101,0.0187494393832,0.024638222343,0.01661827048,0.0198481873186
7,2.0,spect_cos_cat,0.0277960646771,0.00447177467196,0.045645095652,-0.0539670516948,0.0430219364924,0.0484281956356,0.0455652651034,0.0,1.09379322388e-09,0.0,0.0,0.0,0.0,0.0
8,2.0,aff_cos_cat,-1.11022302463e-16,-1.93430611348e-16,-1.11022302463e-06,0.0,1.0,-1.93430611348e-16,-3.86861222697e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2.0,spect_cos_ent,0.00195382194721,-0.0471159486636,0.00414445908584,0.0142628539623,0.00504586648676,0.00340408157039,0.00406547850899,0.0,1.46525676246e-09,0.0,0.0,0.0,0.0,0.0
10,2.0,aff_cos_ent,0.193360675041,0.0223295278492,0.200249077069,0.0620681907544,0.119030406863,0.336886127871,0.175908043741,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2.0,spect_rbf,0.00195382194721,-0.0471159488421,0.00414445908584,0.0142628539623,0.00504586648676,0.00340408157039,0.00406547850899,0.0,1.58618697478e-09,0.0,0.0,0.0,0.0,0.0
12,2.0,spect_esk_sim,0.0427781417804,0.0276165668022,0.0907412564539,-0.108954289292,0.110477207139,0.0745309900209,0.0890120086485,0.0,1.55885660361e-09,0.0,0.0,0.0,0.0,0.0
13,2.0,aff_esk_sim,0.0647545549367,-0.0317802118656,0.0682604495673,-0.0345489443378,0.0413002795305,0.112819792701,0.0604656993429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2.0,spect_lin_sim,0.0427781417804,0.027616566968,0.0907412564539,-0.108954289292,0.110477207139,0.0745309900209,0.0890120086485,0.0,1.47298103636e-09,0.0,0.0,0.0,0.0,0.0
15,2.0,aff_lin_sim,0.224086684342,0.0510461103615,0.221964800012,0.0236472616799,0.126193559491,0.390419072439,0.190736228265,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2.0,comp_hr_esk_dis,0.000164111905411,-0.0400189847425,0.000269495114044,-0.0379978539418,0.000254007610584,0.000285926930798,0.000269023783171,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2.0,avg_hr_esk_dis,0.0427781417804,0.0276165677969,0.0907412564539,-0.108954289292,0.110477207139,0.0745309900209,0.0890120086485,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2.0,comp_hr_lin_din,0.00303854045401,-0.0324102042434,0.00484728884433,-0.0221904525112,0.00443831172664,0.00529395197713,0.00482851880211,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2.0,avg_hr_lin_dis,0.0253977949015,0.00161290914824,0.0402937017359,0.0122699386503,0.0366913210309,0.0442497668103,0.0401176322899,0.0,0.0,0.0,0.0,0.0,0.0,0.0
