,mu,sigma,trials,cluster size,decision,alpha,tau,epsilon,clustering,labels,mut inf scr,adj mis,norm mis,adj rand s,complet,homogen,vmeas,mut inf scr1,adj mis1,norm mis1,adj rand s1,complet1,homogen1,vmeas1
0,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,spectral warp,[1 1 1 0 1 0 0 1 0 0 1 0 0 0 0 0 1 1 1 1],-0.0,-0.04064,-0.0,-0.05556,-0.0,-0.0,-0.0,52.0,47.0,52.0,51.0,52.0,52.0,52.0
1,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,aff prop,[0 0 0 1 4 1 2 4 2 2 0 1 2 3 2 2 4 4 4 4],0.0863,-0.03105,0.08525,-0.03202,0.05837,0.12451,0.07948,15.0,30.0,23.0,29.0,24.0,15.0,23.0
2,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,pca,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],0.03597,0.0,0.09698,0.0,0.18121,0.0519,0.08069,23.0,14.0,14.0,14.0,5.0,23.0,14.0
3,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,spectral overlap,[0 0 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0],0.1484,0.18162,0.22152,0.21227,0.22921,0.21409,0.22139,6.0,2.0,2.0,2.0,2.0,6.0,2.0
4,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,km_choice,[1 1 1 1 0 0 1 1 1 1 0 0 1 1 1 0 0 0 0 0],0.13251,0.15824,0.19186,0.20877,0.19256,0.19116,0.19186,8.0,3.0,4.0,3.0,3.0,8.0,4.0
5,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,km_ent,[0 0 0 1 0 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0],0.0067,-0.0333,0.01073,-0.03068,0.01192,0.00967,0.01068,36.0,46.0,36.0,28.0,36.0,36.0,36.0
6,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,km_con,[1 0 0 1 0 0 1 1 1 1 0 1 0 1 1 0 0 0 0 1],0.02014,-0.01041,0.02905,-0.01333,0.02905,0.02905,0.02905,34.0,26.0,34.0,24.0,33.0,34.0,34.0
7,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,spect_cos_cat,[0 1 1 0 1 1 0 0 0 0 1 1 1 0 0 1 1 1 1 0],0.0462,0.02866,0.0669,0.03998,0.06714,0.06665,0.0669,20.0,9.0,25.0,10.0,22.0,20.0,25.0
8,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,aff_cos_cat,[1 1 0 1 0 1 1 1 2 0 1 0 0 1 1 2 2 2 1 1],0.03347,-0.02752,0.04026,-0.03481,0.03356,0.04829,0.0396,31.0,29.0,30.0,30.0,32.0,31.0,30.0
9,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,spect_cos_ent,[0 0 1 0 0 0 0 0 0 0 1 0 0 1 1 0 0 1 1 0],0.10175,0.1109,0.15637,0.12115,0.16657,0.14679,0.15606,11.0,5.0,10.0,5.0,13.0,11.0,8.0
10,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,aff_cos_ent,[0 0 1 2 0 0 0 1 0 1 1 3 1 4 1 0 0 1 1 0],0.14209,0.00634,0.15743,0.01466,0.12091,0.20499,0.1521,7.0,13.0,9.0,13.0,17.0,7.0,10.0
11,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,spect_rbf,[1 1 1 0 1 0 0 1 0 0 1 0 0 0 0 1 1 1 1 1],0.00506,-0.03311,0.00733,-0.04442,0.00735,0.0073,0.00733,42.0,36.0,42.0,37.0,42.0,42.0,42.0
12,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,spect_esk_sim,[0 1 0 0 1 1 1 0 0 0 1 1 1 1 0 1 1 1 1 0],0.0863,0.08869,0.12636,0.1153,0.12824,0.12451,0.12635,13.0,7.0,11.0,6.0,15.0,13.0,11.0
13,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,aff_esk_sim,[1 0 1 1 4 3 4 3 1 2 4 3 3 3 2 4 3 4 3 2],0.22002,0.06815,0.21795,0.06629,0.14965,0.31743,0.2034,1.0,8.0,3.0,8.0,14.0,1.0,3.0
14,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,spect_lin_sim,[0 1 0 0 1 1 1 0 0 0 1 1 1 0 0 1 1 1 1 0],0.0462,0.02866,0.0669,0.03998,0.06714,0.06665,0.0669,20.0,9.0,25.0,10.0,22.0,20.0,25.0
15,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,aff_lin_sim,[0 4 4 1 3 4 0 2 1 2 4 3 2 0 1 3 3 0 4 1],0.03969,-0.05848,0.03773,-0.05859,0.02486,0.05726,0.03467,22.0,52.0,31.0,52.0,35.0,22.0,33.0
16,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,comp_hr_esk_dis,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.03597,0.0,0.09698,0.0,0.18121,0.0519,0.08069,23.0,14.0,14.0,14.0,5.0,23.0,14.0
17,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,avg_hr_esk_dis,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.03597,0.0,0.09698,0.0,0.18121,0.0519,0.08069,23.0,14.0,14.0,14.0,5.0,23.0,14.0
18,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,comp_hr_lin_din,[0 0 1 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1],0.00551,-0.03305,0.00822,-0.0398,0.00851,0.00795,0.00822,37.0,33.0,37.0,31.0,37.0,37.0,37.0
19,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,avg_hr_lin_dis,[1 0 0 0 1 1 1 0 0 0 1 1 0 0 0 1 1 1 0 0],0.00506,-0.03311,0.00733,-0.04442,0.00735,0.0073,0.00733,42.0,42.0,42.0,37.0,42.0,42.0,42.0
20,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,spect_edr,[1 1 1 0 1 0 0 1 0 0 1 0 0 0 1 0 1 1 1 1],0.00506,-0.03311,0.00733,-0.04442,0.00735,0.0073,0.00733,42.0,36.0,42.0,37.0,42.0,42.0,42.0
21,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,aff_edr,[0 0 0 1 0 1 1 0 1 1 0 1 1 1 0 1 0 1 0 1],0.00506,-0.03311,0.00733,-0.04442,0.00735,0.0073,0.00733,42.0,36.0,42.0,37.0,42.0,42.0,42.0
22,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,spectral bad warp,[0 0 0 1 1 1 1 0 1 1 0 1 1 1 1 0 1 0 1 1],0.00551,-0.03305,0.00822,-0.0398,0.00851,0.00795,0.00822,37.0,31.0,37.0,31.0,37.0,37.0,37.0
23,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,affinity bad warp,[1 0 4 2 1 2 2 5 2 2 3 5 1 2 3 4 5 4 1 1],0.19877,0.02141,0.18548,0.04018,0.11996,0.28677,0.16916,3.0,11.0,6.0,9.0,18.0,3.0,6.0
24,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,PCA bad euclid,[0 0 0 1 1 1 1 0 1 1 0 1 1 1 1 0 0 0 0 1],0.00506,-0.03311,0.00733,-0.04442,0.00735,0.0073,0.00733,42.0,36.0,42.0,37.0,42.0,42.0,42.0
