,mu,sigma,trials,cluster size,decision,alpha,tau,epsilon,clustering,labels,mut inf scr,adj mis,norm mis,adj rand s,complet,homogen,vmeas,mut inf scr1,adj mis1,norm mis1,adj rand s1,complet1,homogen1,vmeas1
0,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[2, 2]",,spectral warp,[0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 1 0 1 1],0.27436,0.3704,0.42163,0.3304,0.44913,0.39582,0.42079,16.0,13.0,9.0,11.0,10.0,16.0,9.0
1,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[2, 2]",,aff prop,[3 0 1 0 1 0 1 0 0 1 2 0 0 3 3 1 4 0 2 2],0.20794,0.05946,0.20872,0.04675,0.14521,0.3,0.1957,25.0,33.0,28.0,32.0,31.0,25.0,28.0
2,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[2, 2]",,pca,[1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 1 0 1 0 0],0.27436,0.3704,0.42163,0.3304,0.44913,0.39582,0.42079,16.0,11.0,9.0,11.0,10.0,16.0,9.0
3,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[2, 2]",,spectral overlap,[0 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 1 0],0.0067,-0.0333,0.01073,-0.03068,0.01192,0.00967,0.01068,44.0,43.0,44.0,45.0,45.0,44.0,44.0
4,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[2, 2]",,km_choice,[1 0 0 0 1 0 1 0 1 0 0 0 0 0 1 1 0 1 1 0],0.0,-0.04091,0.0,-0.05322,0.0,0.0,0.0,48.0,49.0,48.0,48.0,48.0,48.0,48.0
5,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[2, 2]",,km_ent,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 1 1],0.21576,0.28139,0.34559,0.21918,0.38369,0.31128,0.34371,24.0,17.0,22.0,20.0,18.0,24.0,20.0
6,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[2, 2]",,km_con,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 1 1 1],0.27436,0.3704,0.42163,0.3304,0.44913,0.39582,0.42079,16.0,13.0,9.0,11.0,10.0,16.0,9.0
7,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[2, 2]",,spect_cos_cat,[0 0 1 1 0 1 1 1 1 1 0 0 1 0 0 1 0 0 1 0],0.08228,0.08289,0.11871,0.11333,0.11871,0.11871,0.11871,34.0,30.0,35.0,28.0,35.0,34.0,35.0
8,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[2, 2]",,aff_cos_cat,[2 2 1 0 0 0 1 0 0 2 0 2 2 2 1 0 0 2 1 2],0.02527,-0.03286,0.02955,-0.02935,0.02395,0.03645,0.02891,38.0,42.0,40.0,44.0,42.0,38.0,41.0
9,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[2, 2]",,spect_cos_ent,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0],0.07488,0.05993,0.15775,0.02146,0.23035,0.10803,0.14708,36.0,32.0,32.0,35.0,24.0,36.0,33.0
10,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[2, 2]",,aff_cos_ent,[2 0 2 0 1 0 2 0 0 2 2 2 0 2 3 1 4 2 1 2],0.15337,0.01746,0.16128,0.03061,0.11755,0.22126,0.15354,28.0,36.0,31.0,33.0,37.0,28.0,32.0
11,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[2, 2]",,spect_rbf,[1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 1 0 1 0 0],0.27436,0.3704,0.42163,0.3304,0.44913,0.39582,0.42079,16.0,11.0,9.0,11.0,10.0,16.0,9.0
12,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[2, 2]",,spect_esk_sim,[1 1 0 1 0 0 1 0 0 1 0 1 0 0 0 1 1 0 1 1],-0.0,-0.04064,-0.0,-0.05556,-0.0,-0.0,-0.0,51.0,47.0,51.0,51.0,51.0,51.0,51.0
13,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[2, 2]",,aff_esk_sim,[2 2 1 2 0 0 1 0 1 2 0 2 1 2 1 2 2 2 2 2],0.05191,-0.00786,0.06244,0.00786,0.05205,0.07489,0.06142,37.0,38.0,37.0,37.0,38.0,37.0,37.0
