,mu,sigma,trials,cluster size,decision,alpha,tau,epsilon,clustering,labels,mut inf scr,adj mis,norm mis,adj rand s,complet,homogen,vmeas,mut inf scr1,adj mis1,norm mis1,adj rand s1,complet1,homogen1,vmeas1
0,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,spectral warp,[0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 0],0.03243,0.00325,0.05506,0.00654,0.06481,0.04678,0.05434,26.0,20.0,24.0,19.0,24.0,26.0,24.0
1,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,aff prop,[0 1 1 2 0 1 2 0 0 2 3 3 0 1 1 0 3 0 1 1],0.21511,0.10045,0.22626,0.0273,0.16496,0.31034,0.21542,7.0,11.0,6.0,15.0,16.0,7.0,6.0
2,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,pca,[0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0],0.11728,0.12825,0.21666,0.0649,0.27744,0.16919,0.2102,13.0,6.0,8.0,8.0,2.0,13.0,7.0
3,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,spectral overlap,[0 1 1 0 1 0 0 1 1 1 0 0 1 1 0 1 1 0 0 1],0.00506,-0.03311,0.00733,-0.04442,0.00735,0.0073,0.00733,40.0,36.0,40.0,40.0,40.0,40.0,40.0
4,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,km_choice,[1 0 0 0 0 0 0 1 1 1 1 1 1 0 1 1 1 1 0 0],0.0462,0.02866,0.0669,0.03998,0.06714,0.06665,0.0669,21.0,16.0,23.0,14.0,23.0,21.0,23.0
5,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,km_ent,[0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 0],0.03243,0.00325,0.05506,0.00654,0.06481,0.04678,0.05434,26.0,20.0,24.0,19.0,24.0,26.0,24.0
6,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,km_con,[1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1],0.11728,0.12825,0.21666,0.0649,0.27744,0.16919,0.2102,13.0,6.0,8.0,8.0,2.0,13.0,7.0
7,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,spect_cos_cat,[0 1 0 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 1 1],0.13251,0.15824,0.19186,0.20877,0.19256,0.19116,0.19186,11.0,4.0,14.0,3.0,11.0,11.0,14.0
8,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,aff_cos_cat,[3 1 0 1 1 1 1 3 3 1 3 3 2 1 1 3 3 3 4 1],0.14209,0.00634,0.15743,0.01466,0.12091,0.20499,0.1521,10.0,19.0,17.0,17.0,20.0,10.0,16.0
9,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,spect_cos_ent,[1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1],0.11728,0.12825,0.21666,0.0649,0.27744,0.16919,0.2102,13.0,6.0,8.0,8.0,2.0,13.0,7.0
10,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,aff_cos_ent,[0 2 0 0 0 2 0 2 0 0 1 1 2 0 2 0 1 0 2 2],0.1487,0.09422,0.17873,0.07083,0.14891,0.21452,0.17579,9.0,12.0,15.0,7.0,17.0,9.0,15.0
11,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,spect_rbf,[0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 0],0.03243,0.00325,0.05506,0.00654,0.06481,0.04678,0.05434,26.0,20.0,24.0,19.0,24.0,26.0,24.0
12,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,spect_esk_sim,[1 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 0 0],0.0067,-0.0333,0.01073,-0.03068,0.01192,0.00967,0.01068,35.0,42.0,35.0,34.0,35.0,35.0,35.0
13,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,aff_esk_sim,[1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 2 1],0.06931,-0.00425,0.13257,-0.00966,0.17575,0.1,0.12747,20.0,28.0,18.0,30.0,15.0,20.0,18.0
14,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,spect_lin_sim,[1 0 0 1 0 0 1 1 0 1 1 1 0 0 0 1 1 1 0 0],-0.0,-0.04064,-0.0,-0.05556,-0.0,-0.0,-0.0,51.0,44.0,51.0,49.0,51.0,51.0,51.0
15,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,aff_lin_sim,[2 0 1 1 1 0 1 2 1 1 2 2 2 0 0 2 2 2 0 3],0.29996,0.18271,0.32565,0.21327,0.24505,0.43275,0.31291,4.0,2.0,3.0,2.0,8.0,4.0,3.0
16,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,comp_hr_esk_dis,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],0.03597,0.0,0.09698,0.0,0.18121,0.0519,0.08069,24.0,26.0,21.0,25.0,12.0,24.0,21.0
17,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,avg_hr_esk_dis,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],0.03597,0.0,0.09698,0.0,0.18121,0.0519,0.08069,24.0,26.0,21.0,25.0,12.0,24.0,21.0
18,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,comp_hr_lin_din,[1 1 1 0 0 0 0 1 0 0 0 0 1 1 1 0 0 0 0 0],0.00551,-0.03305,0.00822,-0.0398,0.00851,0.00795,0.00822,37.0,34.0,37.0,37.0,37.0,37.0,37.0
19,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,avg_hr_lin_dis,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1],0.07488,0.05993,0.15775,0.02146,0.23035,0.10803,0.14708,19.0,15.0,16.0,16.0,10.0,19.0,17.0
20,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,spect_edr,[0 1 1 0 0 1 1 0 0 1 1 1 0 1 0 1 1 0 1 1],0.02101,-0.00937,0.03076,-0.01109,0.03121,0.03031,0.03075,34.0,31.0,34.0,31.0,32.0,34.0,34.0
21,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,aff_edr,[0 1 1 0 0 1 1 0 1 0 0 1 0 1 1 1 0 1 0 1],0.00506,-0.03311,0.00733,-0.04442,0.00735,0.0073,0.00733,40.0,36.0,40.0,40.0,40.0,40.0,40.0
22,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,spectral bad warp,[1 0 0 1 1 0 1 1 0 1 1 1 1 0 0 0 1 1 0 0],0.00506,-0.03311,0.00733,-0.04442,0.00735,0.0073,0.00733,40.0,36.0,40.0,40.0,40.0,40.0,40.0
23,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,affinity bad warp,[2 0 1 1 1 0 2 2 2 2 4 4 4 1 1 3 4 3 0 0],0.38626,0.17992,0.37061,0.16064,0.24647,0.55726,0.34178,2.0,3.0,2.0,4.0,7.0,2.0,2.0
24,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,PCA bad euclid,[1 0 0 1 0 0 1 1 0 1 1 1 1 0 0 1 1 1 0 0],0.00506,-0.03311,0.00733,-0.04442,0.00735,0.0073,0.00733,40.0,36.0,40.0,40.0,40.0,40.0,40.0
25,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,spectral bad eucsim,[0 1 1 0 1 1 0 0 1 0 0 0 0 1 1 1 0 0 1 1],-0.0,-0.04064,-0.0,-0.05556,-0.0,-0.0,-0.0,51.0,44.0,51.0,49.0,51.0,51.0,51.0
26,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,affinity bad eucsim,[5 0 3 2 2 1 2 3 2 5 5 5 3 0 0 4 5 4 0 0],0.30432,0.09171,0.28204,0.08276,0.18118,0.43904,0.2565,3.0,13.0,5.0,6.0,14.0,3.0,5.0
27,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,spectral bad cosine,[1 0 0 0 0 0 0 1 0 1 1 0 1 0 0 0 0 0 0 0],0.0067,-0.0333,0.01073,-0.03068,0.01192,0.00967,0.01068,35.0,42.0,35.0,34.0,35.0,35.0,35.0
28,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,affinity bad cosine,[2 0 0 0 0 0 0 1 0 2 3 3 1 0 0 3 3 3 0 0],0.26332,0.15768,0.29675,0.13393,0.23181,0.37989,0.28793,5.0,5.0,4.0,5.0,9.0,5.0,4.0
29,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,spectral bad rbf,[1 0 0 1 0 0 1 1 0 1 1 1 1 0 0 1 1 1 0 0],0.00506,-0.03311,0.00733,-0.04442,0.00735,0.0073,0.00733,40.0,36.0,40.0,40.0,40.0,40.0,40.0
30,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,affinity bad rbf,[3 0 2 3 0 1 3 2 0 3 3 3 2 0 0 4 3 4 0 0],0.11963,-0.01009,0.12147,-0.03872,0.08548,0.1726,0.11434,12.0,32.0,19.0,36.0,22.0,12.0,19.0
31,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,spectral bad edr,[1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 1],0.03243,0.00325,0.05506,0.00654,0.06481,0.04678,0.05434,26.0,24.0,24.0,19.0,24.0,26.0,24.0
32,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,affinity bad edr,[0 3 5 2 1 1 2 2 1 3 3 6 2 6 1 4 2 5 4 6],0.24764,0.02614,0.21881,0.01384,0.13401,0.35726,0.19491,6.0,17.0,7.0,18.0,19.0,6.0,12.0
