,mu,sigma,trials,cluster size,decision,alpha,tau,epsilon,clustering,labels,mut inf scr,adj mis,norm mis,adj rand s,complet,homogen,vmeas,mut inf scr1,adj mis1,norm mis1,adj rand s1,complet1,homogen1,vmeas1
0,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[0.1, 0.1]",,spectral warp,[1 1 0 0 1 0 1 0 0 0 1 1 0 0 1 0 1 0 1 0],0.00506,-0.03311,0.00733,-0.04442,0.00735,0.0073,0.00733,35.0,23.0,35.0,42.0,35.0,35.0,35.0
1,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[0.1, 0.1]",,aff prop,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],0.03597,0.0,0.09698,0.0,0.18121,0.0519,0.08069,16.0,6.0,7.0,7.0,3.0,16.0,7.0
2,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[0.1, 0.1]",,pca,[1 1 0 0 1 0 1 0 0 0 1 1 0 0 1 0 1 0 1 0],0.00506,-0.03311,0.00733,-0.04442,0.00735,0.0073,0.00733,35.0,23.0,35.0,42.0,35.0,35.0,35.0
3,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[0.1, 0.1]",,spectral overlap,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],0.0,-0.05393,0.0,-0.01931,0.0,0.0,0.0,41.0,49.0,41.0,25.0,41.0,41.0,41.0
4,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[0.1, 0.1]",,km_choice,[0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0],0.0,-0.04567,0.0,-0.03486,0.0,0.0,0.0,41.0,38.0,41.0,30.0,41.0,41.0,41.0
5,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[0.1, 0.1]",,km_ent,[0 0 1 1 0 1 0 1 1 1 0 0 1 1 0 1 0 1 0 1],0.00506,-0.03311,0.00733,-0.04442,0.00735,0.0073,0.00733,35.0,21.0,35.0,42.0,35.0,35.0,35.0
6,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[0.1, 0.1]",,km_con,[1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1 1],0.0,-0.04567,0.0,-0.03486,0.0,0.0,0.0,41.0,43.0,41.0,30.0,41.0,41.0,41.0
7,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[0.1, 0.1]",,spect_cos_cat,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],0.03597,0.0,0.09698,0.0,0.18121,0.0519,0.08069,16.0,6.0,7.0,7.0,3.0,16.0,7.0
8,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[0.1, 0.1]",,aff_cos_cat,[4 4 4 2 4 4 4 0 1 4 4 4 2 1 4 3 4 2 4 2],0.10385,-0.03331,0.1159,-0.01234,0.08966,0.14982,0.11219,6.0,28.0,6.0,12.0,9.0,6.0,6.0
9,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[0.1, 0.1]",,spect_cos_ent,[1 1 0 0 1 0 1 0 0 0 1 1 0 0 1 1 1 0 1 0],0.02014,-0.01041,0.02905,-0.01333,0.02905,0.02905,0.02905,22.0,12.0,22.0,13.0,22.0,22.0,22.0
10,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[0.1, 0.1]",,aff_cos_ent,[1 1 0 0 1 0 3 0 0 0 2 3 0 0 1 0 3 0 0 0],0.06931,-0.03075,0.08076,-0.03249,0.06522,0.1,0.07895,8.0,20.0,12.0,29.0,11.0,8.0,11.0
11,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[0.1, 0.1]",,spect_rbf,[0 0 1 1 0 1 0 1 1 1 0 0 1 1 0 1 0 1 0 1],0.00506,-0.03311,0.00733,-0.04442,0.00735,0.0073,0.00733,35.0,21.0,35.0,42.0,35.0,35.0,35.0
12,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[0.1, 0.1]",,spect_esk_sim,[0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0],0.0,-0.04567,0.0,-0.03486,0.0,0.0,0.0,41.0,38.0,41.0,30.0,41.0,41.0,41.0
13,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[0.1, 0.1]",,aff_esk_sim,[3 0 3 4 3 3 3 1 2 3 3 3 4 2 3 5 3 0 3 4],0.08009,-0.07982,0.08208,-0.05198,0.05831,0.11554,0.0775,7.0,52.0,11.0,48.0,15.0,7.0,12.0
14,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[0.1, 0.1]",,spect_lin_sim,[0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0],0.0,-0.04567,0.0,-0.03486,0.0,0.0,0.0,41.0,38.0,41.0,30.0,41.0,41.0,41.0
15,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[0.1, 0.1]",,aff_lin_sim,[2 0 2 2 2 2 2 0 1 2 2 2 2 1 2 3 2 0 2 2],0.04315,-0.07518,0.05421,-0.04211,0.0472,0.06226,0.05369,14.0,51.0,19.0,41.0,16.0,14.0,16.0
16,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[0.1, 0.1]",,comp_hr_esk_dis,[0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0],0.00997,-0.0342,0.01841,-0.01731,0.02358,0.01438,0.01786,28.0,29.0,28.0,19.0,28.0,28.0,28.0
17,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[0.1, 0.1]",,avg_hr_esk_dis,[0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0],0.00997,-0.0342,0.01841,-0.01731,0.02358,0.01438,0.01786,28.0,29.0,28.0,19.0,28.0,28.0,28.0
18,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[0.1, 0.1]",,comp_hr_lin_din,[1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1 1],0.0,-0.04567,0.0,-0.03486,0.0,0.0,0.0,41.0,43.0,41.0,30.0,41.0,41.0,41.0
19,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[0.1, 0.1]",,avg_hr_lin_dis,[1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1 1],0.0,-0.04567,0.0,-0.03486,0.0,0.0,0.0,41.0,43.0,41.0,30.0,41.0,41.0,41.0
20,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[0.1, 0.1]",,spect_edr,[1 1 0 1 1 1 1 0 0 1 1 1 1 0 1 0 1 1 1 1],0.0067,-0.0333,0.01073,-0.03068,0.01192,0.00967,0.01068,34.0,27.0,34.0,28.0,34.0,34.0,34.0
21,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[0.1, 0.1]",,aff_edr,[0 2 0 0 2 3 0 0 1 2 3 0 3 1 0 4 3 2 0 3],0.12164,-0.00744,0.12282,0.01481,0.08596,0.17549,0.1154,5.0,10.0,5.0,4.0,10.0,5.0,5.0
22,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[0.1, 0.1]",,spectral bad warp,[0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0],0.0,-0.04567,0.0,-0.03486,0.0,0.0,0.0,41.0,38.0,41.0,30.0,41.0,41.0,41.0
23,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[0.1, 0.1]",,affinity bad warp,[1 0 2 2 1 2 1 0 2 2 1 1 2 2 1 3 1 0 1 2],0.06842,-0.02603,0.07606,-0.02035,0.05861,0.09871,0.07355,9.0,18.0,13.0,26.0,13.0,9.0,13.0
24,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[0.1, 0.1]",,PCA bad euclid,[1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1 1],0.0,-0.04567,0.0,-0.03486,0.0,0.0,0.0,41.0,43.0,41.0,30.0,41.0,41.0,41.0
25,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[0.1, 0.1]",,spectral bad eucsim,[0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0],0.00997,-0.0342,0.01841,-0.01731,0.02358,0.01438,0.01786,28.0,29.0,28.0,19.0,28.0,28.0,28.0
26,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[0.1, 0.1]",,affinity bad eucsim,[1 0 3 3 1 3 1 0 3 3 1 1 3 3 1 2 1 0 1 3],0.06842,-0.02603,0.07606,-0.02035,0.05861,0.09871,0.07355,9.0,18.0,13.0,26.0,13.0,9.0,13.0
