,no_clust,algorithm,predictions
30,3.0,aff_cos_cat,[1 1 1 1 0 0 1 1 1 1 0 0 1 0 1 1 1 1 0 0 1 0 0 0 0 1 1 0 1 0 1 0 0 0]
31,3.0,spect_cos_ent,[2 2 1 2 1 2 1 2 2 1 1 2 1 1 1 0 0 1 0 2 0 1 2 1 1 2 2 0 2 2 1 2 2 0]
32,3.0,aff_cos_ent,[4 2 0 4 0 0 0 4 2 0 0 4 0 0 0 1 3 0 5 2 3 0 4 0 0 2 2 5 6 7 0 4 2 3]
33,3.0,spect_rbf,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 1 2 0 2 0 0 0 0 0 1 2 1 2 0 0 0 2]
34,3.0,spect_esk_sim,[0 2 2 0 0 1 0 2 2 2 0 1 0 0 2 1 2 2 1 1 2 1 2 2 2 2 1 2 2 0 0 2 1 1]
35,3.0,aff_esk_sim,[3 3 3 0 3 1 3 0 3 3 0 1 2 2 3 4 4 3 1 4 3 4 3 1 4 3 1 3 3 1 0 3 4 1]
36,3.0,spect_lin_sim,[1 1 2 1 1 0 1 2 2 2 1 0 1 1 2 0 2 2 0 0 2 0 2 2 2 2 0 2 2 1 1 2 0 0]
37,3.0,aff_lin_sim,[3 2 3 4 1 0 3 2 1 3 2 0 2 2 4 5 5 3 0 5 3 5 3 1 5 3 0 3 3 0 4 3 5 0]
38,3.0,comp_hr_esk_dis,[1 1 2 1 2 0 2 1 2 1 1 0 1 1 1 0 1 2 0 0 2 0 0 0 0 2 0 1 2 0 1 0 0 0]
39,3.0,avg_hr_esk_dis,[2 1 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0]
40,3.0,comp_hr_lin_din,[0 1 1 2 2 0 0 2 2 2 0 0 0 0 0 0 0 1 1 0 1 0 0 1 2 2 0 2 1 0 0 1 0 0]
41,3.0,avg_hr_lin_dis,[2 0 0 0 0 1 0 0 0 0 2 1 2 2 0 1 0 0 1 1 0 1 2 1 0 0 1 0 0 2 2 0 1 1]
42,3.0,spect_edr,[0 0 1 0 0 2 0 0 0 0 0 2 0 0 0 1 1 2 0 1 0 1 0 0 0 2 2 1 2 1 0 1 2 2]
43,3.0,aff_edr,[1 1 2 1 1 0 1 1 1 1 1 0 1 1 1 2 2 0 1 1 1 2 1 1 1 0 3 2 3 2 1 1 0 0]
44,4.0,spectral warp,[2 2 0 2 2 1 2 2 0 0 2 1 0 2 2 0 0 1 0 0 0 0 2 2 2 1 3 0 3 0 2 0 1 1]
45,4.0,aff prop,[0 0 2 0 0 3 0 0 0 0 0 3 1 0 0 1 2 3 1 2 1 2 0 0 0 3 4 1 5 2 0 2 3 3]
46,4.0,pca,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1 0 0 0 0 1 1 1 0]
47,4.0,spectral overlap,[1 1 2 1 1 3 1 0 1 1 2 2 0 2 1 2 1 2 0 1 2 1 1 1 1 3 1 0 2 0 1 1 1 2]
48,4.0,km_choice,[1 1 1 1 2 0 3 1 2 2 1 0 2 3 3 0 3 2 0 0 2 0 1 3 0 1 0 1 2 0 1 1 0 0]
49,4.0,km_ent,[2 2 2 2 2 0 2 2 2 2 2 0 2 2 2 1 1 0 1 2 1 2 2 2 2 0 3 1 3 1 2 2 0 1]
50,4.0,km_con,[1 1 1 1 1 2 1 3 1 3 1 2 1 1 0 2 0 3 2 2 1 2 1 1 1 1 2 2 3 2 1 1 2 2]
51,4.0,spect_cos_cat,[1 3 3 1 3 0 2 2 3 2 1 0 3 0 0 2 1 2 2 3 3 0 0 0 3 1 2 2 3 1 1 1 0 0]
52,4.0,aff_cos_cat,[1 1 1 1 0 0 1 1 1 1 0 0 1 0 1 1 1 1 0 0 1 0 0 0 0 1 1 0 1 0 1 0 0 0]
53,4.0,spect_cos_ent,[0 1 1 0 1 3 1 0 1 1 1 0 1 1 1 2 1 1 2 3 2 1 0 1 1 3 3 2 0 3 1 0 3 2]
54,4.0,aff_cos_ent,[4 2 0 4 0 0 0 4 2 0 0 4 0 0 0 1 3 0 5 2 3 0 4 0 0 2 2 5 6 7 0 4 2 3]
55,4.0,spect_rbf,[1 1 2 1 2 0 2 1 1 2 2 1 2 2 2 3 3 0 3 1 3 2 1 2 2 1 0 3 0 1 2 1 1 3]
56,4.0,spect_esk_sim,[0 2 1 2 1 3 1 2 1 1 0 3 0 0 2 3 2 2 1 3 1 3 2 1 1 2 3 2 2 0 0 2 3 3]
57,4.0,aff_esk_sim,[3 3 3 0 3 1 3 0 3 3 0 1 2 2 3 4 4 3 1 4 3 4 3 1 4 3 1 3 3 1 0 3 4 1]
58,4.0,spect_lin_sim,[3 3 1 3 1 0 1 2 1 1 3 0 3 3 2 0 2 2 1 0 1 0 2 1 1 2 0 2 2 3 3 2 0 0]
59,4.0,aff_lin_sim,[3 2 3 4 1 0 3 2 1 3 2 0 2 2 4 5 5 3 0 5 3 5 3 1 5 3 0 3 3 0 4 3 5 0]
60,4.0,comp_hr_esk_dis,[0 0 2 0 2 3 2 0 2 0 0 3 0 0 0 1 0 2 3 1 2 3 1 3 3 2 3 0 2 1 0 1 1 3]
61,4.0,avg_hr_esk_dis,[2 3 1 1 0 0 1 1 0 1 3 0 3 3 1 0 1 1 0 0 1 0 0 0 0 1 0 0 1 2 2 1 0 0]
62,4.0,comp_hr_lin_din,[0 1 1 2 2 3 0 2 2 2 0 3 0 0 0 0 3 1 1 3 1 3 0 1 2 2 3 2 1 0 0 1 3 3]
63,4.0,avg_hr_lin_dis,[2 0 0 0 1 3 0 0 1 0 2 3 2 2 0 3 0 0 3 3 0 3 2 3 1 0 3 1 0 2 2 0 3 3]
64,4.0,spect_edr,[0 0 1 0 0 3 0 0 0 2 0 3 2 0 0 1 1 3 2 2 2 1 2 0 0 3 1 1 1 1 0 2 3 3]
65,4.0,aff_edr,[1 1 2 1 1 0 1 1 1 1 1 0 1 1 1 2 2 0 1 1 1 2 1 1 1 0 3 2 3 2 1 1 0 0]
66,5.0,spectral warp,[0 0 2 0 0 1 0 0 2 2 0 1 2 0 0 3 2 1 3 3 2 3 3 2 0 1 4 2 4 3 0 3 1 1]
67,5.0,aff prop,[0 0 2 0 0 3 0 0 0 0 0 3 1 0 0 1 2 3 1 2 1 2 0 0 0 3 4 1 5 2 0 2 3 3]
68,5.0,pca,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1 0 0 0 0 1 1 1 0]
69,5.0,spectral overlap,[1 1 1 1 4 2 1 1 1 4 1 3 4 1 4 3 4 3 0 1 1 1 1 1 4 2 4 0 3 0 1 4 4 1]
70,5.0,km_choice,[3 0 0 0 4 2 0 0 0 0 4 2 0 0 0 1 4 0 1 2 3 2 3 4 0 0 1 0 0 2 4 3 1 2]
71,5.0,km_ent,[4 4 0 4 0 3 0 4 4 0 0 3 4 0 0 1 1 3 1 4 1 0 4 0 0 3 2 1 2 1 0 4 3 1]
72,5.0,km_con,[4 3 4 4 3 1 2 4 3 0 3 1 0 2 2 1 2 0 1 1 0 1 4 2 3 4 1 0 0 1 4 4 1 1]
73,5.0,spect_cos_cat,[3 0 0 0 4 1 2 2 4 2 3 1 0 1 1 2 0 2 2 0 4 1 1 1 4 3 2 2 2 3 3 3 1 1]
74,5.0,aff_cos_cat,[1 1 1 1 0 0 1 1 1 1 0 0 1 0 1 1 1 1 0 0 1 0 0 0 0 1 1 0 1 0 1 0 0 0]
75,5.0,spect_cos_ent,[0 3 1 0 1 4 1 0 3 1 1 0 1 1 1 2 2 1 2 3 2 1 0 1 1 4 3 2 0 3 1 0 4 2]
76,5.0,aff_cos_ent,[4 2 0 4 0 0 0 4 2 0 0 4 0 0 0 1 3 0 5 2 3 0 4 0 0 2 2 5 6 7 0 4 2 3]
77,5.0,spect_rbf,[2 2 1 2 1 0 1 2 2 1 1 0 1 1 1 4 4 1 4 2 4 1 2 1 1 0 3 4 3 2 1 2 0 4]
78,5.0,spect_esk_sim,[0 0 2 0 1 4 3 2 1 2 3 4 3 3 0 4 0 2 2 4 2 4 0 1 1 2 4 1 2 3 0 0 4 4]
79,5.0,aff_esk_sim,[3 3 3 0 3 1 3 0 3 3 0 1 2 2 3 4 4 3 1 4 3 4 3 1 4 3 1 3 3 1 0 3 4 1]
80,5.0,spect_lin_sim,[4 4 2 4 2 3 2 1 2 2 4 3 4 4 1 3 1 1 2 0 2 3 4 2 0 1 0 0 1 4 4 1 0 3]
81,5.0,aff_lin_sim,[3 2 3 4 1 0 3 2 1 3 2 0 2 2 4 5 5 3 0 5 3 5 3 1 5 3 0 3 3 0 4 3 5 0]
82,5.0,comp_hr_esk_dis,[0 4 2 0 2 3 2 0 2 0 4 3 4 4 0 1 0 2 3 1 2 3 1 3 3 2 3 0 2 1 0 1 1 3]
83,5.0,avg_hr_esk_dis,[2 1 0 0 3 4 0 0 3 0 1 4 1 1 0 4 0 0 4 4 0 4 4 3 3 0 4 3 0 2 2 0 4 4]
84,5.0,comp_hr_lin_din,[3 0 0 2 2 1 4 2 2 2 3 1 3 3 4 4 1 0 0 1 0 1 3 0 2 2 1 2 0 3 4 0 1 1]
85,5.0,avg_hr_lin_dis,[0 2 2 1 4 3 2 1 4 2 0 3 0 0 1 3 1 2 3 3 2 3 0 3 4 2 3 4 2 0 0 2 3 3]
86,5.0,spect_edr,[1 1 4 1 1 3 1 1 1 0 1 3 0 1 1 4 4 3 0 0 0 4 0 1 1 3 2 4 2 4 1 0 3 3]
87,5.0,aff_edr,[1 1 2 1 1 0 1 1 1 1 1 0 1 1 1 2 2 0 1 1 1 2 1 1 1 0 3 2 3 2 1 1 0 0]
88,6.0,spectral warp,[0 0 1 0 0 2 0 0 3 1 0 2 1 0 5 3 3 2 5 5 3 5 5 1 0 2 4 3 4 5 0 5 2 2]
89,6.0,aff prop,[0 0 2 0 0 3 0 0 0 0 0 3 1 0 0 1 2 3 1 2 1 2 0 0 0 3 4 1 5 2 0 2 3 3]
90,6.0,pca,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1 0 0 0 0 1 1 1 0]
91,6.0,spectral overlap,[3 0 0 3 1 2 0 0 0 1 0 4 1 0 3 4 0 4 3 0 3 0 3 0 1 2 3 3 4 5 0 1 1 3]
92,6.0,km_choice,[5 4 2 2 0 1 4 2 0 3 5 1 0 4 4 1 2 3 1 1 3 1 5 5 0 2 1 4 3 1 5 5 1 1]
93,6.0,km_ent,[0 0 3 0 3 4 3 0 0 3 3 4 0 3 3 5 1 4 5 0 1 3 0 3 3 4 2 5 2 1 3 0 4 1]
94,6.0,km_con,[3 3 3 3 0 1 4 2 2 2 5 1 2 3 4 1 3 2 1 0 2 1 3 4 0 3 1 3 2 1 5 3 1 1]
95,6.0,spect_cos_cat,[2 1 1 1 0 3 4 1 0 5 2 3 0 4 4 4 1 5 4 1 3 4 3 4 0 2 0 0 1 2 2 2 4 3]
96,6.0,aff_cos_cat,[1 1 1 1 0 0 1 1 1 1 0 0 1 0 1 1 1 1 0 0 1 0 0 0 0 1 1 0 1 0 1 0 0 0]
97,6.0,spect_cos_ent,[0 3 0 0 0 1 0 3 5 0 0 1 0 0 0 4 4 0 4 5 4 0 3 0 0 1 5 4 2 5 0 3 3 4]
98,6.0,aff_cos_ent,[4 2 0 4 0 0 0 4 2 0 0 4 0 0 0 1 3 0 5 2 3 0 4 0 0 2 2 5 6 7 0 4 2 3]
99,6.0,spect_rbf,[0 5 1 0 1 4 1 0 5 1 1 4 1 1 1 2 2 1 2 5 2 1 0 1 1 4 3 2 3 5 1 0 4 2]
100,6.0,spect_esk_sim,[5 3 1 4 0 2 1 4 1 1 5 2 5 5 4 2 4 1 2 3 1 2 3 1 0 3 0 0 3 5 4 3 3 2]
101,6.0,aff_esk_sim,[3 3 3 0 3 1 3 0 3 3 0 1 2 2 3 4 4 3 1 4 3 4 3 1 4 3 1 3 3 1 0 3 4 1]
102,6.0,spect_lin_sim,[3 3 2 0 4 1 4 0 4 4 4 1 4 4 0 1 0 2 1 5 2 1 3 1 5 2 5 5 3 4 0 3 5 1]
103,6.0,aff_lin_sim,[3 2 3 4 1 0 3 2 1 3 2 0 2 2 4 5 5 3 0 5 3 5 3 1 5 3 0 3 3 0 4 3 5 0]
104,6.0,comp_hr_esk_dis,[5 4 2 1 2 3 2 1 2 1 4 3 4 4 5 0 5 2 3 0 2 3 0 3 3 2 3 1 2 0 5 0 0 3]
105,6.0,avg_hr_esk_dis,[2 0 1 1 3 4 1 1 3 1 0 4 0 0 5 4 5 1 4 4 1 4 4 3 3 1 4 3 1 2 2 1 4 4]
106,6.0,comp_hr_lin_din,[3 2 5 0 0 1 4 0 0 0 3 1 3 3 4 4 1 2 5 1 2 1 3 5 0 0 1 0 2 3 4 2 1 1]
107,6.0,avg_hr_lin_dis,[0 2 2 1 4 3 2 1 4 2 0 3 0 0 1 3 1 2 3 3 2 3 5 3 4 2 3 4 2 0 0 2 3 3]
108,6.0,spect_edr,[3 0 2 3 3 1 3 0 0 5 3 1 5 3 3 2 2 1 5 5 5 2 5 3 3 1 4 2 4 2 3 0 1 1]
109,6.0,aff_edr,[1 1 2 1 1 0 1 1 1 1 1 0 1 1 1 2 2 0 1 1 1 2 1 1 1 0 3 2 3 2 1 1 0 0]
110,7.0,spectral warp,[1 1 3 6 6 4 1 6 2 2 6 4 2 6 1 5 5 4 5 3 2 3 1 2 6 4 0 5 0 5 6 1 4 4]
111,7.0,aff prop,[0 0 2 0 0 3 0 0 0 0 0 3 1 0 0 1 2 3 1 2 1 2 0 0 0 3 4 1 5 2 0 2 3 3]
112,7.0,pca,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1 0 0 0 0 1 1 1 0]
113,7.0,spectral overlap,[6 1 1 2 6 0 3 1 1 3 1 4 6 1 3 4 1 4 6 1 2 1 3 3 6 0 6 2 4 5 1 6 3 2]
114,7.0,km_choice,[1 6 1 0 1 4 3 0 3 6 5 4 1 3 3 2 5 6 2 2 1 4 1 5 2 1 2 3 6 4 5 5 2 4]
115,7.0,km_ent,[3 3 1 3 1 4 1 3 3 1 1 4 3 1 1 6 0 4 6 3 0 1 3 1 1 4 5 6 2 0 1 3 4 0]
116,7.0,km_con,[6 3 2 6 2 1 3 3 2 3 0 1 2 2 6 4 2 3 4 5 6 0 0 0 5 6 4 6 3 1 6 0 4 1]
117,7.0,spect_cos_cat,[3 2 2 2 1 4 6 2 1 0 3 4 2 5 5 6 2 0 0 4 4 5 3 6 6 6 6 6 2 4 3 3 6 4]
118,7.0,aff_cos_cat,[1 1 1 1 0 0 1 1 1 1 0 0 1 0 1 1 1 1 0 0 1 0 0 0 0 1 1 0 1 0 1 0 0 0]
119,7.0,spect_cos_ent,[4 6 2 5 2 4 2 5 1 2 2 4 6 2 2 0 0 2 0 1 0 2 4 2 2 4 1 0 3 1 2 4 6 0]
120,7.0,aff_cos_ent,[4 2 0 4 0 0 0 4 2 0 0 4 0 0 0 1 3 0 5 2 3 0 4 0 0 2 2 5 6 7 0 4 2 3]
121,7.0,spect_rbf,[1 5 2 1 2 6 2 1 5 2 2 0 0 2 2 4 4 2 4 5 4 2 1 2 2 6 3 4 3 5 2 0 0 4]
122,7.0,spect_esk_sim,[3 4 6 5 0 1 6 5 0 6 2 1 2 2 3 3 5 6 6 1 6 3 4 0 0 4 1 0 4 2 3 4 1 1]
123,7.0,aff_esk_sim,[3 3 3 0 3 1 3 0 3 3 0 1 2 2 3 4 4 3 1 4 3 4 3 1 4 3 1 3 3 1 0 3 4 1]
124,7.0,spect_lin_sim,[3 1 6 2 0 4 6 2 0 6 5 4 2 5 3 4 2 6 6 1 6 3 1 0 0 1 0 0 1 5 3 1 1 4]
125,7.0,aff_lin_sim,[3 2 3 4 1 0 3 2 1 3 2 0 2 2 4 5 5 3 0 5 3 5 3 1 5 3 0 3 3 0 4 3 5 0]
126,7.0,comp_hr_esk_dis,[2 4 0 1 0 3 0 1 0 1 4 3 4 4 2 6 2 0 3 5 0 3 5 3 3 0 3 1 0 6 2 5 5 3]
127,7.0,avg_hr_esk_dis,[2 6 0 0 1 4 0 0 1 0 3 4 6 3 5 4 5 0 4 4 0 4 4 1 1 0 4 1 0 2 2 0 4 4]
128,7.0,comp_hr_lin_din,[1 2 5 3 6 0 4 3 6 3 1 0 1 1 4 4 0 2 5 0 2 0 1 5 6 3 0 6 2 1 4 2 0 0]
129,7.0,avg_hr_lin_dis,[6 0 0 1 4 3 0 1 4 0 2 3 2 2 1 3 1 0 3 3 0 3 5 3 4 0 3 4 0 6 6 0 3 3]
130,7.0,spect_edr,[0 3 1 0 0 2 0 3 3 5 0 2 5 0 0 1 1 6 5 5 5 1 5 0 0 2 4 1 4 6 0 3 2 2]
131,7.0,aff_edr,[1 1 2 1 1 0 1 1 1 1 1 0 1 1 1 2 2 0 1 1 1 2 1 1 1 0 3 2 3 2 1 1 0 0]
132,8.0,spectral warp,[4 4 6 2 2 5 4 4 0 0 2 5 0 2 0 1 7 5 4 1 0 1 0 0 2 5 3 7 3 1 2 1 5 4]
133,8.0,aff prop,[0 0 2 0 0 3 0 0 0 0 0 3 1 0 0 1 2 3 1 2 1 2 0 0 0 3 4 1 5 2 0 2 3 3]
134,8.0,pca,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1 0 0 0 0 1 1 1 0]
135,8.0,spectral overlap,[1 0 4 3 1 6 0 0 4 7 0 2 7 4 0 2 1 4 1 0 3 4 0 0 1 6 1 3 2 5 4 1 7 3]
136,8.0,km_choice,[2 3 2 2 0 7 5 3 5 3 6 7 0 5 2 7 2 3 7 7 0 7 6 6 2 2 1 5 3 7 2 6 7 4]
137,8.0,km_ent,[0 0 3 0 3 6 3 0 0 3 3 6 0 3 3 1 7 6 1 0 7 3 0 3 3 4 2 1 5 4 3 0 6 7]
138,8.0,km_con,[1 7 1 1 3 2 3 6 3 6 5 2 3 3 1 4 7 6 4 0 1 2 5 1 0 1 4 1 6 4 1 5 4 2]
139,8.0,spect_cos_cat,[3 7 4 4 2 5 1 1 2 1 3 5 4 6 6 1 7 1 1 5 4 6 3 6 2 0 1 7 4 5 3 3 6 5]
140,8.0,aff_cos_cat,[1 1 1 1 0 0 1 1 1 1 0 0 1 0 1 1 1 1 0 0 1 0 0 0 0 1 1 0 1 0 1 0 0 0]
141,8.0,spect_cos_ent,[3 2 1 3 1 6 1 4 1 7 1 4 2 1 1 0 7 1 0 1 0 1 4 1 1 6 6 0 5 6 1 4 2 4]
142,8.0,aff_cos_ent,[4 2 0 4 0 0 0 4 2 0 0 4 0 0 0 1 3 0 5 2 3 0 4 0 0 2 2 5 6 7 0 4 2 3]
143,8.0,spect_rbf,[5 2 1 5 1 6 1 5 3 1 1 6 7 1 1 0 0 1 0 3 0 1 5 1 1 6 4 0 4 3 1 5 2 0]
144,8.0,spect_esk_sim,[5 2 1 3 6 7 1 1 6 1 6 7 0 0 5 7 7 1 1 2 1 5 2 5 6 2 7 6 2 4 3 2 7 7]
145,8.0,aff_esk_sim,[3 3 3 0 3 1 3 0 3 3 0 1 2 2 3 4 4 3 1 4 3 4 3 1 4 3 1 3 3 1 0 3 4 1]
146,8.0,spect_lin_sim,[6 5 4 2 7 1 7 0 7 7 2 1 2 2 0 1 2 0 4 1 1 6 5 6 3 0 3 3 5 1 2 5 1 1]
147,8.0,aff_lin_sim,[3 2 3 4 1 0 3 2 1 3 2 0 2 2 4 5 5 3 0 5 3 5 3 1 5 3 0 3 3 0 4 3 5 0]
148,8.0,comp_hr_esk_dis,[2 1 4 0 7 3 4 0 7 0 1 3 1 1 2 6 2 4 3 5 4 3 5 3 3 4 3 0 4 6 2 5 5 3]
149,8.0,avg_hr_esk_dis,[2 6 3 3 0 4 7 3 0 3 1 4 6 1 5 4 5 3 4 4 3 4 4 0 0 3 4 0 3 2 2 3 4 4]
150,8.0,comp_hr_lin_din,[0 2 5 3 6 7 1 3 6 3 0 7 0 0 1 1 4 2 5 7 2 4 0 5 6 3 4 6 2 0 1 2 7 7]
151,8.0,avg_hr_lin_dis,[6 7 4 0 1 3 4 0 1 4 2 3 2 2 0 3 0 4 3 3 4 3 5 3 1 4 3 1 4 6 6 7 3 3]
152,8.0,spect_edr,[0 5 1 0 0 4 0 5 5 3 3 4 3 0 0 1 1 7 6 3 3 1 3 0 0 4 2 1 2 1 0 5 4 4]
153,8.0,aff_edr,[1 1 2 1 1 0 1 1 1 1 1 0 1 1 1 2 2 0 1 1 1 2 1 1 1 0 3 2 3 2 1 1 0 0]
154,9.0,spectral warp,[2 2 7 6 6 1 2 2 2 0 6 1 0 6 5 4 7 1 8 7 4 7 5 2 6 1 3 4 3 5 6 5 1 2]
155,9.0,aff prop,[0 0 2 0 0 3 0 0 0 0 0 3 1 0 0 1 2 3 1 2 1 2 0 0 0 3 4 1 5 2 0 2 3 3]
156,9.0,pca,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1 0 0 0 0 1 1 1 0]
157,9.0,spectral overlap,[8 0 4 0 8 6 7 1 7 4 1 2 0 4 1 2 8 4 0 7 0 4 0 0 0 6 0 5 2 3 4 0 4 5]
158,9.0,km_choice,[7 1 3 8 4 2 1 8 3 1 5 2 3 6 3 2 3 1 2 0 4 2 4 5 0 4 2 1 1 2 7 5 2 2]
159,9.0,km_ent,[0 0 4 0 4 3 4 0 7 4 4 8 7 4 4 6 1 3 6 7 1 4 0 4 4 8 5 6 2 1 4 0 8 1]
160,9.0,km_con,[5 0 3 3 7 2 6 0 6 0 7 2 5 6 5 1 7 0 1 4 5 2 8 7 4 5 1 5 0 2 7 8 1 2]
161,9.0,spect_cos_cat,[3 7 2 2 8 5 1 2 8 0 6 5 2 6 1 1 7 0 1 5 4 1 3 1 8 2 1 7 2 5 3 6 1 5]
162,9.0,aff_cos_cat,[1 1 1 1 0 0 1 1 1 1 0 0 1 0 1 1 1 1 0 0 1 0 0 0 0 1 1 0 1 0 1 0 0 0]
163,9.0,spect_cos_ent,[0 0 2 8 2 1 0 7 5 2 2 1 0 2 0 4 4 2 4 6 4 0 7 0 2 1 5 4 3 5 2 1 1 1]
164,9.0,aff_cos_ent,[4 2 0 4 0 0 0 4 2 0 0 4 0 0 0 1 3 0 5 2 3 0 4 0 0 2 2 5 6 7 0 4 2 3]
165,9.0,spect_rbf,[7 0 1 7 1 6 1 7 8 1 1 6 4 1 1 2 2 6 2 8 2 8 7 1 1 3 5 2 5 3 1 7 0 2]
