,no_clust,algorithm,predictions
130,7.0,spect_edr,"[2 0 2 5 6 2 6 6 5 2 2 0 3 0 6 2 5 0 1 6 5 1 5 3 1 5 5 3 1 3 5 2 1 4 5 1 6
 3 4 0 0 5 6 0]"
131,7.0,aff_edr,"[3 3 3 3 0 0 0 0 3 3 0 3 1 3 0 3 3 3 1 0 3 0 3 1 1 3 3 1 1 1 3 0 1 2 3 1 0
 1 2 3 3 3 0 3]"
132,8.0,spectral warp,"[0 3 1 0 1 0 0 7 1 0 1 1 6 3 7 1 3 3 6 4 2 4 2 4 4 1 3 4 4 4 2 1 4 6 5 4 7
 0 6 3 3 5 2 2]"
133,8.0,aff prop,"[1 3 1 1 1 1 1 0 3 3 1 1 4 3 0 1 3 3 2 5 3 5 3 4 5 1 3 4 5 4 1 1 5 4 1 5 0
 5 6 3 3 0 0 1]"
134,8.0,pca,"[1 1 1 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 0 0 1 1 1 0 1 0 1 0 1 0 1 1 0 0 1 1 1
 0 0 0 1 1 1 1]"
135,8.0,spectral overlap,"[1 5 5 2 3 5 1 2 3 1 5 3 3 3 5 1 5 1 7 7 1 0 5 4 0 5 5 2 1 6 1 6 5 4 3 5 3
 7 3 5 5 1 1 3]"
136,8.0,km_choice,"[2 2 3 0 2 3 4 7 1 3 3 3 4 3 0 0 0 2 0 4 2 3 4 1 4 2 5 0 4 2 6 2 4 4 1 0 2
 2 4 2 0 2 2 2]"
137,8.0,km_ent,"[0 0 3 0 3 0 0 1 3 0 0 0 4 0 5 0 0 0 2 1 0 5 0 6 5 3 0 6 6 6 5 0 6 4 5 6 5
 7 4 3 0 5 5 0]"
138,8.0,km_con,"[1 1 1 3 1 1 2 1 7 0 3 1 2 5 3 1 3 0 3 2 1 3 1 6 2 0 0 3 2 2 4 0 2 2 6 3 1
 1 2 1 4 1 3 1]"
139,8.0,spect_cos_cat,"[7 5 5 3 2 4 4 4 1 0 3 0 3 5 0 7 3 5 2 3 6 7 4 1 4 1 3 3 7 2 6 3 4 7 1 5 4
 4 7 1 6 0 2 4]"
140,8.0,aff_cos_cat,"[1 1 1 1 1 0 0 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 1 0 1 0
 1 1 1 1 1 1 0]"
141,8.0,spect_cos_ent,"[5 0 1 0 1 1 0 3 1 0 6 4 7 5 0 5 5 4 1 3 0 2 0 6 2 3 4 2 2 0 0 4 7 6 0 2 5
 1 6 3 0 0 0 3]"
142,8.0,aff_cos_ent,"[0 0 3 0 2 1 0 6 2 0 3 0 1 0 0 0 3 0 4 5 0 8 0 8 8 6 0 8 8 8 0 0 1 7 0 8 0
 9 3 6 0 0 0 1]"
143,8.0,spect_rbf,"[1 1 0 1 7 2 1 0 7 1 0 1 4 1 6 1 0 1 7 5 1 3 1 3 3 0 1 3 3 4 6 1 2 4 2 3 6
 7 4 0 1 6 6 5]"
144,8.0,spect_esk_sim,"[2 2 3 3 0 3 2 2 5 3 0 2 0 6 6 1 1 2 1 0 2 3 2 7 2 2 1 1 4 1 6 5 4 4 7 1 5
 4 0 6 6 1 4 5]"
145,8.0,aff_esk_sim,"[4 3 1 1 4 3 0 0 0 4 1 3 4 5 1 1 3 4 1 0 4 1 0 4 0 0 4 1 2 4 5 3 0 2 1 1 3
 2 4 3 5 1 2 1]"
146,8.0,spect_lin_sim,"[1 5 6 6 4 3 1 1 0 6 4 5 4 2 2 7 0 5 7 4 5 6 5 7 1 5 7 0 3 1 2 0 3 3 0 7 0
 3 4 2 2 7 3 0]"
147,8.0,aff_lin_sim,"[5 0 1 1 5 4 2 2 2 1 1 0 5 6 1 4 4 0 4 2 6 1 2 5 2 2 6 4 3 5 6 3 3 3 2 4 3
 3 5 3 6 1 3 4]"
148,8.0,comp_hr_esk_dis,"[0 6 6 7 3 1 2 2 0 0 3 5 2 6 0 3 3 0 3 2 5 3 5 3 2 2 2 3 4 3 0 1 2 4 3 3 1
 4 0 0 7 5 1 1]"
149,8.0,avg_hr_esk_dis,"[1 4 3 3 1 7 1 1 1 3 3 5 1 0 3 3 2 4 3 1 5 3 5 1 1 1 6 3 7 1 1 7 1 7 1 3 7
 7 1 0 0 5 7 2]"
150,8.0,comp_hr_lin_din,"[7 5 1 3 3 2 7 7 6 1 3 0 4 1 1 2 2 5 2 4 0 1 0 0 7 4 7 2 5 3 6 5 4 5 0 2 5
 5 7 1 3 0 2 2]"
151,8.0,avg_hr_lin_dis,"[0 1 3 3 0 1 0 0 7 3 5 2 0 6 3 3 4 1 3 0 5 3 2 0 0 0 0 3 1 0 7 1 0 1 0 3 1
 1 0 6 3 2 1 4]"
152,8.0,spect_edr,"[7 6 2 7 7 2 4 4 1 1 2 6 3 6 4 2 1 6 0 4 1 0 1 3 0 1 1 3 0 3 7 2 0 5 1 0 4
 3 5 6 6 1 7 6]"
153,8.0,aff_edr,"[3 3 3 3 0 0 0 0 3 3 0 3 1 3 0 3 3 3 1 0 3 0 3 1 1 3 3 1 1 1 3 0 1 2 3 1 0
 1 2 3 3 3 0 3]"
154,9.0,spectral warp,"[0 1 4 0 4 0 0 5 1 0 4 4 3 1 5 0 1 1 3 7 2 7 2 7 7 4 1 8 8 8 2 4 7 3 6 7 5
 8 3 1 1 6 4 2]"
155,9.0,aff prop,"[1 3 1 1 1 1 1 0 3 3 1 1 4 3 0 1 3 3 2 5 3 5 3 4 5 1 3 4 5 4 1 1 5 4 1 5 0
 5 6 3 3 0 0 1]"
156,9.0,pca,"[1 1 1 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 0 0 1 1 1 0 1 0 1 0 1 0 1 1 0 0 1 1 1
 0 0 0 1 1 1 1]"
157,9.0,spectral overlap,"[1 5 5 6 4 4 1 6 4 1 5 4 4 1 5 1 5 1 0 0 1 3 5 2 3 8 4 5 1 8 1 8 5 2 4 5 1
 7 7 5 5 1 1 4]"
158,9.0,km_choice,"[1 8 3 8 1 1 2 5 6 1 8 1 7 4 8 1 3 1 8 2 1 8 5 6 2 5 0 8 1 1 1 3 2 7 1 8 3
 1 7 1 1 1 1 3]"
159,9.0,km_ent,"[2 2 0 2 4 2 2 4 4 2 0 2 1 2 8 2 0 2 6 5 2 8 2 5 8 4 2 1 8 1 2 2 8 5 0 8 8
 3 7 4 2 2 2 0]"
160,9.0,km_con,"[6 4 3 2 1 3 1 8 4 3 2 4 1 7 2 4 2 0 2 1 4 2 4 1 1 8 4 2 1 1 5 4 1 1 4 2 4
 1 1 4 5 4 4 4]"
161,9.0,spect_cos_cat,"[0 5 5 7 4 5 4 8 2 0 3 3 0 7 3 2 0 0 1 7 3 0 5 2 4 8 0 0 5 1 6 0 8 0 2 5 8
 4 0 2 6 3 1 8]"
162,9.0,aff_cos_cat,"[1 1 1 1 1 0 0 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 1 0 1 0
 1 1 1 1 1 1 0]"
163,9.0,spect_cos_ent,"[0 1 6 1 2 6 1 4 2 1 4 7 8 0 1 3 0 7 2 5 1 3 1 3 3 4 7 3 3 1 1 7 1 4 1 3 0
 2 3 4 1 1 1 5]"
164,9.0,aff_cos_ent,"[0 0 3 0 2 1 0 6 2 0 3 0 1 0 0 0 3 0 4 5 0 8 0 8 8 6 0 8 8 8 0 0 1 7 0 8 0
 9 3 6 0 0 0 1]"
165,9.0,spect_rbf,"[6 1 7 1 3 1 1 2 3 1 4 4 0 1 6 1 4 1 0 5 1 8 1 0 8 4 1 0 8 0 6 2 2 0 2 8 6
 3 0 4 1 6 6 5]"
166,9.0,spect_esk_sim,"[2 5 5 7 3 0 2 2 6 5 5 2 3 7 6 1 6 8 1 3 2 5 2 1 2 2 6 5 4 0 6 4 4 4 2 5 4
 4 3 6 7 7 0 1]"
167,9.0,aff_esk_sim,"[4 3 1 1 4 3 0 0 0 4 1 3 4 5 1 1 3 4 1 0 4 1 0 4 0 0 4 1 2 4 5 3 0 2 1 1 3
 2 4 3 5 1 2 1]"
168,9.0,spect_lin_sim,"[4 2 2 3 4 1 4 4 3 2 8 6 8 3 3 5 5 2 5 8 2 2 6 4 0 6 5 0 1 4 3 7 1 1 0 5 7
 1 4 3 3 6 1 5]"
169,9.0,aff_lin_sim,"[5 0 1 1 5 4 2 2 2 1 1 0 5 6 1 4 4 0 4 2 6 1 2 5 2 2 6 4 3 5 6 3 3 3 2 4 3
 3 5 3 6 1 3 4]"
170,9.0,comp_hr_esk_dis,"[8 6 6 7 3 1 0 0 2 2 3 5 0 6 2 3 3 8 3 0 5 3 5 3 0 0 0 3 4 3 2 1 0 4 3 3 1
 4 8 2 7 5 1 1]"
171,9.0,avg_hr_esk_dis,"[0 4 1 1 0 3 0 0 0 1 1 5 0 7 1 1 2 4 1 0 5 1 5 0 0 0 6 1 3 0 0 3 0 3 0 1 3
 3 0 8 7 5 3 2]"
172,9.0,comp_hr_lin_din,"[7 2 1 3 3 0 7 7 6 1 3 5 4 1 1 0 0 2 0 4 5 1 5 8 7 4 7 0 2 3 6 2 4 2 8 0 2
 2 7 1 3 5 0 0]"
173,9.0,avg_hr_lin_dis,"[3 0 1 1 3 0 3 3 7 1 5 2 3 6 1 1 4 0 1 3 5 1 2 8 3 3 3 1 0 3 7 0 3 0 8 1 0
 0 3 6 1 2 0 4]"
174,9.0,spect_edr,"[5 8 5 0 7 1 6 6 0 1 5 5 4 8 6 5 8 8 3 6 0 3 0 4 3 1 8 4 3 4 0 5 3 2 1 3 6
 4 2 8 8 1 7 5]"
175,9.0,aff_edr,"[3 3 3 3 0 0 0 0 3 3 0 3 1 3 0 3 3 3 1 0 3 0 3 1 1 3 3 1 1 1 3 0 1 2 3 1 0
 1 2 3 3 3 0 3]"
