,mu,sigma,trials,cluster size,decision,alpha,tau,epsilon,clustering,MI-M,ADMI-M,NMI-M,ARI-M,CO-M,HO-M,VM-M,MI-S,ADMI-S,NMI-S,ARI-S,CO-S,HO-S,VM-S,MI-MR,ADMI-MR,NMI-MR,ARI-MR,CO-MR,HO-MR,VM-MR
10,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,aff_cos_ent,0.20654,0.05455,0.22371,0.07696,0.16945,0.29798,0.21426,0.07542,0.07311,0.07941,0.08495,0.06321,0.1088,0.07644,9.0,18.0,5.0,15.0,9.0,9.0,4.0
11,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,spect_rbf,0.07454,0.07089,0.1089,0.08989,0.11034,0.10754,0.10887,0.07997,0.12023,0.11626,0.14939,0.11719,0.11538,0.11626,30.0,14.0,30.0,11.0,32.0,30.0,30.0
12,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,spect_esk_sim,0.06016,0.04687,0.09263,0.0496,0.09916,0.08679,0.0923,0.08991,0.13604,0.13513,0.12989,0.14079,0.12972,0.13506,34.0,32.0,35.0,25.0,36.0,34.0,35.0
13,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,aff_esk_sim,0.11994,0.0506,0.15098,0.04786,0.13405,0.17304,0.14852,0.08895,0.12669,0.12046,0.12236,0.11854,0.12833,0.11986,14.0,20.0,11.0,42.0,19.0,14.0,11.0
14,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,spect_lin_sim,0.06016,0.04687,0.09263,0.0496,0.09916,0.08679,0.0923,0.08991,0.13604,0.13513,0.12989,0.14079,0.12972,0.13506,34.0,37.0,35.0,25.0,36.0,34.0,35.0
15,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,aff_lin_sim,0.10818,0.03029,0.12897,0.03308,0.1081,0.15607,0.12598,0.08769,0.10266,0.10622,0.11161,0.09139,0.12652,0.10482,15.0,46.0,18.0,46.0,33.0,15.0,18.0
16,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,comp_hr_esk_dis,0.06016,0.04687,0.09263,0.0496,0.09916,0.08679,0.0923,0.08991,0.13604,0.13513,0.12989,0.14079,0.12972,0.13506,34.0,33.0,35.0,25.0,36.0,34.0,35.0
17,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,avg_hr_esk_dis,0.06016,0.04687,0.09263,0.0496,0.09916,0.08679,0.0923,0.08991,0.13604,0.13513,0.12989,0.14079,0.12972,0.13506,34.0,33.0,35.0,25.0,36.0,34.0,35.0
18,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,comp_hr_lin_din,0.06016,0.04687,0.09263,0.0496,0.09916,0.08679,0.0923,0.08991,0.13604,0.13513,0.12989,0.14079,0.12972,0.13506,34.0,35.0,35.0,25.0,36.0,34.0,35.0
19,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,avg_hr_lin_dis,0.06016,0.04687,0.09263,0.0496,0.09916,0.08679,0.0923,0.08991,0.13604,0.13513,0.12989,0.14079,0.12972,0.13506,34.0,35.0,35.0,25.0,36.0,34.0,35.0
20,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,spect_edr,0.08854,0.09094,0.13394,0.09737,0.14069,0.12774,0.13367,0.08763,0.13218,0.13503,0.13032,0.14484,0.12643,0.13463,17.0,1.0,16.0,5.0,17.0,17.0,14.0
21,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,aff_edr,0.30315,0.05798,0.27143,0.05627,0.17133,0.43736,0.24253,0.11659,0.07467,0.09628,0.08377,0.06545,0.1682,0.08587,2.0,17.0,2.0,19.0,8.0,2.0,1.0
22,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,spectral bad warp,0.06016,0.04687,0.09263,0.0496,0.09916,0.08679,0.0923,0.08991,0.13604,0.13513,0.12989,0.14079,0.12972,0.13506,34.0,25.0,35.0,25.0,36.0,34.0,35.0
23,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,affinity bad warp,0.12113,0.05237,0.1363,0.05644,0.25889,0.17475,0.13108,0.11744,0.09017,0.12377,0.09771,0.32927,0.16944,0.11853,13.0,19.0,14.0,18.0,4.0,13.0,17.0
24,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,PCA bad euclid,0.06016,0.04687,0.09263,0.0496,0.09916,0.08679,0.0923,0.08991,0.13604,0.13513,0.12989,0.14079,0.12972,0.13506,34.0,28.0,35.0,25.0,36.0,34.0,35.0
25,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,spectral bad eucsim,0.06016,0.04687,0.09263,0.0496,0.09916,0.08679,0.0923,0.08991,0.13604,0.13513,0.12989,0.14079,0.12972,0.13506,34.0,24.0,35.0,25.0,36.0,34.0,35.0
26,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,affinity bad eucsim,0.12673,0.06203,0.14203,0.06371,0.36212,0.18284,0.13686,0.12252,0.10076,0.13546,0.10209,0.38683,0.17676,0.13113,12.0,16.0,13.0,17.0,1.0,12.0,12.0
27,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,spectral bad cosine,0.07536,0.0711,0.11284,0.08214,0.11731,0.10873,0.11267,0.09075,0.13688,0.13399,0.15007,0.13715,0.13093,0.13399,29.0,13.0,27.0,14.0,27.0,29.0,28.0
28,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,affinity bad cosine,0.23541,0.03373,0.21291,0.04857,0.13807,0.33962,0.19098,0.20529,0.08372,0.15728,0.10584,0.09201,0.29617,0.13369,5.0,44.0,6.0,41.0,18.0,5.0,6.0
29,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,spectral bad rbf,0.06016,0.04687,0.09263,0.0496,0.09916,0.08679,0.0923,0.08991,0.13604,0.13513,0.12989,0.14079,0.12972,0.13506,34.0,27.0,35.0,25.0,36.0,34.0,35.0
30,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,affinity bad rbf,0.09174,0.0404,0.11221,0.04312,0.24609,0.13235,0.11024,0.11382,0.10371,0.13119,0.10182,0.33912,0.16421,0.12807,16.0,40.0,29.0,43.0,5.0,16.0,29.0
31,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,spectral bad edr,0.06096,0.0476,0.09564,0.05036,0.10586,0.08795,0.09455,0.08967,0.13589,0.13462,0.12954,0.14158,0.12936,0.13456,32.0,22.0,33.0,23.0,34.0,32.0,33.0
32,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,affinity bad edr,0.25697,0.04529,0.23321,0.0531,0.14717,0.37073,0.21014,0.11739,0.08039,0.10728,0.08729,0.06922,0.16935,0.09747,3.0,39.0,4.0,21.0,14.0,3.0,5.0
33,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,kmeans badset,0.06016,0.04687,0.09263,0.0496,0.09916,0.08679,0.0923,0.08991,0.13604,0.13513,0.12989,0.14079,0.12972,0.13506,34.0,38.0,35.0,25.0,36.0,34.0,35.0
34,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,complete badset,0.06016,0.04687,0.09263,0.0496,0.09916,0.08679,0.0923,0.08991,0.13604,0.13513,0.12989,0.14079,0.12972,0.13506,34.0,28.0,35.0,25.0,36.0,34.0,35.0
35,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,average badset,0.06016,0.04687,0.09263,0.0496,0.09916,0.08679,0.0923,0.08991,0.13604,0.13513,0.12989,0.14079,0.12972,0.13506,34.0,28.0,35.0,25.0,36.0,34.0,35.0
36,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,ward badset,0.06016,0.04687,0.09263,0.0496,0.09916,0.08679,0.0923,0.08991,0.13604,0.13513,0.12989,0.14079,0.12972,0.13506,34.0,28.0,35.0,25.0,36.0,34.0,35.0
37,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,spectral eblock warp,0.07749,0.0755,0.11277,0.09735,0.1138,0.11179,0.11275,0.07196,0.10808,0.10424,0.13729,0.10472,0.10382,0.10424,28.0,11.0,28.0,6.0,29.0,28.0,27.0
38,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,affinity eblock warp,0.2084,0.03937,0.19619,0.04962,0.28267,0.30065,0.17858,0.17308,0.07457,0.13825,0.0758,0.31676,0.2497,0.11998,8.0,41.0,9.0,24.0,3.0,8.0,8.0
39,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,PCA eblock euclid,0.08651,0.08764,0.13217,0.09648,0.14121,0.12481,0.13136,0.08408,0.12666,0.12697,0.1427,0.13528,0.12129,0.12659,19.0,3.0,17.0,7.0,16.0,19.0,16.0
40,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,spectral eblock eucsim,0.07846,0.07691,0.11466,0.09774,0.11619,0.1132,0.11462,0.07216,0.10837,0.10469,0.13735,0.10539,0.10411,0.10468,26.0,10.0,26.0,4.0,28.0,26.0,26.0
41,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,affinity eblock eucsim,0.2235,0.03415,0.20674,0.0537,0.18599,0.32244,0.18727,0.17073,0.06085,0.13236,0.08965,0.20381,0.24631,0.1128,7.0,43.0,7.0,20.0,7.0,7.0,7.0
42,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,spectral eblock cosine,0.08332,0.08364,0.12382,0.10108,0.12792,0.1202,0.12357,0.07501,0.11285,0.11121,0.138,0.11554,0.10822,0.11097,21.0,5.0,21.0,2.0,22.0,21.0,21.0
43,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,affinity eblock cosine,0.34961,0.01672,0.28255,0.02165,0.16138,0.50438,0.2408,0.2092,0.05179,0.14039,0.0434,0.06519,0.30181,0.10859,1.0,50.0,1.0,49.0,11.0,1.0,2.0
44,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,spectral eblock rbf,0.08076,0.08035,0.11895,0.09622,0.1216,0.11651,0.11885,0.08222,0.12335,0.12218,0.14601,0.12651,0.11862,0.122,23.0,6.0,25.0,8.0,25.0,23.0,25.0
45,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,affinity eblock rbf,0.18595,0.02992,0.18027,0.03979,0.22882,0.26828,0.16461,0.17382,0.05115,0.13145,0.07253,0.27185,0.25077,0.11092,10.0,47.0,10.0,45.0,6.0,10.0,10.0
46,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,spectral eblock edr,0.04361,0.019,0.08082,0.01839,0.11179,0.06292,0.07531,0.07293,0.11025,0.11031,0.10848,0.1259,0.10521,0.10939,51.0,49.0,51.0,50.0,30.0,51.0,51.0
47,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,affinity eblock edr,0.23198,0.01498,0.20159,0.01512,0.12144,0.33467,0.17819,0.02664,0.01739,0.02569,0.02133,0.01707,0.03844,0.02376,6.0,51.0,8.0,52.0,26.0,6.0,9.0
48,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,kmeans eblockset,0.08041,0.07884,0.12174,0.09061,0.12888,0.116,0.12107,0.08242,0.12397,0.12289,0.14459,0.12927,0.11891,0.12257,24.0,8.0,22.0,10.0,21.0,24.0,22.0
49,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,complete eblockset,0.07765,0.07194,0.12698,0.0726,0.14783,0.11203,0.1243,0.0779,0.11805,0.11842,0.13396,0.13097,0.11238,0.11777,27.0,12.0,19.0,16.0,13.0,27.0,20.0
50,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,average eblockset,0.05364,0.03203,0.105,0.03069,0.1528,0.07739,0.09647,0.05167,0.07952,0.07804,0.0803,0.09351,0.07455,0.07819,50.0,45.0,31.0,47.0,12.0,50.0,32.0
51,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,ward eblockset,0.08794,0.08993,0.1356,0.09387,0.14649,0.12687,0.13456,0.0884,0.13272,0.13413,0.14639,0.14402,0.12754,0.13363,18.0,2.0,15.0,9.0,15.0,18.0,13.0
52,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.3]",,levenstein,0.06065,0.04829,0.09268,0.05037,0.0984,0.0875,0.0924,0.08892,0.13423,0.13394,0.12777,0.13991,0.12828,0.13384,33.0,21.0,34.0,22.0,52.0,33.0,34.0
53,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.5]",,spectral warp,0.17365,0.21914,0.26121,0.23503,0.27319,0.25053,0.26058,0.11482,0.17268,0.169,0.19198,0.17388,0.16565,0.16893,26.0,10.0,20.0,9.0,14.0,26.0,19.0
54,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.5]",,aff prop,0.1701,0.1442,0.2386,0.11495,0.29257,0.2454,0.23343,0.09877,0.11438,0.11754,0.12186,0.19364,0.1425,0.11742,27.0,29.0,25.0,35.0,11.0,27.0,25.0
55,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.5]",,pca,0.1848,0.23423,0.28959,0.22025,0.31703,0.26661,0.28741,0.12022,0.18171,0.16989,0.20516,0.16768,0.17345,0.17058,22.0,7.0,12.0,10.0,9.0,22.0,9.0
56,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.5]",,spectral overlap,0.08066,0.07326,0.13954,0.07989,0.17855,0.11637,0.13283,0.1116,0.17033,0.15715,0.1892,0.15591,0.16101,0.15879,51.0,48.0,52.0,46.0,51.0,51.0,52.0
57,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.5]",,km_choice,0.11597,0.13029,0.18888,0.10842,0.2145,0.16731,0.18692,0.0762,0.11515,0.12111,0.10196,0.1357,0.10993,0.12044,43.0,34.0,43.0,38.0,40.0,43.0,42.0
58,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.5]",,km_ent,0.20511,0.26584,0.31341,0.26094,0.33324,0.2959,0.31226,0.12961,0.1952,0.18726,0.21254,0.18882,0.18698,0.18749,18.0,4.0,6.0,4.0,6.0,18.0,5.0
59,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.5]",,km_con,0.12953,0.1512,0.20825,0.12445,0.23276,0.18687,0.20672,0.09165,0.13812,0.14323,0.12162,0.15675,0.13222,0.1426,35.0,23.0,37.0,23.0,31.0,35.0,36.0
60,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.5]",,spect_cos_cat,0.12717,0.1459,0.20861,0.1334,0.24218,0.18347,0.20472,0.07922,0.12141,0.11463,0.12813,0.11762,0.11429,0.11607,39.0,27.0,36.0,19.0,21.0,39.0,37.0
61,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.5]",,aff_cos_cat,0.2347,0.04296,0.2482,0.07526,0.18557,0.3386,0.2356,0.07716,0.05803,0.05862,0.08001,0.04545,0.11132,0.05303,11.0,51.0,22.0,47.0,50.0,11.0,23.0
62,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.5]",,spect_cos_ent,0.13117,0.15489,0.20397,0.14815,0.22075,0.18924,0.20297,0.09036,0.13554,0.13967,0.13731,0.15173,0.13036,0.13912,30.0,18.0,39.0,15.0,35.0,30.0,38.0
63,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.5]",,aff_cos_ent,0.21211,0.07349,0.24087,0.09722,0.19116,0.306,0.2335,0.08319,0.08978,0.09203,0.09651,0.07674,0.12002,0.08937,15.0,47.0,24.0,42.0,49.0,15.0,24.0
64,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.5]",,spect_rbf,0.21525,0.28164,0.32151,0.30096,0.33382,0.31054,0.32086,0.13596,0.20459,0.19701,0.22115,0.19877,0.19614,0.19718,14.0,3.0,3.0,3.0,5.0,14.0,2.0
65,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.5]",,spect_esk_sim,0.12363,0.14169,0.20156,0.11617,0.22901,0.17836,0.19949,0.0772,0.11685,0.12218,0.10229,0.13606,0.11138,0.12162,40.0,30.0,40.0,33.0,32.0,40.0,39.0
66,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.5]",,aff_esk_sim,0.20951,0.121,0.25607,0.08021,0.21964,0.30226,0.25132,0.06291,0.08727,0.07437,0.09502,0.07343,0.09076,0.07319,16.0,39.0,21.0,45.0,36.0,16.0,21.0
67,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.5]",,spect_lin_sim,0.10588,0.11529,0.17245,0.09681,0.19596,0.15275,0.1706,0.07374,0.11115,0.11843,0.09759,0.13426,0.10638,0.11756,48.0,41.0,48.0,43.0,47.0,48.0,48.0
68,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.5]",,aff_lin_sim,0.19268,0.10723,0.23185,0.06723,0.2441,0.27797,0.22775,0.08909,0.10276,0.10727,0.089,0.19469,0.12853,0.10573,20.0,44.0,26.0,50.0,19.0,20.0,26.0
69,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.5]",,comp_hr_esk_dis,0.13048,0.15197,0.21207,0.12309,0.24019,0.18824,0.20999,0.08985,0.13593,0.13901,0.12032,0.15098,0.12962,0.13865,31.0,19.0,29.0,24.0,22.0,31.0,29.0
70,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.5]",,avg_hr_esk_dis,0.12363,0.14169,0.20156,0.11617,0.22901,0.17836,0.19949,0.0772,0.11685,0.12218,0.10229,0.13606,0.11138,0.12162,40.0,31.0,40.0,33.0,32.0,40.0,39.0
71,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.5]",,comp_hr_lin_din,0.11273,0.12556,0.18296,0.10373,0.20714,0.16263,0.1811,0.08835,0.13321,0.13808,0.11755,0.15194,0.12746,0.13745,46.0,37.0,46.0,40.0,44.0,46.0,46.0
72,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.5]",,avg_hr_lin_dis,0.11273,0.12556,0.18296,0.10373,0.20714,0.16263,0.1811,0.08835,0.13321,0.13808,0.11755,0.15194,0.12746,0.13745,46.0,37.0,46.0,40.0,44.0,46.0,46.0
73,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.5]",,spect_edr,0.21526,0.28237,0.31464,0.32777,0.31888,0.31055,0.31457,0.12968,0.1947,0.18934,0.20575,0.19188,0.18709,0.1893,13.0,2.0,5.0,2.0,7.0,13.0,4.0
74,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.5]",,aff_edr,0.24577,0.17371,0.29013,0.18426,0.24356,0.35458,0.28178,0.11595,0.1054,0.12055,0.12943,0.10329,0.16728,0.11678,6.0,13.0,11.0,12.0,20.0,6.0,11.0
75,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.5]",,spectral bad warp,0.13048,0.15197,0.21207,0.12309,0.24019,0.18824,0.20999,0.08985,0.13593,0.13901,0.12032,0.15098,0.12962,0.13865,31.0,21.0,29.0,24.0,22.0,31.0,29.0
76,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.5]",,affinity bad warp,0.23878,0.18367,0.28637,0.14411,0.34454,0.34448,0.2786,0.15177,0.11769,0.15892,0.13843,0.24506,0.21895,0.15232,9.0,12.0,13.0,16.0,3.0,9.0,12.0
77,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.5]",,PCA bad euclid,0.12852,0.14909,0.20886,0.12024,0.23654,0.18542,0.2068,0.09179,0.13874,0.1424,0.12273,0.15505,0.13243,0.14198,36.0,24.0,33.0,29.0,26.0,36.0,33.0
78,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.5]",,spectral bad eucsim,0.13048,0.15197,0.21207,0.12309,0.24019,0.18824,0.20999,0.08985,0.13593,0.13901,0.12032,0.15098,0.12962,0.13865,31.0,22.0,29.0,24.0,22.0,31.0,29.0
79,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.5]",,affinity bad eucsim,0.23651,0.15754,0.26889,0.12576,0.36518,0.34121,0.26002,0.13544,0.10863,0.1484,0.10925,0.28489,0.1954,0.14341,10.0,17.0,17.0,22.0,1.0,10.0,20.0
80,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.5]",,spectral bad cosine,0.10439,0.11326,0.16977,0.09473,0.19269,0.15061,0.16795,0.07463,0.11223,0.12026,0.09866,0.13672,0.10767,0.11934,49.0,42.0,50.0,44.0,48.0,49.0,49.0
81,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.1]","[0.1, 0.5]",,affinity bad cosine,0.26033,0.08775,0.27881,0.12251,0.21758,0.37557,0.26327,0.17763,0.12862,0.14452,0.14622,0.09796,0.25626,0.13047,5.0,46.0,15.0,28.0,38.0,5.0,17.0
