,mu,sigma,trials,cluster size,decision,alpha,tau,epsilon,clustering,MI-M,ADMI-M,NMI-M,ARI-M,CO-M,HO-M,VM-M,MI-S,ADMI-S,NMI-S,ARI-S,CO-S,HO-S,VM-S,MI-MR,ADMI-MR,NMI-MR,ARI-MR,CO-MR,HO-MR,VM-MR
0,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,spectral warp,0.0516539474169,0.036650284719,0.0754654461433,0.0467064092815,0.0764370772834,0.0745208937807,0.0754519184693,0.0620094028514,0.0931472386896,0.0905916846687,0.116517188818,0.0917742205589,0.0894606579822,0.0905783967531,33,23,36,22,40,33,35
1,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,aff prop,0.131326110117,0.0279021383104,0.137445014457,0.0142669504063,0.099924378916,0.189463527805,0.13058053569,0.0975695521807,0.0766275621497,0.10042551448,0.0684912362597,0.0719849397704,0.140763109073,0.0950396272045,14,29,15,34,31,14,16
2,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,pca,0.080501939179,0.0781567718113,0.122238120314,0.085172660013,0.129835292569,0.116139748436,0.121529740106,0.114236458424,0.172228972589,0.167893058102,0.181787490045,0.172268332747,0.164808372057,0.167806742659,20,3,19,4,15,20,19
3,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,spectral overlap,0.0263909190023,-0.00209488782396,0.0414700345606,-0.00786138535052,0.0453820219792,0.0380740479691,0.0412151186838,0.0395658784162,0.0587769458284,0.065535057631,0.0532027530382,0.0757486218085,0.0570814965795,0.0648082909599,49,45,49,50,49,49,49
4,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,km_choice,0.0807842763722,0.076140442338,0.130053180679,0.0745926609768,0.150122103441,0.116547074904,0.12717952424,0.135876222565,0.205455870148,0.199052607525,0.211608653292,0.20523725603,0.19602795247,0.199143777937,19,4,17,6,6,19,17
5,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,km_ent,0.0680137803055,0.0611989047926,0.0996353634614,0.0716352433117,0.101192167337,0.0981231435589,0.0996130881031,0.0955653433702,0.143530782105,0.14061236564,0.162744055689,0.143489664085,0.137871646961,0.140568138698,25,11,27,9,29,25,27
6,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,km_con,0.0773863998638,0.0751796769213,0.113108677204,0.0894284901881,0.114622488956,0.111644975316,0.113083670172,0.107114869358,0.160948434502,0.156260873397,0.181456621118,0.158046685446,0.154534090828,0.15624702329,21,5,21,3,21,21,21
7,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,spect_cos_cat,0.084125411521,0.0836521901145,0.125424312816,0.094422084916,0.129769984495,0.121367314014,0.125280838803,0.124971583536,0.18865954422,0.183278767453,0.201840813821,0.186382609349,0.18029588382,0.183262598348,18,2,18,2,16,18,18
8,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,aff_cos_cat,0.104757255449,0.0040342906759,0.14748255194,0.011277375443,0.149583530308,0.151132772933,0.144707763265,0.0497887943548,0.0338055503569,0.0540529523133,0.0504584898516,0.0561421712201,0.0718300467074,0.0527710799765,16,40,13,35,8,16,11
9,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,spect_cos_ent,0.0313691157539,0.00408954462843,0.0521413511169,-0.00032014952056,0.0611240516717,0.0452560677353,0.0511428560182,0.0322724111397,0.0469889217431,0.0581617132545,0.0447653118406,0.0755889254883,0.0465592475088,0.0561807862015,46,39,47,43,45,46,46
10,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,aff_cos_ent,0.135945459938,-0.00322033585584,0.14023363276,0.000262308456641,0.100424676501,0.196127840884,0.132650317339,0.0512161201669,0.0439588767752,0.0525537011685,0.0424870906177,0.0380865070245,0.0738892425783,0.0497700550524,11,48,14,41,30,11,14
11,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,spect_rbf,0.0687886438655,0.0623829364249,0.100761970283,0.0730709693378,0.10232734505,0.0992410353742,0.100739766862,0.0950935278078,0.142808260795,0.139930018433,0.161833336423,0.142806007829,0.137190960989,0.139885686195,23,9,24,7,26,23,24
12,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[1, 1]",,spect_esk_sim,0.0591597452079,0.044408098112,0.0964370939021,0.0371897482142,0.110141583666,0.0853494710317,0.0951820573635,0.0822451118759,0.124233866189,0.131276899425,0.108870555826,0.147738460281,0.118654615041,0.130197031946,30,19,29,23,24,30,29
