,mu,sigma,trials,cluster size,decision,alpha,tau,epsilon,clustering,MI-M,ADMI-M,NMI-M,ARI-M,CO-M,HO-M,VM-M,MI-S,ADMI-S,NMI-S,ARI-S,CO-S,HO-S,VM-S,MI-MR,ADMI-MR,NMI-MR,ARI-MR,CO-MR,HO-MR,VM-MR
0,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[2, 2]",,spectral warp,0.052977300094,0.0375394044928,0.0831144490155,0.0358767919585,0.0910556472863,0.0764300881252,0.0824994153524,0.0492180130528,0.0731704545054,0.0805559496359,0.0753571986359,0.0934598121241,0.0710065833536,0.0795347528836,18,4,22,6,20,18,22
1,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[2, 2]",,aff prop,0.143157909298,0.0185971879009,0.145505329301,0.0186421020704,0.103118639621,0.206533205808,0.136808674358,0.0835207221631,0.0599918001917,0.0827186737235,0.0682380679981,0.0579184426935,0.120494931676,0.0774836480062,7,14,7,16,16,7,7
2,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[2, 2]",,pca,0.0740405425074,0.0632848654191,0.132606789958,0.0469383529184,0.169521262269,0.1068179235,0.127649894149,0.0718145229761,0.110146981177,0.115358397936,0.0876573097229,0.133368064488,0.103606456161,0.114745786184,17,2,11,2,3,17,11
3,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[2, 2]",,spectral overlap,0.0328548707493,0.00757915452703,0.0515973415249,0.00518931998223,0.0570353551499,0.0473995590991,0.0510159914879,0.0341844831764,0.0504398986125,0.0555828477132,0.0586765260947,0.0663169661075,0.049317784354,0.0544894017977,33,22,37,26,36,33,36
4,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[2, 2]",,km_choice,0.0208578287976,-0.00971829535174,0.0308211399294,-0.0119876705611,0.0315808726589,0.03009148617,0.0308061193845,0.0187569131809,0.0280816546817,0.0277582905901,0.036741624212,0.0285020477341,0.0270605056284,0.0277456778032,50,46,50,48,50,50,50
5,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[2, 2]",,km_ent,0.0508898583998,0.0314642970543,0.0901985761758,0.0219764677173,0.113907652499,0.0734185463449,0.0870350869194,0.0444735898326,0.0655741241971,0.0782045386328,0.0627998713831,0.102300067548,0.064161827502,0.0757022093129,21,7,21,13,12,21,20
6,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[2, 2]",,km_con,0.039486880863,0.0167577902885,0.0612005886027,0.0150200079466,0.0658585085161,0.0569675272012,0.060990060036,0.0641996415984,0.0966782733877,0.0986203789206,0.0929618574964,0.105086703542,0.0926205045609,0.0984227365913,27,16,30,18,31,27,30
7,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[2, 2]",,spect_cos_cat,0.0454510241951,0.0271372279386,0.0664468802409,0.0362100789516,0.0673534521544,0.0655719672096,0.0664310834046,0.0553259929928,0.0832608815661,0.0805165430808,0.1049922684,0.0812274910827,0.079818535723,0.0805160414042,24,10,27,5,29,24,25
8,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[2, 2]",,aff_cos_cat,0.0839742559942,-0.00356422415992,0.0965980552528,-0.00407784132811,0.0799431248669,0.121149242685,0.0928624674743,0.0540590709424,0.0455649146261,0.0548356639336,0.0508621992615,0.047248416078,0.0779907535637,0.0517189736976,16,41,18,40,23,16,17
9,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 0.3]","[2, 2]",,spect_cos_ent,0.0323187180896,0.00596825743755,0.0530168713061,0.00258017688537,0.0618043678255,0.0466260543157,0.0518961049675,0.0336393853782,0.0491342881964,0.0581214518928,0.0552215694808,0.0750448417089,0.0485313744637,0.0561048687576,34,27,34,29,34,34,34
