,mu,sigma,trials,cluster size,decision,alpha,tau,epsilon,clustering,MI-M,ADMI-M,NMI-M,ARI-M,CO-M,HO-M,VM-M,MI-S,ADMI-S,NMI-S,ARI-S,CO-S,HO-S,VM-S,MI-MR,ADMI-MR,NMI-MR,ARI-MR,CO-MR,HO-MR,VM-MR
0,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.3]",,spectral warp,0.0226186393579,-0.00704378458784,0.0333114242026,-0.00909664490118,0.0340249445388,0.0326317988333,0.0332945080777,0.0347916553741,0.0522233832523,0.0514751892523,0.0655449398354,0.0528918419452,0.0501937486725,0.0514359753248,53,51,52,53,52,53,52
1,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.3]",,aff prop,0.0967496286276,0.0285926534363,0.110269100507,0.0302960474129,0.0881308880399,0.139580209429,0.106836872872,0.0784240807798,0.0711970755818,0.0876991940888,0.0782545824915,0.0703017839594,0.113142032427,0.0850036382555,17,23,21,24,41,17,20
2,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.3]",,pca,0.0361076430553,0.0127900354148,0.0533952596536,0.0176822715295,0.0548200838579,0.052092317574,0.0533348543532,0.0521814296937,0.0785260077139,0.0759840940201,0.100215546257,0.0768262334238,0.0752818898455,0.075963672662,47,41,48,32,48,47,48
3,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.3]",,spectral overlap,0.0274024626288,-0.0117259128968,0.0713347152972,-0.00652266871204,0.129731894633,0.0395333969428,0.0602129906722,0.0197925683999,0.0287031688308,0.0489051962995,0.0143285428482,0.0868833780709,0.0285546402769,0.0421952247573,51,53,41,51,24,51,45
4,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.3]",,km_choice,0.0445232107414,0.0214607438673,0.0772746563069,0.0175841091332,0.0959145863644,0.0642334153411,0.0748208839672,0.0568405885674,0.0858931647972,0.0948538097088,0.072971192552,0.11457092255,0.0820036352474,0.0933409490996,36,30,39,33,36,36,39
5,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.3]",,km_ent,0.0363841226355,0.0135702864397,0.053296895874,0.0182325917094,0.0541386688086,0.0524911932934,0.0532788922871,0.0519962980671,0.0781663444838,0.0757694587365,0.0999178106846,0.0766229930871,0.075014801366,0.0757470238042,46,39,49,31,49,46,49
6,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.3]",,km_con,0.0339207245808,0.0094218765861,0.0496422858759,0.0155270271026,0.0504197355627,0.0489372611361,0.0496069260313,0.0503304659136,0.075976171629,0.0726745950832,0.0978193061656,0.0727329697174,0.0726115135792,0.0726866217213,49,44,50,37,50,49,50
7,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.3]",,spect_cos_cat,0.0566012071738,0.0419025061479,0.089121715175,0.0336867596181,0.097461905117,0.081658280898,0.0886870355286,0.0975538438393,0.146930366038,0.151725654908,0.131423209213,0.164371563309,0.140740446727,0.151116651175,25,13,32,20,33,25,30
8,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.3]",,aff_cos_cat,0.160151009155,-0.000894634633924,0.179108711312,-0.00906696913754,0.140363292995,0.231049066701,0.172850677017,0.0649924513156,0.0313135576131,0.0620305763515,0.0266083180644,0.0450253448506,0.0937642872082,0.0580256449121,13,50,14,52,21,13,14
9,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.3]",,spect_cos_ent,0.0368001583189,0.0135784005669,0.0560347671327,0.0151898583487,0.0592175797969,0.0530914059106,0.0559155619987,0.0405730888788,0.0608169391067,0.0615060718621,0.0708722050132,0.0648097581721,0.0585345941189,0.0614011813359,44,38,47,38,46,44,47
