,mu,sigma,trials,cluster size,decision,alpha,tau,epsilon,clustering,labels,mut inf scr,adj mis,norm mis,adj rand s,complet,homogen,vmeas,mut inf scr1,adj mis1,norm mis1,adj rand s1,complet1,homogen1,vmeas1
0,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.1, 0.1]",,spectral warp,[1 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 1 1 1],0.0462,0.02866,0.0669,0.03998,0.06714,0.06665,0.0669,24.0,21.0,26.0,17.0,25.0,24.0,26.0
1,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.1, 0.1]",,aff prop,[12  0  1  2  3  4  0  5  6  7  8 12  9 10 12 11 12 13 13 13],0.58068,0.05605,0.4425,0.05,0.23373,0.83774,0.36549,2.0,14.0,2.0,13.0,9.0,2.0,4.0
2,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.1, 0.1]",,pca,[0 0 1 1 1 1 0 1 1 1 1 0 1 1 0 1 0 0 0 0],0.0462,0.02866,0.0669,0.03998,0.06714,0.06665,0.0669,24.0,19.0,26.0,17.0,25.0,24.0,26.0
3,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.1, 0.1]",,spectral overlap,[1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 0 0 0 0],0.27436,0.3704,0.42163,0.3304,0.44913,0.39582,0.42079,11.0,1.0,5.0,1.0,1.0,11.0,1.0
4,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.1, 0.1]",,km_choice,[0 1 0 1 1 1 0 0 0 1 0 0 0 0 1 0 1 0 1 0],0.02101,-0.00937,0.03076,-0.01109,0.03121,0.03031,0.03075,32.0,31.0,32.0,31.0,32.0,32.0,32.0
5,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.1, 0.1]",,km_ent,[1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 1 1 1],0.1484,0.18162,0.22152,0.21227,0.22921,0.21409,0.22139,18.0,9.0,15.0,4.0,10.0,18.0,15.0
6,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.1, 0.1]",,km_con,[1 0 1 0 0 0 1 1 1 0 1 1 1 1 0 1 0 1 0 1],0.02101,-0.00937,0.03076,-0.01109,0.03121,0.03031,0.03075,32.0,43.0,32.0,31.0,32.0,32.0,32.0
7,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.1, 0.1]",,spect_cos_cat,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 1],0.21576,0.28139,0.34559,0.21918,0.38369,0.31128,0.34371,15.0,3.0,11.0,2.0,2.0,15.0,9.0
8,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.1, 0.1]",,aff_cos_cat,[0 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 3 4 5 6],0.23692,0.02251,0.26555,0.06108,0.2063,0.3418,0.2573,12.0,25.0,14.0,11.0,16.0,12.0,14.0
9,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.1, 0.1]",,spect_cos_ent,[1 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0],0.0,-0.04207,0.0,-0.04626,0.0,0.0,0.0,52.0,53.0,52.0,51.0,52.0,52.0,52.0
10,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.1, 0.1]",,aff_cos_ent,[0 0 2 6 1 1 0 2 3 4 5 0 6 7 0 3 0 7 7 7],0.34657,0.06088,0.30171,0.04726,0.18205,0.5,0.26692,6.0,13.0,13.0,16.0,17.0,6.0,13.0
11,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.1, 0.1]",,spect_rbf,[1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 1 1 1],0.1484,0.18162,0.22152,0.21227,0.22921,0.21409,0.22139,18.0,9.0,15.0,4.0,10.0,18.0,15.0
12,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.1, 0.1]",,spect_esk_sim,[0 1 0 1 1 1 0 0 0 1 0 0 0 0 1 0 1 0 1 0],0.02101,-0.00937,0.03076,-0.01109,0.03121,0.03031,0.03075,32.0,31.0,32.0,31.0,32.0,32.0,32.0
13,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.1, 0.1]",,aff_esk_sim,[1 0 1 0 0 0 1 1 1 0 1 1 1 1 2 1 2 3 2 3],0.34657,0.22453,0.37875,0.13002,0.2869,0.5,0.3646,7.0,6.0,8.0,8.0,5.0,7.0,5.0
14,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.1, 0.1]",,spect_lin_sim,[0 1 0 1 1 1 0 0 0 1 0 0 0 0 1 0 1 0 1 0],0.02101,-0.00937,0.03076,-0.01109,0.03121,0.03031,0.03075,32.0,31.0,32.0,31.0,32.0,32.0,32.0
15,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.1, 0.1]",,aff_lin_sim,[0 1 0 1 1 1 0 0 0 1 0 0 0 0 2 0 2 3 2 3],0.34657,0.22453,0.37875,0.13002,0.2869,0.5,0.3646,7.0,5.0,8.0,8.0,5.0,7.0,5.0
16,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.1, 0.1]",,comp_hr_esk_dis,[1 0 1 0 0 0 1 1 1 0 1 1 1 1 0 1 0 1 0 1],0.02101,-0.00937,0.03076,-0.01109,0.03121,0.03031,0.03075,32.0,43.0,32.0,31.0,32.0,32.0,32.0
17,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.1, 0.1]",,avg_hr_esk_dis,[1 0 1 0 0 0 1 1 1 0 1 1 1 1 0 1 0 1 0 1],0.02101,-0.00937,0.03076,-0.01109,0.03121,0.03031,0.03075,32.0,43.0,32.0,31.0,32.0,32.0,32.0
18,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.1, 0.1]",,comp_hr_lin_din,[0 1 0 1 1 1 0 0 0 1 0 0 0 0 1 0 1 0 1 0],0.02101,-0.00937,0.03076,-0.01109,0.03121,0.03031,0.03075,32.0,31.0,32.0,31.0,32.0,32.0,32.0
19,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.1, 0.1]",,avg_hr_lin_dis,[0 1 0 1 1 1 0 0 0 1 0 0 0 0 1 0 1 0 1 0],0.02101,-0.00937,0.03076,-0.01109,0.03121,0.03031,0.03075,32.0,31.0,32.0,31.0,32.0,32.0,32.0
20,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.1, 0.1]",,spect_edr,[0 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 0 0 0 0],0.1484,0.18162,0.22152,0.21227,0.22921,0.21409,0.22139,18.0,8.0,15.0,4.0,10.0,18.0,15.0
21,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.1, 0.1]",,aff_edr,[ 0  1  2  3  4  5  6  7  8  9 10  0 11 12 13 14 13 13  2 13],0.55452,0.02314,0.41467,0.04889,0.21494,0.8,0.33884,5.0,24.0,6.0,14.0,14.0,5.0,12.0
22,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.1, 0.1]",,spectral bad warp,[0 1 0 1 1 1 0 0 0 1 0 0 0 0 1 0 1 0 1 0],0.02101,-0.00937,0.03076,-0.01109,0.03121,0.03031,0.03075,32.0,31.0,32.0,31.0,32.0,32.0,32.0
23,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.1, 0.1]",,affinity bad warp,[1 0 1 0 0 0 1 1 1 0 1 1 1 1 2 1 2 2 2 2],0.34657,0.294,0.40825,0.19718,0.33333,0.5,0.4,7.0,2.0,7.0,7.0,4.0,7.0,2.0
24,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.1, 0.1]",,PCA bad euclid,[0 1 0 1 1 1 0 0 0 1 0 0 0 0 1 0 1 0 1 0],0.02101,-0.00937,0.03076,-0.01109,0.03121,0.03031,0.03075,32.0,31.0,32.0,31.0,32.0,32.0,32.0
25,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.1, 0.1]",,spectral bad eucsim,[0 1 0 1 1 1 0 0 0 1 0 0 0 0 1 0 1 0 1 0],0.02101,-0.00937,0.03076,-0.01109,0.03121,0.03031,0.03075,32.0,31.0,32.0,31.0,32.0,32.0,32.0
26,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.1, 0.1]",,affinity bad eucsim,[1 0 1 0 0 0 1 1 1 0 1 1 1 1 2 1 2 3 2 3],0.34657,0.22453,0.37875,0.13002,0.2869,0.5,0.3646,7.0,6.0,8.0,8.0,5.0,7.0,5.0
27,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.1, 0.1]",,spectral bad cosine,[0 1 0 1 1 1 0 0 0 1 0 0 0 0 1 0 1 0 1 0],0.02101,-0.00937,0.03076,-0.01109,0.03121,0.03031,0.03075,32.0,31.0,32.0,31.0,32.0,32.0,32.0
28,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.1, 0.1]",,affinity bad cosine,[4 4 0 4 4 4 4 0 1 4 2 4 3 3 4 1 4 4 4 4],0.17521,0.03345,0.19881,-0.00782,0.15636,0.25278,0.19321,17.0,18.0,19.0,30.0,20.0,17.0,19.0
29,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.1, 0.1]",,spectral bad rbf,[0 1 0 1 1 1 0 0 0 1 0 0 0 0 1 0 1 0 1 0],0.02101,-0.00937,0.03076,-0.01109,0.03121,0.03031,0.03075,32.0,31.0,32.0,31.0,32.0,32.0,32.0
30,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.1, 0.1]",,affinity bad rbf,[1 0 1 0 0 0 1 1 1 0 1 1 1 1 0 1 0 2 2 2],0.13718,0.08194,0.16489,0.02811,0.13737,0.19791,0.16218,21.0,11.0,21.0,23.0,22.0,21.0,21.0
