,mu,sigma,trials,cluster size,decision,alpha,tau,epsilon,clustering,labels,mut inf scr,adj mis,norm mis,adj rand s,complet,homogen,vmeas,mut inf scr1,adj mis1,norm mis1,adj rand s1,complet1,homogen1,vmeas1
0,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.3]",,spectral warp,[1 0 0 1 0 0 1 1 1 0 0 1 0 1 1 0 1 0 0 0],0.00506,-0.03311,0.00733,-0.04442,0.00735,0.0073,0.00733,35.0,32.0,35.0,30.0,35.0,35.0,35.0
1,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.3]",,aff prop,[0 2 1 3 2 1 0 0 0 1 2 3 2 3 3 2 0 1 2 1],0.09637,0.00545,0.09867,0.01256,0.07003,0.13904,0.09314,14.0,15.0,17.0,15.0,20.0,14.0,17.0
2,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.3]",,pca,[0 1 1 0 1 1 0 0 0 1 1 0 1 0 0 1 0 1 1 1],0.00506,-0.03311,0.00733,-0.04442,0.00735,0.0073,0.00733,35.0,25.0,35.0,30.0,35.0,35.0,35.0
3,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.3]",,spectral overlap,[1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1],0.03597,0.0,0.09698,0.0,0.18121,0.0519,0.08069,22.0,18.0,18.0,18.0,7.0,22.0,19.0
4,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.3]",,km_choice,[1 0 1 1 0 0 1 1 1 0 0 1 0 1 1 0 1 0 0 1],0.00506,-0.03311,0.00733,-0.04442,0.00735,0.0073,0.00733,35.0,25.0,35.0,30.0,35.0,35.0,35.0
5,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.3]",,km_ent,[0 1 1 0 1 1 0 0 0 1 1 0 1 0 0 1 0 1 1 1],0.00506,-0.03311,0.00733,-0.04442,0.00735,0.0073,0.00733,35.0,25.0,35.0,30.0,35.0,35.0,35.0
6,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.3]",,km_con,[1 0 0 1 0 0 1 1 1 0 0 1 0 1 1 0 1 0 0 0],0.00506,-0.03311,0.00733,-0.04442,0.00735,0.0073,0.00733,35.0,32.0,35.0,30.0,35.0,35.0,35.0
7,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.3]",,spect_cos_cat,[0 1 0 0 1 1 0 0 0 1 1 0 1 0 0 1 0 1 1 0],0.00506,-0.03311,0.00733,-0.04442,0.00735,0.0073,0.00733,35.0,32.0,35.0,30.0,35.0,35.0,35.0
8,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.3]",,aff_cos_cat,[1 0 0 1 2 3 1 1 1 0 0 1 0 1 1 0 1 0 3 1],0.03824,-0.06126,0.04391,-0.05853,0.03495,0.05517,0.04279,21.0,52.0,23.0,52.0,23.0,21.0,23.0
9,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.3]",,spect_cos_ent,[0 1 0 1 1 1 0 0 0 1 1 1 1 1 1 1 0 1 1 1],0.10175,0.1109,0.15637,0.12115,0.16657,0.14679,0.15606,13.0,5.0,13.0,4.0,9.0,13.0,9.0
