,mu,sigma,trials,cluster size,decision,alpha,tau,epsilon,clustering,labels,mut inf scr,adj mis,norm mis,adj rand s,complet,homogen,vmeas,mut inf scr1,adj mis1,norm mis1,adj rand s1,complet1,homogen1,vmeas1
0,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[2, 2]",,spectral warp,[0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 1 0 1 0 1],0.1484,0.18162,0.22152,0.21227,0.22921,0.21409,0.22139,23.0,13.0,19.0,10.0,16.0,23.0,19.0
1,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[2, 2]",,aff prop,[0 0 0 0 0 0 0 0 0 1 0 1 0 2 1 2 0 2 0 3],0.19646,0.10612,0.2361,0.13155,0.19667,0.28344,0.23221,18.0,29.0,16.0,21.0,24.0,18.0,15.0
2,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[2, 2]",,pca,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1],0.11728,0.12825,0.21666,0.0649,0.27744,0.16919,0.2102,32.0,21.0,24.0,31.0,10.0,32.0,25.0
3,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[2, 2]",,spectral overlap,[0 1 1 0 0 1 1 1 1 0 0 0 1 0 1 1 1 0 1 1],0.0,-0.04091,0.0,-0.05322,0.0,0.0,0.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
4,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[2, 2]",,km_choice,[1 1 0 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1],0.00997,-0.0342,0.01841,-0.01731,0.02358,0.01438,0.01786,46.0,51.0,46.0,44.0,46.0,46.0,46.0
5,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[2, 2]",,km_ent,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 1],0.21576,0.28139,0.34559,0.21918,0.38369,0.31128,0.34371,15.0,6.0,8.0,7.0,6.0,15.0,7.0
6,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[2, 2]",,km_con,[1 1 1 1 1 1 1 1 1 0 1 1 0 0 0 0 1 0 1 0],0.1484,0.18162,0.22152,0.21227,0.22921,0.21409,0.22139,23.0,11.0,19.0,10.0,16.0,23.0,19.0
7,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[2, 2]",,spect_cos_cat,[0 0 1 0 0 0 1 0 0 0 1 0 1 1 1 1 0 1 0 1],0.13251,0.15824,0.19186,0.20877,0.19256,0.19116,0.19186,29.0,19.0,30.0,15.0,25.0,29.0,29.0
8,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[2, 2]",,aff_cos_cat,[0 1 2 1 1 1 2 2 1 2 2 2 2 2 2 2 1 2 2 2],0.15677,0.12761,0.21172,0.1675,0.1982,0.22617,0.21126,22.0,26.0,28.0,20.0,23.0,22.0,24.0
9,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[2, 2]",,spect_cos_ent,[1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 0],0.21576,0.28139,0.34559,0.21918,0.38369,0.31128,0.34371,15.0,6.0,8.0,7.0,6.0,15.0,7.0
10,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[2, 2]",,aff_cos_ent,[1 2 0 0 0 0 1 0 0 2 1 2 3 4 2 5 2 3 1 3],0.38626,0.15268,0.36521,0.17202,0.23935,0.55726,0.33487,2.0,20.0,7.0,19.0,15.0,2.0,10.0
11,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[2, 2]",,spect_rbf,[1 1 1 1 1 1 1 1 1 0 1 1 0 0 0 0 1 0 1 0],0.1484,0.18162,0.22152,0.21227,0.22921,0.21409,0.22139,23.0,11.0,19.0,10.0,16.0,23.0,19.0
12,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[2, 2]",,spect_esk_sim,[0 0 1 1 0 1 0 1 0 1 1 1 0 0 1 0 1 0 0 0],0.00506,-0.03311,0.00733,-0.04442,0.00735,0.0073,0.00733,50.0,49.0,50.0,50.0,50.0,50.0,50.0
13,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[2, 2]",,aff_esk_sim,[0 1 1 1 3 1 3 3 1 1 2 3 1 3 3 3 1 3 3 3],0.16278,0.06943,0.19429,0.11554,0.16075,0.23484,0.19085,20.0,34.0,29.0,24.0,34.0,20.0,32.0
14,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[2, 2]",,spect_lin_sim,[1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 1 1 1],0.05067,0.0348,0.07564,0.04422,0.07826,0.0731,0.0756,38.0,36.0,39.0,35.0,38.0,38.0,39.0
15,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[2, 2]",,aff_lin_sim,[0 0 1 3 1 3 4 4 0 1 1 3 2 4 4 2 3 2 0 4],0.16133,0.02421,0.15335,0.00689,0.10103,0.23275,0.1409,21.0,42.0,35.0,42.0,37.0,21.0,35.0
16,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[2, 2]",,comp_hr_esk_dis,[0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0],0.11728,0.12825,0.21666,0.0649,0.27744,0.16919,0.2102,32.0,21.0,24.0,31.0,10.0,32.0,25.0
17,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[2, 2]",,avg_hr_esk_dis,[0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0],0.11728,0.12825,0.21666,0.0649,0.27744,0.16919,0.2102,32.0,21.0,24.0,31.0,10.0,32.0,25.0
18,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[2, 2]",,comp_hr_lin_din,[0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0 1 0 0],0.0067,-0.0333,0.01073,-0.03068,0.01192,0.00967,0.01068,47.0,50.0,47.0,47.0,47.0,47.0,47.0
19,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[2, 2]",,avg_hr_lin_dis,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0],0.11728,0.12825,0.21666,0.0649,0.27744,0.16919,0.2102,32.0,21.0,24.0,31.0,10.0,32.0,25.0
20,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[2, 2]",,spect_edr,[0 1 1 1 1 1 1 1 1 0 0 0 1 0 0 1 1 1 1 0],0.05067,0.0348,0.07564,0.04422,0.07826,0.0731,0.0756,38.0,35.0,39.0,35.0,38.0,38.0,39.0
21,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[2, 2]",,aff_edr,[0 1 3 5 2 2 3 3 1 4 5 2 5 4 4 1 3 5 1 6],0.13863,-0.03846,0.12294,-0.02999,0.07557,0.2,0.1097,28.0,52.0,36.0,46.0,40.0,28.0,37.0
22,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[2, 2]",,spectral bad warp,[0 1 1 1 1 1 0 1 1 0 1 1 0 0 0 0 1 0 1 0],0.0462,0.02866,0.0669,0.03998,0.06714,0.06665,0.0669,40.0,37.0,41.0,37.0,41.0,40.0,41.0
23,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[2, 2]",,affinity bad warp,[2 0 0 0 1 1 2 0 1 2 0 1 3 4 3 4 1 3 2 4],0.28733,0.1103,0.2742,0.08381,0.18137,0.41452,0.25234,6.0,28.0,14.0,28.0,28.0,6.0,14.0
24,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[2, 2]",,PCA bad euclid,[1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 0 1],0.1484,0.18162,0.22152,0.21227,0.22921,0.21409,0.22139,23.0,13.0,19.0,10.0,16.0,23.0,19.0
