,mu,sigma,trials,cluster size,decision,alpha,tau,epsilon,clustering,labels,mut inf scr,adj mis,norm mis,adj rand s,complet,homogen,vmeas,mut inf scr1,adj mis1,norm mis1,adj rand s1,complet1,homogen1,vmeas1
30,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.5]",,aff_cos_cat,[0 1 1 2 1 1 0 3 4 3 1 1 1 1 1 1 1 1 1 1],0.27436,0.15159,0.32794,0.18857,0.27171,0.39582,0.32222,3.0,11.0,11.0,10.0,11.0,3.0,11.0
31,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.5]",,spect_cos_ent,[0 1 1 1 1 1 0 1 1 1 1 1 0 1 0 1 0 1 0 1],0.02416,-0.00575,0.03712,-0.00441,0.03955,0.03485,0.03705,20.0,19.0,20.0,19.0,19.0,20.0,20.0
32,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.5]",,aff_cos_ent,[0 1 2 2 3 4 5 2 2 2 2 2 5 2 5 2 5 2 5 2],0.18909,0.01467,0.20118,0.00451,0.14836,0.2728,0.1922,13.0,17.0,13.0,18.0,15.0,13.0,13.0
33,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.5]",,spect_rbf,[0 0 0 1 0 0 1 0 0 0 0 0 1 0 1 1 1 0 0 1],0.05067,0.0348,0.07564,0.04422,0.07826,0.0731,0.0756,16.0,15.0,16.0,14.0,16.0,16.0,16.0
34,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.5]",,spect_esk_sim,[1 0 0 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0],0.27436,0.3704,0.42163,0.3304,0.44913,0.39582,0.42079,3.0,3.0,1.0,1.0,1.0,3.0,1.0
35,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.5]",,aff_esk_sim,[0 1 1 3 1 1 2 3 3 3 1 1 1 1 1 1 1 1 1 1],0.27436,0.22382,0.35307,0.23243,0.31494,0.39582,0.35078,3.0,9.0,8.0,7.0,9.0,3.0,8.0
36,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.5]",,spect_lin_sim,[1 0 0 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0],0.27436,0.3704,0.42163,0.3304,0.44913,0.39582,0.42079,3.0,3.0,1.0,1.0,1.0,3.0,1.0
37,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.5]",,aff_lin_sim,[0 1 1 2 1 1 2 2 2 2 1 1 4 1 3 4 4 1 1 1],0.35664,0.19499,0.37903,0.14027,0.27922,0.51452,0.36199,1.0,10.0,7.0,12.0,10.0,1.0,7.0
38,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.5]",,comp_hr_esk_dis,[0 1 1 0 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1],0.27436,0.3704,0.42163,0.3304,0.44913,0.39582,0.42079,3.0,1.0,1.0,1.0,1.0,3.0,1.0
39,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.5]",,avg_hr_esk_dis,[0 1 1 0 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1],0.27436,0.3704,0.42163,0.3304,0.44913,0.39582,0.42079,3.0,1.0,1.0,1.0,1.0,3.0,1.0
40,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.5]",,comp_hr_lin_din,[1 0 0 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0],0.27436,0.3704,0.42163,0.3304,0.44913,0.39582,0.42079,3.0,3.0,1.0,1.0,1.0,3.0,1.0
41,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.5]",,avg_hr_lin_dis,[1 0 0 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0],0.27436,0.3704,0.42163,0.3304,0.44913,0.39582,0.42079,3.0,3.0,1.0,1.0,1.0,3.0,1.0
42,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.5]",,spect_edr,[0 0 1 0 0 0 0 1 1 1 1 0 0 1 0 0 0 0 0 0],0.02416,-0.00575,0.03712,-0.00441,0.03955,0.03485,0.03705,20.0,20.0,20.0,19.0,19.0,20.0,20.0
43,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.5]",,aff_edr,[2 0 0 2 0 0 1 0 0 0 0 1 2 1 2 3 3 1 1 4],0.27871,0.11491,0.28142,0.18803,0.19696,0.40209,0.26441,2.0,12.0,12.0,11.0,13.0,2.0,12.0
44,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.9]",,spectral warp,[0 0 1 0 1 0 1 0 0 0 1 1 1 1 1 1 1 1 1 1],0.34201,0.47249,0.51054,0.46434,0.52825,0.49342,0.51024,3.0,1.0,1.0,1.0,1.0,3.0,1.0
45,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.9]",,aff prop,[0 0 1 0 1 0 1 0 0 0 1 2 1 1 2 1 1 1 2 1],0.38772,0.34896,0.46602,0.32715,0.38827,0.55935,0.45837,1.0,15.0,5.0,15.0,15.0,1.0,5.0
46,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.9]",,pca,[1 1 0 1 0 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0],0.34201,0.47249,0.51054,0.46434,0.52825,0.49342,0.51024,3.0,2.0,1.0,1.0,1.0,3.0,1.0
47,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.9]",,spectral overlap,[0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1],0.0067,-0.0333,0.01073,-0.03068,0.01192,0.00967,0.01068,22.0,22.0,22.0,22.0,22.0,22.0,22.0
48,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.9]",,km_choice,[1 0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0],0.27436,0.3704,0.42163,0.3304,0.44913,0.39582,0.42079,8.0,7.0,6.0,5.0,5.0,8.0,6.0
