,mu,sigma,trials,cluster size,decision,alpha,tau,epsilon,clustering,labels,mut inf scr,adj mis,norm mis,adj rand s,complet,homogen,vmeas,mut inf scr1,adj mis1,norm mis1,adj rand s1,complet1,homogen1,vmeas1
0,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.3]",,spectral warp,[1 0 0 1 1 1 1 0 1 1 0 0 0 0 1 1 1 0 1 1],0.02101,-0.00937,0.03076,-0.01109,0.03121,0.03031,0.03075,22.0,21.0,22.0,22.0,22.0,22.0,22.0
1,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.3]",,aff prop,[1 0 0 1 1 1 1 0 1 1 2 2 2 2 1 1 1 0 1 0],0.16438,0.11204,0.19771,0.07187,0.16483,0.23715,0.19448,14.0,14.0,15.0,16.0,14.0,14.0,15.0
2,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.3]",,pca,[1 0 0 1 1 1 1 0 1 1 0 0 0 0 1 1 1 0 1 0],0.0462,0.02866,0.0669,0.03998,0.06714,0.06665,0.0669,19.0,18.0,19.0,18.0,19.0,19.0,19.0
3,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.3]",,spectral overlap,[0 0 0 0 1 1 1 0 1 1 0 1 0 1 0 0 0 0 0 0],0.05067,0.0348,0.07564,0.04422,0.07826,0.0731,0.0756,18.0,17.0,18.0,17.0,18.0,18.0,18.0
4,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.3]",,km_choice,[0 1 1 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0],0.34201,0.47249,0.51054,0.46434,0.52825,0.49342,0.51024,4.0,5.0,1.0,1.0,1.0,4.0,1.0
5,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.3]",,km_ent,[0 1 1 0 0 0 0 1 0 0 1 1 1 1 0 0 0 1 0 1],0.0462,0.02866,0.0669,0.03998,0.06714,0.06665,0.0669,19.0,19.0,19.0,18.0,19.0,19.0,19.0
6,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.3]",,km_con,[1 0 0 1 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1],0.34201,0.47249,0.51054,0.46434,0.52825,0.49342,0.51024,4.0,1.0,1.0,1.0,1.0,4.0,1.0
7,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.3]",,spect_cos_cat,[1 0 0 1 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1],0.34201,0.47249,0.51054,0.46434,0.52825,0.49342,0.51024,4.0,1.0,1.0,1.0,1.0,4.0,1.0
8,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.3]",,aff_cos_cat,[3 0 0 3 3 1 2 0 2 2 3 3 3 3 3 3 3 3 3 3],0.34201,0.26826,0.41102,0.301,0.34238,0.49342,0.40425,3.0,12.0,12.0,12.0,12.0,3.0,12.0
9,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.3]",,spect_cos_ent,[1 1 1 0 0 0 0 1 0 0 1 1 1 1 0 1 1 1 1 1],0.1484,0.18162,0.22152,0.21227,0.22921,0.21409,0.22139,15.0,13.0,13.0,13.0,13.0,15.0,13.0
10,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.3]",,aff_cos_ent,[0 2 2 1 1 1 1 2 1 1 2 2 2 2 1 3 1 2 4 2],0.18178,0.04452,0.20141,0.07892,0.15468,0.26226,0.19459,13.0,16.0,14.0,15.0,15.0,13.0,14.0
11,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.3]",,spect_rbf,[0 1 1 0 0 0 0 1 0 0 1 1 1 1 0 0 0 1 0 1],0.0462,0.02866,0.0669,0.03998,0.06714,0.06665,0.0669,19.0,19.0,19.0,18.0,19.0,19.0,19.0
12,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.3]",,spect_esk_sim,[1 0 0 1 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1],0.34201,0.47249,0.51054,0.46434,0.52825,0.49342,0.51024,4.0,1.0,1.0,1.0,1.0,4.0,1.0
13,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.3]",,aff_esk_sim,[2 0 0 2 2 0 0 0 0 0 2 2 1 2 2 2 2 2 2 2],0.35575,0.38439,0.4708,0.39733,0.43188,0.51323,0.46905,2.0,10.0,11.0,10.0,10.0,2.0,10.0
14,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.3]",,spect_lin_sim,[1 0 0 1 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1],0.34201,0.47249,0.51054,0.46434,0.52825,0.49342,0.51024,4.0,1.0,1.0,1.0,1.0,4.0,1.0
