,no_clust,algorithm,predictions
116,7.0,km_con,[2 6 5 3 1 1 0 3 3 4 1 2]
117,7.0,spect_cos_cat,[1 2 3 4 5 6 0 0 1 0 2 1]
118,7.0,aff_cos_cat,[1 1 0 1 1 1 1 1 1 1 1 1]
119,7.0,spect_cos_ent,[4 1 6 5 0 3 0 2 0 1 0 0]
120,7.0,aff_cos_ent,[1 0 1 1 2 2 2 1 2 0 2 2]
121,7.0,spect_rbf,[4 2 6 1 0 3 5 1 0 2 0 0]
122,7.0,spect_esk_sim,[4 1 2 2 0 5 1 3 6 3 5 0]
123,7.0,aff_esk_sim,[1 0 0 0 2 2 2 1 0 1 2 1]
124,7.0,spect_lin_sim,[6 3 5 4 6 1 3 2 0 2 1 0]
125,7.0,aff_lin_sim,[1 0 0 0 2 2 0 1 2 1 2 1]
126,7.0,comp_hr_esk_dis,[1 0 3 6 5 2 0 4 3 4 2 1]
127,7.0,avg_hr_esk_dis,[1 6 0 5 2 4 3 1 0 1 4 1]
128,7.0,comp_hr_lin_din,[1 2 6 0 0 4 2 5 3 5 4 1]
129,7.0,avg_hr_lin_dis,[0 2 5 6 4 1 2 0 3 0 1 0]
130,7.0,spect_edr,[3 6 3 2 3 4 3 5 1 0 6 0]
131,7.0,aff_edr,[0 0 0 0 1 1 0 2 1 3 0 3]
132,8.0,spectral warp,[7 2 3 4 3 5 6 1 0 2 0 1]
133,8.0,aff prop,[1 0 1 2 1 1 2 3 2 0 2 3]
134,8.0,pca,[0 1 0 0 0 0 0 0 0 1 0 0]
135,8.0,spectral overlap,[6 0 1 4 0 7 5 4 2 3 3 1]
136,8.0,km_choice,[1 2 6 5 0 0 7 4 4 3 2 1]
137,8.0,km_ent,[6 1 7 3 5 0 5 4 5 1 5 2]
138,8.0,km_con,[2 6 5 3 4 7 1 3 2 0 4 2]
139,8.0,spect_cos_cat,[0 1 3 5 4 6 1 2 2 2 7 0]
140,8.0,aff_cos_cat,[1 1 0 1 1 1 1 1 1 1 1 1]
141,8.0,spect_cos_ent,[6 2 4 5 1 3 7 0 1 2 1 1]
142,8.0,aff_cos_ent,[1 0 1 1 2 2 2 1 2 0 2 2]
143,8.0,spect_rbf,[0 1 4 3 2 5 6 7 2 1 2 2]
144,8.0,spect_esk_sim,[7 0 5 0 4 2 6 1 3 1 6 3]
145,8.0,aff_esk_sim,[1 0 0 0 2 2 2 1 0 1 2 1]
146,8.0,spect_lin_sim,[0 5 6 5 2 7 3 1 4 1 3 4]
147,8.0,aff_lin_sim,[1 0 0 0 2 2 0 1 2 1 2 1]
148,8.0,comp_hr_esk_dis,[0 7 1 6 5 2 3 4 1 4 2 0]
149,8.0,avg_hr_esk_dis,[0 6 7 5 2 1 3 0 4 0 1 0]
150,8.0,comp_hr_lin_din,[0 2 6 7 4 1 2 5 3 5 1 0]
151,8.0,avg_hr_lin_dis,[1 2 5 6 4 0 2 1 7 1 0 3]
152,8.0,spect_edr,[6 1 2 5 2 4 7 3 0 1 1 2]
153,8.0,aff_edr,[0 0 0 0 1 1 0 2 1 3 0 3]
154,9.0,spectral warp,[2 1 3 4 3 7 0 5 8 1 6 5]
155,9.0,aff prop,[1 0 1 2 1 1 2 3 2 0 2 3]
156,9.0,pca,[0 1 0 0 0 0 0 0 0 1 0 0]
157,9.0,spectral overlap,[6 2 8 3 7 2 1 3 5 0 0 4]
158,9.0,km_choice,[0 5 1 3 8 7 5 5 6 4 2 0]
159,9.0,km_ent,[6 1 3 2 0 5 0 4 0 7 0 8]
160,9.0,km_con,[3 0 7 6 5 2 8 6 1 4 5 3]
161,9.0,spect_cos_cat,[2 0 3 4 5 8 0 0 1 7 6 2]
162,9.0,aff_cos_cat,[1 1 0 1 1 1 1 1 1 1 1 1]
163,9.0,spect_cos_ent,[7 2 6 5 1 3 0 8 4 2 1 1]
164,9.0,aff_cos_ent,[1 0 1 1 2 2 2 1 2 0 2 2]
165,9.0,spect_rbf,[3 2 6 5 4 1 7 8 4 2 0 0]
166,9.0,spect_esk_sim,[6 0 8 0 7 1 4 2 5 2 4 3]
167,9.0,aff_esk_sim,[1 0 0 0 2 2 2 1 0 1 2 1]
168,9.0,spect_lin_sim,[3 1 0 7 6 4 1 2 5 2 1 8]
169,9.0,aff_lin_sim,[1 0 0 0 2 2 0 1 2 1 2 1]
170,9.0,comp_hr_esk_dis,[8 7 0 6 5 2 3 1 0 1 2 4]
171,9.0,avg_hr_esk_dis,[8 6 7 5 2 1 3 0 4 0 1 0]
172,9.0,comp_hr_lin_din,[8 2 6 7 4 0 2 5 3 5 0 1]
173,9.0,avg_hr_lin_dis,[0 2 5 6 4 8 2 0 7 0 3 1]
174,9.0,spect_edr,[2 6 2 0 2 3 8 5 7 1 4 1]
175,9.0,aff_edr,[0 0 0 0 1 1 0 2 1 3 0 3]
