,no_clust,algorithm,predictions
66,5.0,spectral warp,[2 1 0 2 2 2 0 2 1 2 4 3 0 0 4 0 3 3 1 2]
67,5.0,aff prop,[0 0 3 0 0 0 0 0 3 0 1 2 3 3 1 3 4 5 3 0]
68,5.0,pca,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
69,5.0,spectral overlap,[2 3 2 1 2 1 3 3 1 3 1 0 1 4 1 4 0 3 2 4]
70,5.0,km_choice,[2 1 4 1 1 0 1 4 1 0 1 2 3 2 2 2 2 3 0 1]
71,5.0,km_ent,[1 3 1 1 1 1 1 1 1 3 0 2 3 1 0 1 4 2 3 1]
72,5.0,km_con,[4 3 1 1 4 4 0 0 0 4 4 2 2 2 2 1 2 2 2 1]
73,5.0,spect_cos_cat,[3 3 2 0 4 1 4 2 3 4 4 4 4 4 4 2 4 1 1 0]
74,5.0,aff_cos_cat,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
75,5.0,spect_cos_ent,[2 0 2 2 2 2 2 2 2 0 1 4 0 1 3 2 4 4 1 2]
76,5.0,aff_cos_ent,[0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 2 0 1 0]
77,5.0,spect_rbf,[1 2 4 1 1 1 1 1 4 2 0 3 2 4 2 1 3 3 0 1]
78,5.0,spect_esk_sim,[2 3 4 3 4 2 4 3 1 2 4 4 2 2 0 4 0 1 1 3]
79,5.0,aff_esk_sim,[2 3 3 0 0 2 1 0 1 2 1 1 1 2 4 3 4 1 3 0]
80,5.0,spect_lin_sim,[1 2 2 2 2 4 0 2 4 1 2 3 1 1 0 0 0 3 4 2]
81,5.0,aff_lin_sim,[4 2 0 1 0 2 2 1 2 4 3 3 3 4 5 0 5 3 2 1]
82,5.0,comp_hr_esk_dis,[0 4 4 1 4 2 0 1 2 2 4 0 0 0 3 1 3 0 1 4]
83,5.0,avg_hr_esk_dis,[4 3 0 1 0 0 0 1 0 0 0 0 0 4 2 2 2 0 2 1]
84,5.0,comp_hr_lin_din,[1 0 2 2 2 4 1 0 4 3 1 3 3 1 0 0 0 3 0 2]
85,5.0,avg_hr_lin_dis,[1 2 0 0 0 3 4 0 3 3 4 4 4 1 1 2 1 4 2 0]
86,5.0,spect_edr,[0 0 0 0 0 0 0 0 0 0 1 4 0 0 1 0 2 3 0 0]
87,5.0,aff_edr,[ 0  1  3  7  2  2  3  3  1  4  5  6  7  7  8  1  9 10  0  1]
88,6.0,spectral warp,[0 1 2 0 0 0 2 0 4 0 5 3 2 2 5 4 3 3 1 0]
89,6.0,aff prop,[0 0 3 0 0 0 0 0 3 0 1 2 3 3 1 3 4 5 3 0]
90,6.0,pca,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
91,6.0,spectral overlap,[4 0 3 5 4 1 0 0 3 0 1 2 1 3 1 1 2 5 4 3]
92,6.0,km_choice,[5 4 0 3 4 5 4 0 4 2 4 2 1 5 5 5 5 1 5 3]
93,6.0,km_ent,[1 2 1 1 1 1 1 1 1 5 4 0 2 1 4 1 3 0 2 1]
94,6.0,km_con,[4 4 1 5 3 2 3 1 4 2 3 0 0 3 1 1 0 0 2 5]
95,6.0,spect_cos_cat,[2 2 0 3 1 5 1 0 1 4 1 1 4 1 3 3 1 4 5 3]
96,6.0,aff_cos_cat,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
97,6.0,spect_cos_ent,[1 4 1 2 1 2 2 2 1 4 0 3 4 0 5 2 3 3 0 2]
98,6.0,aff_cos_ent,[0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 2 0 1 0]
99,6.0,spect_rbf,[1 0 5 1 1 1 1 1 5 0 2 4 0 3 0 1 4 4 2 1]
100,6.0,spect_esk_sim,[4 5 3 3 3 3 0 5 2 3 1 1 1 4 0 5 0 1 2 5]
101,6.0,aff_esk_sim,[2 3 3 0 0 2 1 0 1 2 1 1 1 2 4 3 4 1 3 0]
102,6.0,spect_lin_sim,[0 3 5 3 5 4 2 3 4 0 1 1 0 0 2 3 2 1 2 3]
103,6.0,aff_lin_sim,[4 2 0 1 0 2 2 1 2 4 3 3 3 4 5 0 5 3 2 1]
104,6.0,comp_hr_esk_dis,[5 1 1 0 1 2 4 0 2 2 1 4 4 5 3 0 3 4 0 1]
105,6.0,avg_hr_esk_dis,[4 3 5 1 5 2 5 1 2 2 5 5 5 4 0 0 0 5 0 1]
106,6.0,comp_hr_lin_din,[0 5 2 2 2 4 0 5 4 3 0 3 3 0 1 1 1 3 1 2]
107,6.0,avg_hr_lin_dis,[1 0 5 2 5 3 4 2 3 3 4 4 4 1 1 0 1 4 0 2]
108,6.0,spect_edr,[0 0 1 0 0 0 1 0 0 0 2 3 0 0 2 0 5 4 0 0]
109,6.0,aff_edr,[ 0  1  3  7  2  2  3  3  1  4  5  6  7  7  8  1  9 10  0  1]
110,7.0,spectral warp,[2 5 0 2 2 2 6 2 1 5 3 4 0 6 3 1 4 3 6 2]
111,7.0,aff prop,[0 0 3 0 0 0 0 0 3 0 1 2 3 3 1 3 4 5 3 0]
112,7.0,pca,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
113,7.0,spectral overlap,[0 5 1 6 0 3 5 3 0 5 4 2 4 1 4 3 2 6 4 1]
114,7.0,km_choice,[4 3 1 6 5 2 5 1 3 4 5 4 0 4 4 2 4 0 2 6]
115,7.0,km_ent,[0 2 6 0 0 0 0 6 0 5 4 1 2 6 4 0 3 1 2 0]
116,7.0,km_con,[3 6 0 4 4 2 4 0 4 5 4 1 5 3 1 2 1 1 2 2]
117,7.0,spect_cos_cat,[3 3 4 6 0 1 0 4 5 2 0 2 2 2 4 4 2 1 1 4]
118,7.0,aff_cos_cat,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
119,7.0,spect_cos_ent,[3 0 3 1 3 1 1 4 3 0 5 2 0 5 6 1 2 2 5 1]
120,7.0,aff_cos_ent,[0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 2 0 1 0]
121,7.0,spect_rbf,[5 2 4 5 5 5 5 5 4 2 1 0 2 3 6 5 0 0 1 5]
122,7.0,spect_esk_sim,[3 0 1 3 1 4 6 3 4 5 3 6 5 5 2 0 2 0 0 3]
123,7.0,aff_esk_sim,[2 3 3 0 0 2 1 0 1 2 1 1 1 2 4 3 4 1 3 0]
124,7.0,spect_lin_sim,[1 0 5 0 5 4 6 0 4 1 6 6 1 1 2 3 2 3 3 0]
125,7.0,aff_lin_sim,[4 2 0 1 0 2 2 1 2 4 3 3 3 4 5 0 5 3 2 1]
126,7.0,comp_hr_esk_dis,[5 0 0 6 0 2 1 6 2 2 0 1 1 5 3 4 3 1 4 0]
127,7.0,avg_hr_esk_dis,[4 3 2 1 2 0 2 1 0 0 2 2 2 4 6 5 6 2 5 1]
128,7.0,comp_hr_lin_din,[6 2 0 0 0 4 5 2 4 3 5 3 3 6 1 1 1 3 1 0]
129,7.0,avg_hr_lin_dis,[0 6 5 2 5 3 1 2 3 3 1 1 1 0 0 4 0 1 4 2]
130,7.0,spect_edr,[0 0 0 0 0 0 5 6 5 0 2 3 0 0 2 0 1 4 0 0]
131,7.0,aff_edr,[ 0  1  3  7  2  2  3  3  1  4  5  6  7  7  8  1  9 10  0  1]
132,8.0,spectral warp,[0 3 1 0 0 0 7 0 7 3 5 2 1 7 5 6 2 2 4 0]
133,8.0,aff prop,[0 0 3 0 0 0 0 0 3 0 1 2 3 3 1 3 4 5 3 0]
134,8.0,pca,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
135,8.0,spectral overlap,[5 1 5 2 6 0 1 1 6 1 0 4 2 3 2 0 4 7 1 3]
136,8.0,km_choice,[2 4 6 3 0 5 0 6 1 5 0 1 1 2 2 7 2 1 7 7]
137,8.0,km_ent,[1 4 7 1 1 1 1 7 1 5 6 3 4 7 0 1 2 3 4 1]
138,8.0,km_con,[6 5 2 0 2 7 3 2 3 4 3 1 6 6 1 2 1 1 7 0]
139,8.0,spect_cos_cat,[2 6 5 2 0 1 5 3 4 7 0 4 7 2 5 5 5 7 1 4]
140,8.0,aff_cos_cat,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
141,8.0,spect_cos_ent,[7 1 3 0 6 0 0 2 3 1 4 5 1 4 1 0 5 4 4 0]
142,8.0,aff_cos_ent,[0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 2 0 1 0]
143,8.0,spect_rbf,[1 2 7 4 1 4 4 4 5 2 6 0 2 3 1 4 0 0 6 4]
144,8.0,spect_esk_sim,[4 2 1 6 1 6 3 5 6 4 3 3 0 4 7 2 7 0 2 2]
145,8.0,aff_esk_sim,[2 3 3 0 0 2 1 0 1 2 1 1 1 2 4 3 4 1 3 0]
146,8.0,spect_lin_sim,[4 1 3 1 3 6 2 1 6 4 5 5 7 4 2 0 2 0 0 1]
147,8.0,aff_lin_sim,[4 2 0 1 0 2 2 1 2 4 3 3 3 4 5 0 5 3 2 1]
148,8.0,comp_hr_esk_dis,[5 7 2 6 2 0 1 6 0 0 2 1 1 5 3 4 3 1 4 2]
149,8.0,avg_hr_esk_dis,[4 7 0 1 0 5 0 1 5 3 0 0 0 4 6 2 6 0 2 1]
150,8.0,comp_hr_lin_din,[6 2 3 7 3 4 5 2 4 1 5 1 1 6 0 0 0 1 0 7]
151,8.0,avg_hr_lin_dis,[5 6 2 0 2 3 1 0 3 3 1 1 1 5 7 4 7 1 4 0]
152,8.0,spect_edr,[6 0 1 1 7 1 1 1 1 1 3 5 1 1 3 0 2 4 1 1]
153,8.0,aff_edr,[ 0  1  3  7  2  2  3  3  1  4  5  6  7  7  8  1  9 10  0  1]
154,9.0,spectral warp,[1 7 2 1 1 1 1 1 8 7 3 0 6 2 3 4 0 0 5 1]
155,9.0,aff prop,[0 0 3 0 0 0 0 0 3 0 1 2 3 3 1 3 4 5 3 0]
156,9.0,pca,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
157,9.0,spectral overlap,[4 7 4 5 8 0 7 2 8 7 2 3 1 6 1 0 3 5 2 6]
158,9.0,km_choice,[6 8 3 2 2 4 2 3 2 5 2 1 5 6 1 3 1 7 4 0]
159,9.0,km_ent,[0 2 8 0 0 0 0 8 4 5 6 1 2 8 7 0 3 1 2 0]
160,9.0,km_con,[4 6 0 1 1 7 1 0 1 5 1 3 8 4 3 2 3 3 7 2]
161,9.0,spect_cos_cat,[7 6 5 8 1 4 1 5 3 0 1 3 0 7 2 2 2 2 4 3]
162,9.0,aff_cos_cat,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
163,9.0,spect_cos_ent,[0 4 4 2 6 2 2 5 2 4 1 3 4 7 8 2 3 3 1 2]
164,9.0,aff_cos_ent,[0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 2 0 1 0]
165,9.0,spect_rbf,[8 3 4 1 8 1 1 1 5 3 6 2 3 0 7 1 2 2 6 1]
166,9.0,spect_esk_sim,[0 7 1 8 1 4 2 6 4 0 2 2 6 0 3 5 3 6 5 8]
167,9.0,aff_esk_sim,[2 3 3 0 0 2 1 0 1 2 1 1 1 2 4 3 4 1 3 0]
168,9.0,spect_lin_sim,[0 4 1 8 1 3 5 8 5 3 4 4 7 0 6 2 6 2 2 4]
169,9.0,aff_lin_sim,[4 2 0 1 0 2 2 1 2 4 3 3 3 4 5 0 5 3 2 1]
170,9.0,comp_hr_esk_dis,[5 7 0 2 0 6 1 2 6 8 0 1 1 5 3 4 3 1 4 0]
171,9.0,avg_hr_esk_dis,[4 7 3 0 3 5 1 0 5 8 1 1 1 4 6 2 6 1 2 0]
172,9.0,comp_hr_lin_din,[6 2 3 7 3 4 5 2 4 0 5 0 0 6 8 1 8 0 1 7]
173,9.0,avg_hr_lin_dis,[5 6 2 3 2 1 0 8 1 1 0 0 0 5 7 4 7 0 4 3]
174,9.0,spect_edr,[5 7 6 0 0 7 5 8 8 5 3 4 7 5 3 5 1 2 7 5]
175,9.0,aff_edr,[ 0  1  3  7  2  2  3  3  1  4  5  6  7  7  8  1  9 10  0  1]
